date;Hours;DK1;DK2
16/06/2019;11 - 12;1085;227
16/06/2019;12 - 13;940;200
16/06/2019;13 - 14;929;189
16/06/2019;14 - 15;963;157
16/06/2019;15 - 16;1035;130
16/06/2019;16 - 17;1029;107
16/06/2019;17 - 18;947;92
16/06/2019;18 - 19;647;80
16/06/2019;19 - 20;482;48
16/06/2019;20 - 21;419;36
16/06/2019;21 - 22;370;43
16/06/2019;22 - 23;330;55
16/06/2019;23 - 00;343;65
17/06/2019;00 - 01;325;111
17/06/2019;01 - 02;344;85
17/06/2019;02 - 03;365;96
17/06/2019;03 - 04;399;82
17/06/2019;04 - 05;380;71
17/06/2019;05 - 06;347;46
17/06/2019;06 - 07;295;31
17/06/2019;07 - 08;524;24
17/06/2019;08 - 09;886;26
17/06/2019;09 - 10;1060;45
17/06/2019;10 - 11;1038;65
17/06/2019;11 - 12;1172;92
17/06/2019;12 - 13;1437;97
17/06/2019;13 - 14;1415;86
17/06/2019;14 - 15;1321;76
17/06/2019;15 - 16;1185;60
17/06/2019;16 - 17;917;52
17/06/2019;17 - 18;678;43
17/06/2019;18 - 19;563;34
17/06/2019;19 - 20;403;32
17/06/2019;20 - 21;219;35
17/06/2019;21 - 22;169;50
17/06/2019;22 - 23;275;89
17/06/2019;23 - 00;412;197
18/06/2019;00 - 01;625;308
18/06/2019;01 - 02;777;359
18/06/2019;02 - 03;975;379
18/06/2019;03 - 04;1080;388
18/06/2019;04 - 05;1113;382
18/06/2019;05 - 06;1002;383
18/06/2019;06 - 07;867;390
18/06/2019;07 - 08;747;313
18/06/2019;08 - 09;723;284
18/06/2019;09 - 10;667;229
18/06/2019;10 - 11;548;200
18/06/2019;11 - 12;411;183
18/06/2019;12 - 13;358;158
18/06/2019;13 - 14;364;160
18/06/2019;14 - 15;427;172
18/06/2019;15 - 16;499;182
18/06/2019;16 - 17;440;183
18/06/2019;17 - 18;319;154
18/06/2019;18 - 19;180;132
18/06/2019;19 - 20;125;122
18/06/2019;20 - 21;67;203
18/06/2019;21 - 22;116;181
18/06/2019;22 - 23;102;160
18/06/2019;23 - 00;94;137
19/06/2019;00 - 01;71;121
19/06/2019;01 - 02;31;126
19/06/2019;02 - 03;11;93
19/06/2019;03 - 04;22;97
19/06/2019;04 - 05;41;112
19/06/2019;05 - 06;73;112
19/06/2019;06 - 07;109;103
19/06/2019;07 - 08;111;71
19/06/2019;08 - 09;73;57
19/06/2019;09 - 10;89;54
19/06/2019;10 - 11;103;36
19/06/2019;11 - 12;150;42
19/06/2019;12 - 13;284;86
19/06/2019;13 - 14;427;153
19/06/2019;14 - 15;582;236
19/06/2019;15 - 16;701;294
19/06/2019;16 - 17;864;362
19/06/2019;17 - 18;1392;304
19/06/2019;18 - 19;1285;279
19/06/2019;19 - 20;874;289
19/06/2019;20 - 21;759;324
19/06/2019;21 - 22;701;294
19/06/2019;22 - 23;682;175
19/06/2019;23 - 00;733;102
20/06/2019;00 - 01;757;55
20/06/2019;01 - 02;434;56
20/06/2019;02 - 03;413;141
20/06/2019;03 - 04;424;74
20/06/2019;04 - 05;376;90
20/06/2019;05 - 06;288;75
20/06/2019;06 - 07;211;142
20/06/2019;07 - 08;158;109
20/06/2019;08 - 09;105;95
20/06/2019;09 - 10;135;102
20/06/2019;10 - 11;140;134
20/06/2019;11 - 12;288;129
20/06/2019;12 - 13;466;140
20/06/2019;13 - 14;668;166
20/06/2019;14 - 15;893;272
20/06/2019;15 - 16;1004;336
20/06/2019;16 - 17;798;409
20/06/2019;17 - 18;809;325
20/06/2019;18 - 19;1009;256
20/06/2019;19 - 20;682;147
20/06/2019;20 - 21;467;82
20/06/2019;21 - 22;381;64
20/06/2019;22 - 23;345;51
20/06/2019;23 - 00;346;45
21/06/2019;00 - 01;342;44
21/06/2019;01 - 02;292;41
21/06/2019;02 - 03;321;37
21/06/2019;03 - 04;323;45
21/06/2019;04 - 05;299;58
21/06/2019;05 - 06;263;73
21/06/2019;06 - 07;294;56
21/06/2019;07 - 08;213;42
21/06/2019;08 - 09;281;52
21/06/2019;09 - 10;327;51
21/06/2019;10 - 11;355;57
21/06/2019;11 - 12;388;58
21/06/2019;12 - 13;566;95
21/06/2019;13 - 14;775;107
21/06/2019;14 - 15;1012;121
21/06/2019;15 - 16;1129;129
21/06/2019;16 - 17;1241;155
21/06/2019;17 - 18;1404;185
21/06/2019;18 - 19;1269;249
21/06/2019;19 - 20;1198;299
21/06/2019;20 - 21;1015;264
21/06/2019;21 - 22;853;212
21/06/2019;22 - 23;826;233
21/06/2019;23 - 00;828;222
22/06/2019;00 - 01;841;159
22/06/2019;01 - 02;734;139
22/06/2019;02 - 03;774;138
22/06/2019;03 - 04;719;119
22/06/2019;04 - 05;733;99
22/06/2019;05 - 06;651;77
22/06/2019;06 - 07;549;76
22/06/2019;07 - 08;479;74
22/06/2019;08 - 09;490;57
22/06/2019;09 - 10;384;37
22/06/2019;10 - 11;446;28
22/06/2019;11 - 12;350;23
22/06/2019;12 - 13;268;22
22/06/2019;13 - 14;245;25
22/06/2019;14 - 15;244;22
22/06/2019;15 - 16;237;25
22/06/2019;16 - 17;235;26
22/06/2019;17 - 18;215;24
22/06/2019;18 - 19;210;22
22/06/2019;19 - 20;157;25
22/06/2019;20 - 21;161;23
22/06/2019;21 - 22;178;20
22/06/2019;22 - 23;218;21
22/06/2019;23 - 00;244;31
23/06/2019;00 - 01;261;43
23/06/2019;01 - 02;286;50
23/06/2019;02 - 03;252;61
23/06/2019;03 - 04;230;81
23/06/2019;04 - 05;203;108
23/06/2019;05 - 06;188;108
23/06/2019;06 - 07;145;117
23/06/2019;07 - 08;92;118
23/06/2019;08 - 09;83;108
23/06/2019;09 - 10;111;86
23/06/2019;10 - 11;84;80
23/06/2019;11 - 12;65;75
23/06/2019;12 - 13;62;75
23/06/2019;13 - 14;79;82
23/06/2019;14 - 15;105;88
23/06/2019;15 - 16;135;98
23/06/2019;16 - 17;188;103
23/06/2019;17 - 18;244;114
23/06/2019;18 - 19;239;114
23/06/2019;19 - 20;235;95
23/06/2019;20 - 21;226;101
23/06/2019;21 - 22;312;118
23/06/2019;22 - 23;490;118
23/06/2019;23 - 00;521;102
24/06/2019;00 - 01;551;97
24/06/2019;01 - 02;643;92
24/06/2019;02 - 03;686;93
24/06/2019;03 - 04;771;107
24/06/2019;04 - 05;886;119
24/06/2019;05 - 06;950;134
24/06/2019;06 - 07;919;110
24/06/2019;07 - 08;806;89
24/06/2019;08 - 09;836;79
24/06/2019;09 - 10;920;97
24/06/2019;10 - 11;939;118
24/06/2019;11 - 12;875;117
24/06/2019;12 - 13;706;89
24/06/2019;13 - 14;689;121
24/06/2019;14 - 15;844;154
24/06/2019;15 - 16;857;226
24/06/2019;16 - 17;872;317
24/06/2019;17 - 18;936;385
24/06/2019;18 - 19;960;476
24/06/2019;19 - 20;990;448
24/06/2019;20 - 21;924;391
24/06/2019;21 - 22;933;449
24/06/2019;22 - 23;1170;482
24/06/2019;23 - 00;1489;486
25/06/2019;00 - 01;1594;447
25/06/2019;01 - 02;1699;348
25/06/2019;02 - 03;1684;293
25/06/2019;03 - 04;1660;273
25/06/2019;04 - 05;1604;267
25/06/2019;05 - 06;1483;252
25/06/2019;06 - 07;1364;182
25/06/2019;07 - 08;1055;116
25/06/2019;08 - 09;790;91
25/06/2019;09 - 10;663;82
25/06/2019;10 - 11;593;68
25/06/2019;11 - 12;519;72
25/06/2019;12 - 13;478;92
25/06/2019;13 - 14;504;114
25/06/2019;14 - 15;528;165
25/06/2019;15 - 16;452;178
25/06/2019;16 - 17;326;170
25/06/2019;17 - 18;196;152
25/06/2019;18 - 19;162;134
25/06/2019;19 - 20;266;136
25/06/2019;20 - 21;385;164
25/06/2019;21 - 22;379;235
25/06/2019;22 - 23;337;306
25/06/2019;23 - 00;293;358
26/06/2019;00 - 01;277;365
26/06/2019;01 - 02;218;294
26/06/2019;02 - 03;178;218
26/06/2019;03 - 04;238;142
26/06/2019;04 - 05;267;99
26/06/2019;05 - 06;253;91
26/06/2019;06 - 07;314;71
26/06/2019;07 - 08;363;71
26/06/2019;08 - 09;551;58
26/06/2019;09 - 10;852;89
26/06/2019;10 - 11;1025;109
26/06/2019;11 - 12;1162;268
26/06/2019;12 - 13;1218;395
26/06/2019;13 - 14;1430;514
26/06/2019;14 - 15;1612;583
26/06/2019;15 - 16;1952;626
26/06/2019;16 - 17;2424;653
26/06/2019;17 - 18;2400;659
26/06/2019;18 - 19;2469;703
26/06/2019;19 - 20;2504;716
26/06/2019;20 - 21;2548;688
26/06/2019;21 - 22;2529;697
26/06/2019;22 - 23;2579;704
26/06/2019;23 - 00;2473;703
27/06/2019;00 - 01;2483;685
27/06/2019;01 - 02;2557;679
27/06/2019;02 - 03;2615;705
27/06/2019;03 - 04;2603;646
27/06/2019;04 - 05;2560;631
27/06/2019;05 - 06;2462;625
27/06/2019;06 - 07;2403;597
27/06/2019;07 - 08;2315;594
27/06/2019;08 - 09;2273;561
27/06/2019;09 - 10;2301;558
27/06/2019;10 - 11;2328;586
27/06/2019;11 - 12;2273;628
27/06/2019;12 - 13;1956;649
27/06/2019;13 - 14;1787;634
27/06/2019;14 - 15;1868;597
27/06/2019;15 - 16;1696;532
27/06/2019;16 - 17;1338;475
27/06/2019;17 - 18;1290;451
27/06/2019;18 - 19;1350;427
27/06/2019;19 - 20;1280;402
27/06/2019;20 - 21;1123;313
27/06/2019;21 - 22;868;314
27/06/2019;22 - 23;823;339
27/06/2019;23 - 00;835;343
28/06/2019;00 - 01;834;334
28/06/2019;01 - 02;763;320
28/06/2019;02 - 03;666;248
28/06/2019;03 - 04;634;185
28/06/2019;04 - 05;581;161
28/06/2019;05 - 06;593;152
28/06/2019;06 - 07;543;124
28/06/2019;07 - 08;460;84
28/06/2019;08 - 09;366;70
28/06/2019;09 - 10;277;73
28/06/2019;10 - 11;283;87
28/06/2019;11 - 12;260;96
28/06/2019;12 - 13;263;82
28/06/2019;13 - 14;348;91
28/06/2019;14 - 15;387;73
28/06/2019;15 - 16;393;58
28/06/2019;16 - 17;413;45
28/06/2019;17 - 18;491;40
28/06/2019;18 - 19;526;35
28/06/2019;19 - 20;479;35
28/06/2019;20 - 21;564;40
28/06/2019;21 - 22;606;53
28/06/2019;22 - 23;680;72
28/06/2019;23 - 00;681;92
29/06/2019;00 - 01;744;112
29/06/2019;01 - 02;812;88
29/06/2019;02 - 03;946;59
29/06/2019;03 - 04;1037;63
29/06/2019;04 - 05;1020;102
29/06/2019;05 - 06;951;126
29/06/2019;06 - 07;874;137
29/06/2019;07 - 08;863;141
29/06/2019;08 - 09;827;109
29/06/2019;09 - 10;796;117
29/06/2019;10 - 11;638;112
29/06/2019;11 - 12;646;110
29/06/2019;12 - 13;658;132
29/06/2019;13 - 14;601;138
29/06/2019;14 - 15;614;113
29/06/2019;15 - 16;543;117
29/06/2019;16 - 17;559;105
29/06/2019;17 - 18;610;75
29/06/2019;18 - 19;539;63
29/06/2019;19 - 20;396;45
29/06/2019;20 - 21;333;41
29/06/2019;21 - 22;351;40
29/06/2019;22 - 23;373;40
29/06/2019;23 - 00;391;46
30/06/2019;00 - 01;417;52
30/06/2019;01 - 02;426;69
30/06/2019;02 - 03;544;86
30/06/2019;03 - 04;718;110
30/06/2019;04 - 05;924;146
30/06/2019;05 - 06;1208;202
30/06/2019;06 - 07;1365;201
30/06/2019;07 - 08;1278;239
30/06/2019;08 - 09;1166;298
30/06/2019;09 - 10;1208;331
30/06/2019;10 - 11;1542;441
30/06/2019;11 - 12;1959;496
30/06/2019;12 - 13;2245;571
30/06/2019;13 - 14;2596;661
30/06/2019;14 - 15;2445;715
30/06/2019;15 - 16;2010;739
30/06/2019;16 - 17;2642;833
30/06/2019;17 - 18;2758;836
30/06/2019;18 - 19;2424;757
30/06/2019;19 - 20;2392;615
30/06/2019;20 - 21;2258;573
30/06/2019;21 - 22;2068;618
30/06/2019;22 - 23;1912;575
30/06/2019;23 - 00;1602;455
01/07/2019;00 - 01;1807;508
01/07/2019;01 - 02;1915;531
01/07/2019;02 - 03;1944;488
01/07/2019;03 - 04;2033;412
01/07/2019;04 - 05;2011;344
01/07/2019;05 - 06;2002;404
01/07/2019;06 - 07;1681;481
01/07/2019;07 - 08;1682;518
01/07/2019;08 - 09;1899;569
01/07/2019;09 - 10;2140;573
01/07/2019;10 - 11;2340;544
01/07/2019;11 - 12;2551;439
01/07/2019;12 - 13;2559;382
01/07/2019;13 - 14;2764;498
01/07/2019;14 - 15;2781;702
01/07/2019;15 - 16;2776;706
01/07/2019;16 - 17;2738;786
01/07/2019;17 - 18;3024;727
01/07/2019;18 - 19;2774;796
01/07/2019;19 - 20;2714;825
01/07/2019;20 - 21;2665;819
01/07/2019;21 - 22;2630;788
01/07/2019;22 - 23;2574;784
01/07/2019;23 - 00;2605;767
02/07/2019;00 - 01;2774;822
02/07/2019;01 - 02;2750;847
02/07/2019;02 - 03;2793;847
02/07/2019;03 - 04;2858;848
02/07/2019;04 - 05;2832;849
02/07/2019;05 - 06;2813;845
02/07/2019;06 - 07;2881;855
02/07/2019;07 - 08;3039;832
02/07/2019;08 - 09;2995;815
02/07/2019;09 - 10;2977;846
02/07/2019;10 - 11;2685;907
02/07/2019;11 - 12;2716;904
02/07/2019;12 - 13;2638;722
02/07/2019;13 - 14;2519;768
02/07/2019;14 - 15;2717;767
02/07/2019;15 - 16;2625;882
02/07/2019;16 - 17;2792;900
02/07/2019;17 - 18;2873;876
02/07/2019;18 - 19;2861;871
02/07/2019;19 - 20;2772;797
02/07/2019;20 - 21;2536;769
02/07/2019;21 - 22;2259;746
02/07/2019;22 - 23;2094;764
02/07/2019;23 - 00;1850;735
03/07/2019;00 - 01;1907;644
03/07/2019;01 - 02;1815;488
03/07/2019;02 - 03;1632;440
03/07/2019;03 - 04;1707;514
03/07/2019;04 - 05;1609;503
03/07/2019;05 - 06;1456;489
03/07/2019;06 - 07;1529;506
03/07/2019;07 - 08;1803;444
03/07/2019;08 - 09;2026;428
03/07/2019;09 - 10;2166;454
03/07/2019;10 - 11;2150;422
03/07/2019;11 - 12;2190;549
03/07/2019;12 - 13;2287;546
03/07/2019;13 - 14;2406;481
03/07/2019;14 - 15;2415;507
03/07/2019;15 - 16;2407;484
03/07/2019;16 - 17;2256;494
03/07/2019;17 - 18;2564;443
03/07/2019;18 - 19;2617;498
03/07/2019;19 - 20;2555;602
03/07/2019;20 - 21;2409;681
03/07/2019;21 - 22;2377;684
03/07/2019;22 - 23;2265;702
03/07/2019;23 - 00;2304;622
04/07/2019;00 - 01;2300;651
04/07/2019;01 - 02;2112;561
04/07/2019;02 - 03;2026;504
04/07/2019;03 - 04;1903;470
04/07/2019;04 - 05;1705;504
04/07/2019;05 - 06;1752;539
04/07/2019;06 - 07;2036;570
04/07/2019;07 - 08;2426;601
04/07/2019;08 - 09;2676;668
04/07/2019;09 - 10;2649;710
04/07/2019;10 - 11;2844;765
04/07/2019;11 - 12;3096;839
04/07/2019;12 - 13;3072;824
04/07/2019;13 - 14;2983;863
04/07/2019;14 - 15;2899;886
04/07/2019;15 - 16;2854;918
04/07/2019;16 - 17;3156;922
04/07/2019;17 - 18;3105;916
04/07/2019;18 - 19;2673;872
04/07/2019;19 - 20;2711;863
04/07/2019;20 - 21;2548;782
04/07/2019;21 - 22;2661;881
04/07/2019;22 - 23;2562;870
04/07/2019;23 - 00;2598;876
05/07/2019;00 - 01;2689;875
05/07/2019;01 - 02;2480;801
05/07/2019;02 - 03;2220;794
05/07/2019;03 - 04;1877;761
05/07/2019;04 - 05;1525;734
05/07/2019;05 - 06;1129;653
05/07/2019;06 - 07;726;627
05/07/2019;07 - 08;569;567
05/07/2019;08 - 09;534;497
05/07/2019;09 - 10;431;397
05/07/2019;10 - 11;379;293
05/07/2019;11 - 12;499;245
05/07/2019;12 - 13;561;234
05/07/2019;13 - 14;706;234
05/07/2019;14 - 15;888;246
05/07/2019;15 - 16;1075;307
05/07/2019;16 - 17;1023;407
05/07/2019;17 - 18;953;442
05/07/2019;18 - 19;1144;475
05/07/2019;19 - 20;1276;472
05/07/2019;20 - 21;1229;450
05/07/2019;21 - 22;1143;398
05/07/2019;22 - 23;1034;365
05/07/2019;23 - 00;1104;334
06/07/2019;00 - 01;1140;275
06/07/2019;01 - 02;988;253
06/07/2019;02 - 03;934;185
06/07/2019;03 - 04;805;167
06/07/2019;04 - 05;772;140
06/07/2019;05 - 06;960;124
06/07/2019;06 - 07;1094;76
06/07/2019;07 - 08;1135;78
06/07/2019;08 - 09;1191;186
06/07/2019;09 - 10;1236;208
06/07/2019;10 - 11;1697;267
06/07/2019;11 - 12;2296;424
06/07/2019;12 - 13;2525;647
06/07/2019;13 - 14;2558;724
06/07/2019;14 - 15;2421;754
06/07/2019;15 - 16;2965;746
06/07/2019;16 - 17;3316;863
06/07/2019;17 - 18;3418;934
06/07/2019;18 - 19;3439;949
06/07/2019;19 - 20;3242;924
06/07/2019;20 - 21;3066;925
06/07/2019;21 - 22;2859;920
06/07/2019;22 - 23;2665;919
06/07/2019;23 - 00;2534;879
07/07/2019;00 - 01;2591;885
07/07/2019;01 - 02;2493;883
07/07/2019;02 - 03;2440;862
07/07/2019;03 - 04;2385;819
07/07/2019;04 - 05;2331;780
07/07/2019;05 - 06;2166;744
07/07/2019;06 - 07;2138;729
07/07/2019;07 - 08;2157;698
07/07/2019;08 - 09;2119;735
07/07/2019;09 - 10;2036;716
07/07/2019;10 - 11;2112;703
07/07/2019;11 - 12;2094;720
07/07/2019;12 - 13;2059;709
07/07/2019;13 - 14;2246;685
07/07/2019;14 - 15;2195;685
07/07/2019;15 - 16;2268;659
07/07/2019;16 - 17;2276;636
07/07/2019;17 - 18;2179;657
07/07/2019;18 - 19;2014;700
07/07/2019;19 - 20;1887;679
07/07/2019;20 - 21;1689;608
07/07/2019;21 - 22;1436;554
07/07/2019;22 - 23;1206;495
07/07/2019;23 - 00;1207;481
08/07/2019;00 - 01;1171;476
08/07/2019;01 - 02;1108;437
08/07/2019;02 - 03;1071;444
08/07/2019;03 - 04;991;439
08/07/2019;04 - 05;975;407
08/07/2019;05 - 06;937;423
08/07/2019;06 - 07;853;426
08/07/2019;07 - 08;910;451
08/07/2019;08 - 09;981;435
08/07/2019;09 - 10;976;393
08/07/2019;10 - 11;952;391
08/07/2019;11 - 12;995;408
08/07/2019;12 - 13;918;442
08/07/2019;13 - 14;893;350
08/07/2019;14 - 15;913;331
08/07/2019;15 - 16;985;394
08/07/2019;16 - 17;1039;441
08/07/2019;17 - 18;1305;441
08/07/2019;18 - 19;1317;483
08/07/2019;19 - 20;1003;468
08/07/2019;20 - 21;962;416
08/07/2019;21 - 22;984;354
08/07/2019;22 - 23;1045;314
08/07/2019;23 - 00;1158;316
09/07/2019;00 - 01;1429;365
09/07/2019;01 - 02;1393;357
09/07/2019;02 - 03;1352;366
09/07/2019;03 - 04;1335;364
09/07/2019;04 - 05;1256;354
09/07/2019;05 - 06;1150;365
09/07/2019;06 - 07;1088;299
09/07/2019;07 - 08;1137;304
09/07/2019;08 - 09;1180;369
09/07/2019;09 - 10;1044;330
09/07/2019;10 - 11;1001;318
09/07/2019;11 - 12;938;337
09/07/2019;12 - 13;728;276
09/07/2019;13 - 14;829;323
09/07/2019;14 - 15;814;372
09/07/2019;15 - 16;641;357
09/07/2019;16 - 17;653;360
09/07/2019;17 - 18;822;439
09/07/2019;18 - 19;1164;475
09/07/2019;19 - 20;1226;461
09/07/2019;20 - 21;1172;504
09/07/2019;21 - 22;1014;537
09/07/2019;22 - 23;961;566
09/07/2019;23 - 00;906;507
10/07/2019;00 - 01;837;393
10/07/2019;01 - 02;812;316
10/07/2019;02 - 03;761;254
10/07/2019;03 - 04;746;168
10/07/2019;04 - 05;854;144
10/07/2019;05 - 06;833;152
10/07/2019;06 - 07;698;161
10/07/2019;07 - 08;732;144
10/07/2019;08 - 09;772;130
10/07/2019;09 - 10;753;118
10/07/2019;10 - 11;748;125
10/07/2019;11 - 12;759;192
10/07/2019;12 - 13;834;284
10/07/2019;13 - 14;885;325
10/07/2019;14 - 15;902;362
10/07/2019;15 - 16;933;349
10/07/2019;16 - 17;939;325
10/07/2019;17 - 18;897;325
10/07/2019;18 - 19;822;309
10/07/2019;19 - 20;714;299
10/07/2019;20 - 21;570;317
10/07/2019;21 - 22;471;300
10/07/2019;22 - 23;381;267
10/07/2019;23 - 00;329;235
11/07/2019;00 - 01;240;150
11/07/2019;01 - 02;170;113
11/07/2019;02 - 03;119;79
11/07/2019;03 - 04;111;55
11/07/2019;04 - 05;116;36
11/07/2019;05 - 06;122;19
11/07/2019;06 - 07;123;14
11/07/2019;07 - 08;122;13
11/07/2019;08 - 09;118;12
11/07/2019;09 - 10;119;12
11/07/2019;10 - 11;122;14
11/07/2019;11 - 12;124;19
11/07/2019;12 - 13;108;22
11/07/2019;13 - 14;105;28
11/07/2019;14 - 15;98;31
11/07/2019;15 - 16;96;28
11/07/2019;16 - 17;94;24
11/07/2019;17 - 18;68;24
11/07/2019;18 - 19;37;22
11/07/2019;19 - 20;20;18
11/07/2019;20 - 21;19;16
11/07/2019;21 - 22;14;14
11/07/2019;22 - 23;11;14
11/07/2019;23 - 00;8;13
12/07/2019;00 - 01;4;13
12/07/2019;01 - 02;1;13
12/07/2019;02 - 03;0;13
12/07/2019;03 - 04;0;16
12/07/2019;04 - 05;1;15
12/07/2019;05 - 06;3;22
12/07/2019;06 - 07;4;23
12/07/2019;07 - 08;2;16
12/07/2019;08 - 09;2;14
12/07/2019;09 - 10;0;15
12/07/2019;10 - 11;1;16
12/07/2019;11 - 12;3;17
12/07/2019;12 - 13;11;26
12/07/2019;13 - 14;32;31
12/07/2019;14 - 15;89;40
12/07/2019;15 - 16;110;52
12/07/2019;16 - 17;158;61
12/07/2019;17 - 18;176;50
12/07/2019;18 - 19;149;29
12/07/2019;19 - 20;135;24
12/07/2019;20 - 21;141;17
12/07/2019;21 - 22;162;32
12/07/2019;22 - 23;208;47
12/07/2019;23 - 00;229;53
13/07/2019;00 - 01;245;45
13/07/2019;01 - 02;227;26
13/07/2019;02 - 03;263;16
13/07/2019;03 - 04;311;15
13/07/2019;04 - 05;370;13
13/07/2019;05 - 06;386;14
13/07/2019;06 - 07;352;14
13/07/2019;07 - 08;385;13
13/07/2019;08 - 09;427;14
13/07/2019;09 - 10;394;16
13/07/2019;10 - 11;390;23
13/07/2019;11 - 12;401;31
13/07/2019;12 - 13;442;52
13/07/2019;13 - 14;548;77
13/07/2019;14 - 15;678;91
13/07/2019;15 - 16;781;159
13/07/2019;16 - 17;836;169
13/07/2019;17 - 18;989;219
13/07/2019;18 - 19;1090;240
13/07/2019;19 - 20;1063;251
13/07/2019;20 - 21;934;245
13/07/2019;21 - 22;853;275
13/07/2019;22 - 23;771;300
13/07/2019;23 - 00;713;340
14/07/2019;00 - 01;698;316
14/07/2019;01 - 02;650;291
14/07/2019;02 - 03;568;221
14/07/2019;03 - 04;528;127
14/07/2019;04 - 05;520;81
14/07/2019;05 - 06;464;59
14/07/2019;06 - 07;438;37
14/07/2019;07 - 08;377;28
14/07/2019;08 - 09;291;20
14/07/2019;09 - 10;267;15
14/07/2019;10 - 11;315;19
14/07/2019;11 - 12;324;25
14/07/2019;12 - 13;283;37
14/07/2019;13 - 14;382;62
14/07/2019;14 - 15;454;95
14/07/2019;15 - 16;493;108
14/07/2019;16 - 17;677;101
14/07/2019;17 - 18;864;100
14/07/2019;18 - 19;1143;113
14/07/2019;19 - 20;1154;125
14/07/2019;20 - 21;1106;91
14/07/2019;21 - 22;1085;67
14/07/2019;22 - 23;1040;74
14/07/2019;23 - 00;1033;94
15/07/2019;00 - 01;1069;135
15/07/2019;01 - 02;1116;128
15/07/2019;02 - 03;1141;144
15/07/2019;03 - 04;1149;118
15/07/2019;04 - 05;1159;122
15/07/2019;05 - 06;1166;151
15/07/2019;06 - 07;1177;149
15/07/2019;07 - 08;862;152
15/07/2019;08 - 09;701;154
15/07/2019;09 - 10;909;229
15/07/2019;10 - 11;644;293
15/07/2019;11 - 12;844;348
15/07/2019;12 - 13;764;358
15/07/2019;13 - 14;601;394
15/07/2019;14 - 15;884;445
15/07/2019;15 - 16;703;464
15/07/2019;16 - 17;729;470
15/07/2019;17 - 18;617;463
15/07/2019;18 - 19;630;429
15/07/2019;19 - 20;655;391
15/07/2019;20 - 21;683;349
15/07/2019;21 - 22;582;309
15/07/2019;22 - 23;583;353
15/07/2019;23 - 00;734;364
16/07/2019;00 - 01;943;442
16/07/2019;01 - 02;1064;444
16/07/2019;02 - 03;1000;352
16/07/2019;03 - 04;1033;273
16/07/2019;04 - 05;1114;232
16/07/2019;05 - 06;1083;242
16/07/2019;06 - 07;781;174
16/07/2019;07 - 08;746;165
16/07/2019;08 - 09;615;173
16/07/2019;09 - 10;739;246
16/07/2019;10 - 11;697;225
16/07/2019;11 - 12;583;253
16/07/2019;12 - 13;425;185
16/07/2019;13 - 14;407;171
16/07/2019;14 - 15;479;168
16/07/2019;15 - 16;566;177
16/07/2019;16 - 17;644;184
16/07/2019;17 - 18;815;170
16/07/2019;18 - 19;776;188
16/07/2019;19 - 20;640;208
16/07/2019;20 - 21;579;120
16/07/2019;21 - 22;503;153
16/07/2019;22 - 23;481;236
16/07/2019;23 - 00;418;262
17/07/2019;00 - 01;337;218
17/07/2019;01 - 02;262;203
17/07/2019;02 - 03;180;145
17/07/2019;03 - 04;154;129
17/07/2019;04 - 05;130;112
17/07/2019;05 - 06;98;104
17/07/2019;06 - 07;92;79
17/07/2019;07 - 08;68;46
17/07/2019;08 - 09;40;28
17/07/2019;09 - 10;27;19
17/07/2019;10 - 11;18;19
17/07/2019;11 - 12;20;37
17/07/2019;12 - 13;37;64
17/07/2019;13 - 14;36;75
17/07/2019;14 - 15;29;88
17/07/2019;15 - 16;52;87
17/07/2019;16 - 17;78;73
17/07/2019;17 - 18;134;55
17/07/2019;18 - 19;187;31
17/07/2019;19 - 20;164;24
17/07/2019;20 - 21;90;20
17/07/2019;21 - 22;51;18
17/07/2019;22 - 23;46;18
17/07/2019;23 - 00;38;18
18/07/2019;00 - 01;47;17
18/07/2019;01 - 02;41;15
18/07/2019;02 - 03;27;12
18/07/2019;03 - 04;29;12
18/07/2019;04 - 05;40;12
18/07/2019;05 - 06;69;12
18/07/2019;06 - 07;103;12
18/07/2019;07 - 08;129;13
18/07/2019;08 - 09;147;13
18/07/2019;09 - 10;130;19
18/07/2019;10 - 11;131;27
18/07/2019;11 - 12;151;36
18/07/2019;12 - 13;190;46
18/07/2019;13 - 14;235;54
18/07/2019;14 - 15;318;64
18/07/2019;15 - 16;429;75
18/07/2019;16 - 17;494;95
18/07/2019;17 - 18;512;119
18/07/2019;18 - 19;404;130
18/07/2019;19 - 20;357;150
18/07/2019;20 - 21;294;163
18/07/2019;21 - 22;236;207
18/07/2019;22 - 23;291;268
18/07/2019;23 - 00;349;316
19/07/2019;00 - 01;367;380
19/07/2019;01 - 02;350;378
19/07/2019;02 - 03;309;343
19/07/2019;03 - 04;212;316
19/07/2019;04 - 05;148;260
19/07/2019;05 - 06;135;192
19/07/2019;06 - 07;89;121
19/07/2019;07 - 08;70;65
19/07/2019;08 - 09;65;48
19/07/2019;09 - 10;64;80
19/07/2019;10 - 11;51;87
19/07/2019;11 - 12;33;138
19/07/2019;12 - 13;62;143
19/07/2019;13 - 14;118;124
19/07/2019;14 - 15;169;108
19/07/2019;15 - 16;170;78
19/07/2019;16 - 17;229;74
19/07/2019;17 - 18;239;67
19/07/2019;18 - 19;187;62
19/07/2019;19 - 20;143;49
19/07/2019;20 - 21;84;39
19/07/2019;21 - 22;50;32
19/07/2019;22 - 23;50;37
19/07/2019;23 - 00;66;29
