date;Hours;SYS;SE1;SE2;SE3;SE4;FI;DK1;DK2;Oslo;Kr.sand;Bergen;Molde;Tr.heim;Tromsø;EE;LV;LT;AT;BE;DE-LU;FR;NL
23/02/2020;14 - 15;8,85;8,83;8,83;8,83;8,83;11,25;8,83;8,83;8,83;8,83;8,83;8,83;8,83;8,83;11,25;11,25;11,25;10,24;13,95;9,05;12,08;23
23/02/2020;15 - 16;8,71;8,71;8,71;8,71;8,71;8,84;8,71;8,71;8,71;8,71;8,71;8,71;8,71;8,71;8,84;8,84;8,84;9,72;12,71;8,71;11,53;20,1
23/02/2020;16 - 17;8,81;8,75;8,75;8,75;8,75;15,74;8,51;8,75;8,75;8,75;8,75;8,75;8,75;8,75;34,01;34,01;34,01;22,06;12,96;8,51;11,58;22
23/02/2020;17 - 18;9,5;10;10;10;10;15,66;10;10;10;9;10;10;10;10;34,08;34,08;34,08;12,58;19,85;10,25;15,98;28
23/02/2020;18 - 19;10,06;10,62;10,62;10,62;10,62;10,62;10,62;10,62;10,46;8,99;10,46;10,62;10,62;10,62;34,08;34,08;34,08;18,86;28,56;15,77;23,28;32,4
23/02/2020;19 - 20;9,49;10,04;10,04;10,04;10,04;10,04;10,04;10,04;10,04;8,98;10,04;10,04;10,04;10,04;17,67;17,67;17,67;18,44;44,22;10,25;30,11;44,22
23/02/2020;20 - 21;8,79;8,81;8,81;8,81;8,81;8,81;8,6;8,81;8,81;8,74;8,81;8,81;8,81;8,81;8,81;8,81;8,81;16,18;40,1;8,6;26,94;40,1
23/02/2020;21 - 22;8,56;8,54;8,54;8,54;8,54;8,54;8,34;8,54;8,54;8,54;8,54;8,54;8,54;8,54;8,54;8,54;8,54;13,62;30,25;8,34;21,09;30,25
23/02/2020;22 - 23;8,74;8,73;8,73;8,73;8,73;8,73;8,93;8,73;8,73;8,73;8,73;8,73;8,73;8,73;8,73;8,73;8,73;15,9;40,82;8,94;27,85;31,8
23/02/2020;23 - 00;8,21;8,18;8,18;8,18;8,18;8,18;8,18;8,18;8,18;8,18;8,18;8,18;8,18;8,18;8,18;8,18;8,18;15,37;40,95;8,18;27,19;40,78
24/02/2020;00 - 01;7,44;6,32;6,32;6,32;6,32;6,32;-0,08;6,32;8,16;8,16;8,16;7,62;7,62;7,62;6,32;6,32;6,32;6,58;45,02;-0,08;20,01;29,9
24/02/2020;01 - 02;7,55;7,23;7,23;7,23;7,23;7,23;0,09;7,23;7,71;7,71;7,71;7,45;7,45;7,45;7,23;7,23;7,23;6,99;36,64;0,09;18,73;36,64
24/02/2020;02 - 03;7,72;7,05;7,05;7,05;7,05;7,05;1,28;7,05;7,92;7,92;7,92;7,46;7,46;7,46;7,05;7,05;7,05;7,54;34,4;1,28;18,17;34,4
24/02/2020;03 - 04;8,82;8,69;8,69;8,69;8,69;8,69;5,38;8,69;8,69;8,69;8,69;8,69;8,69;8,69;8,69;8,69;8,69;9,19;22,36;5,38;15,02;27,1
24/02/2020;04 - 05;9,41;9,36;9,36;9,36;9,36;9,36;18,44;9,36;9,36;9,32;9,36;9,36;9,36;9,36;9,36;9,36;9,36;18,66;19,27;18,44;18,96;20
24/02/2020;05 - 06;10,19;10,41;10,41;10,41;10,41;10,41;10,41;10,41;10,41;9,59;10,41;10,41;10,41;10,41;10,41;10,41;10,41;26,61;26,61;26,61;26,61;26,61
24/02/2020;06 - 07;10,98;10,94;10,94;27,04;27,04;27,04;27,04;27,04;10,65;9,62;10,65;10,94;10,94;10,94;27,04;27,04;27,04;35,91;35,91;35,91;35,91;35,91
24/02/2020;07 - 08;11,49;10,74;10,74;43;43;43;43;43;10,85;9,7;10,85;10,74;10,74;10,74;43;43;43;43;43;43;43;43
24/02/2020;08 - 09;12,67;10,88;10,88;47,53;47,53;47,53;47,53;47,53;10,92;9,81;10,92;10,88;10,88;10,88;47,53;47,53;47,53;47,96;45,26;47,96;42,87;47,53
24/02/2020;09 - 10;11,84;10,98;10,98;45,71;45,71;45,71;45,71;45,71;10,86;9,66;10,86;10,98;10,98;10,98;45,71;45,71;45,71;46,42;43;46,42;39,96;45,71
24/02/2020;10 - 11;11,73;11,03;11,03;44,38;44,38;44,38;44,38;44,38;10,73;9,62;10,73;11,03;11,03;11,03;44,38;44,38;44,38;45,27;40,37;45,27;36,01;44,26
24/02/2020;11 - 12;11,6;11,04;11,04;44,05;44,05;44,05;44,05;44,05;10,61;9,58;10,61;11,04;11,04;11,04;44,05;44,05;44,05;45,1;39,21;45,1;33,91;43,87
24/02/2020;12 - 13;11,36;11,02;11,02;41,27;41,27;41,27;41,27;41,27;10,49;9,55;10,49;11,02;11,02;11,02;41,27;41,27;41,27;42,28;35,76;42,28;29,86;40,87
24/02/2020;13 - 14;11,31;11,18;11,18;40,04;40,04;40,04;40,04;40,04;10,22;9,54;10,22;11,18;11,18;11,18;40,04;40,04;40,04;40,2;33,41;40,2;27,22;38,73
24/02/2020;14 - 15;11,38;11,42;11,42;38,41;38,41;38,41;38,41;38,41;10,24;9,52;10,24;11,42;11,42;11,42;38,41;38,41;38,41;38,41;32,02;38,41;26,24;37,04
24/02/2020;15 - 16;11,44;11,57;11,57;35,98;35,98;35,98;35,98;35,98;10,42;9,52;10,42;11,57;11,57;11,57;35,98;35,98;35,98;35,98;28,14;35,98;21,05;34,3
24/02/2020;16 - 17;11,42;11,82;11,82;32,07;32,07;32,07;32,07;32,07;10,59;9,5;10,59;11,82;11,82;11,82;32,07;32,07;32,07;34,96;26,97;32,07;22,58;30,94
24/02/2020;17 - 18;11,82;12,11;12,11;40,04;40,04;40,04;31;40,04;10,67;9,5;10,67;12,11;12,11;12,11;40,04;40,04;40,04;35,82;29,21;31;27,82;30,65
24/02/2020;18 - 19;12,65;13,75;13,75;36,1;36,1;36,1;36,1;36,1;10,73;9,48;10,73;13,75;13,75;13,75;36,1;36,1;36,1;36,1;36,1;36,1;36,1;36,1
24/02/2020;19 - 20;12,31;13,76;13,76;35,08;35,08;35,08;35,08;35,08;10,69;9,45;10,69;13,76;13,76;13,76;35,08;35,08;35,08;35,83;35,11;35,08;35,16;35,08
24/02/2020;20 - 21;11,57;13,53;13,53;28,62;28,62;28,62;28,62;28,62;10,62;9,39;10,62;13,53;13,53;13,53;35,1;35,1;35,1;34,08;28,76;28,62;29,13;28,62
24/02/2020;21 - 22;11,46;13,82;13,82;21,68;21,68;21,68;21,68;21,68;10,41;9,37;10,41;13,82;13,82;13,82;21,68;21,68;21,68;33,93;23,91;21,68;23,91;25,19
24/02/2020;22 - 23;11,01;14,4;14,4;15,99;15,99;15,99;15,99;15,99;9,63;9,29;9,63;14,4;14,4;14,4;22,31;22,31;22,31;33,96;24,6;16,38;22,86;24,6
24/02/2020;23 - 00;9,83;10,87;10,87;10,87;10,87;12,07;10,48;10,87;9,22;9,22;9,22;10,87;10,87;10,87;12,07;12,07;12,07;28,04;24,92;10,48;24,92;23,3
25/02/2020;00 - 01;9,82;10,95;10,95;10,95;10,95;12,62;9,92;10,95;9,49;9,31;9,49;10,95;10,95;10,95;26,77;26,77;26,77;12,49;22,4;9,92;16,55;22,4
25/02/2020;01 - 02;9,53;10,16;10,16;10,16;10,16;16,2;8,22;10,16;9,27;9,1;9,27;10,16;10,16;10,16;27,01;27,01;27,01;10,87;20,97;8,22;15;22,3
25/02/2020;02 - 03;9,39;10,02;10,02;10,02;10,02;18,01;7,09;10,02;9,16;8,66;9,16;10,02;10,02;10,02;27,01;27,01;27,01;9,86;20,13;7,09;14,12;22,03
25/02/2020;03 - 04;9,53;9,97;9,97;9,97;9,97;25,59;7,03;9,97;9,18;9,1;9,18;9,97;9,97;9,97;36,08;36,08;36,08;9,1;18,84;7,03;12,71;20
25/02/2020;04 - 05;9,81;9,99;9,99;9,99;9,99;36,77;9,52;9,99;9,44;9,31;9,44;9,99;9,99;9,99;36,77;36,77;36,77;10,78;16,61;9,52;12,97;17,05
25/02/2020;05 - 06;10,61;11,53;11,53;11,53;11,53;46,77;11,53;11,53;10,05;9,57;10,05;11,53;11,53;11,53;46,77;46,77;46,77;13,51;19,81;11,62;16,3;22,92
25/02/2020;06 - 07;12,06;14,89;14,89;14,89;14,89;48,09;14,89;14,89;10,41;9,69;10,41;14,89;14,89;14,89;48,09;48,09;48,09;25,84;25,84;25,84;25,84;25,84
25/02/2020;07 - 08;13,57;19,47;19,47;24,63;24,63;54,77;24,63;24,63;10,56;9,71;10,56;19,47;19,47;19,47;54,77;54,77;54,77;33,9;31,85;31,66;31,99;31,85
25/02/2020;08 - 09;13,83;21,64;21,64;31,91;31,91;48,82;31,91;31,91;10,66;9,75;10,66;21,64;21,64;21,64;48,82;48,82;48,82;36,95;39,45;32,69;37;39,45
25/02/2020;09 - 10;13,57;19,32;19,32;29,95;29,95;55,95;29,95;29,95;10,59;9,75;10,59;19,32;19,32;19,32;55,95;46,69;46,69;36;35,7;30,69;33,61;35,7
25/02/2020;10 - 11;13;16,27;16,27;20,05;20,05;44,54;20,05;20,05;10,53;9,75;10,53;16,27;16,27;16,27;44,54;44,54;44,54;36,78;27,5;26,68;31,7;27,5
25/02/2020;11 - 12;12,66;16,2;16,2;19,89;19,89;36,24;19,89;19,89;10,46;9,77;10,46;16,2;16,2;16,2;36,24;36,24;36,24;36,94;28,18;27,7;29,05;27,79
25/02/2020;12 - 13;12,22;15,28;15,28;15,28;15,28;43,91;15,28;15,28;10,41;9,77;10,41;15,28;15,28;15,28;43,91;43,91;43,91;35,97;26,75;26,3;27,46;26,59
25/02/2020;13 - 14;11,93;14,81;14,81;14,81;14,81;37,06;14,81;14,81;10,38;9,78;10,38;14,81;14,81;14,81;37,06;37,06;37,06;35,98;25,56;25,09;26,51;25,09
25/02/2020;14 - 15;11,93;13,87;13,87;13,87;13,87;43,99;13,87;13,87;10,37;9,8;10,37;13,87;13,87;13,87;43,99;43,99;43,99;36,32;24,51;23,44;25,35;24,51
25/02/2020;15 - 16;11,86;13,52;13,52;13,52;13,52;43,96;13,52;13,52;10,38;9,81;10,38;13,52;13,52;13,52;43,96;43,96;43,96;36;25,53;23,56;25,53;25,96
25/02/2020;16 - 17;11,94;13,44;13,44;13,44;13,44;44,12;13,44;13,44;10,43;9,84;10,43;13,44;13,44;13,44;44,12;44,12;44,12;35,95;27;25,8;27;27
25/02/2020;17 - 18;13,12;16,44;16,44;23,28;23,28;58,11;23,28;23,28;10,46;9,84;10,46;16,44;16,44;16,44;58,11;58,11;58,11;35,75;29,71;28,46;29,71;31,11
25/02/2020;18 - 19;12,99;15,46;15,46;23,72;23,72;58,04;23,72;23,72;10,44;9,84;10,44;15,46;15,46;15,46;58,04;55,49;55,49;36,97;36,02;35,97;36,02;36,02
25/02/2020;19 - 20;12,27;14,53;14,53;14,53;14,53;43,93;14,53;14,53;10,4;9,83;10,4;14,53;14,53;14,53;43,93;43,93;43,93;39,68;40,26;39,49;39,94;40,53
25/02/2020;20 - 21;11,72;13,54;13,54;13,54;13,54;35,05;13,54;13,54;10,38;9,8;10,38;13,54;13,54;13,54;35,05;35,05;35,05;35,21;35,21;35,21;35,21;35,21
25/02/2020;21 - 22;11,65;13,78;13,78;13,78;13,78;36,72;13,78;13,78;10,28;9,8;10,28;13,78;13,78;13,78;36,72;36,72;36,72;30,1;30,1;30,1;30,1;30,1
25/02/2020;22 - 23;11,18;13,23;13,23;13,23;13,23;23,01;13,23;13,23;10,07;9,71;10,07;13,23;13,23;13,23;23,01;23,01;22,5;29,9;29,9;29,9;29,9;29,9
25/02/2020;23 - 00;10,7;12,32;12,32;12,32;12,32;18,01;12,32;12,32;9,61;9,61;9,61;12,32;12,32;12,32;18,01;18,01;18,01;26,46;26,46;26,46;26,46;26,46
26/02/2020;00 - 01;11,22;13,22;13,22;13,22;13,22;26,76;13,22;13,22;9,9;9,9;9,9;13,22;13,22;13,22;26,76;26,76;26,76;25,56;25,56;25,56;25,56;25,56
26/02/2020;01 - 02;10,92;13,05;13,05;13,05;13,05;25,23;13,05;13,05;9,84;9,84;9,84;13,05;13,05;13,05;25,23;25,23;25,23;25,2;25,2;25,2;25,2;25,2
26/02/2020;02 - 03;10,81;12,94;12,94;12,94;12,94;20,2;12,94;12,94;9,82;9,82;9,82;12,94;12,94;12,94;20,2;20,2;20,2;24,35;24,35;24,35;24,35;24,35
26/02/2020;03 - 04;10,89;13,01;13,01;13,01;13,01;19,61;13,01;13,01;9,84;9,84;9,84;13,01;13,01;13,01;19,61;19,61;19,61;23,53;23,53;23,53;23,53;23,53
26/02/2020;04 - 05;11,2;13,33;13,33;13,33;13,33;21,47;13,33;13,33;9,89;9,89;9,89;13,33;13,33;13,33;27,01;27,01;27,01;24,08;24,08;24,08;24,08;24,08
26/02/2020;05 - 06;11,94;14,24;14,24;14,24;14,24;43,94;14,24;14,24;10,06;10,02;10,06;14,24;14,24;14,24;38,4;38,4;38,4;25,01;25,01;25,01;25,01;25,01
26/02/2020;06 - 07;13,43;18,92;18,92;29,75;30,5;46,5;30,5;30,5;10,39;10,08;10,39;18,92;18,92;18,92;46,5;46,5;46,5;31,24;31,24;31,24;31,24;31,24
26/02/2020;07 - 08;14,89;21,25;21,25;37,09;37,09;53,15;36,34;37,09;10,56;10,45;10,56;21,25;21,25;21,25;53,15;53,15;53,15;36,34;35,38;36,34;34,54;36,15
26/02/2020;08 - 09;18,87;22,19;22,19;37,64;37,64;56,7;37,64;37,64;10,85;10,85;10,85;22,19;22,19;22,19;56,7;56,7;56,7;37,64;37,64;37,64;37,64;37,64
26/02/2020;09 - 10;17,38;21,31;21,31;37,01;37,01;50,34;37,01;37,01;10,75;10,75;10,75;21,31;21,31;21,31;50,34;50,34;50,34;37,01;37,01;37,01;37,01;37,01
26/02/2020;10 - 11;15,94;21,11;21,11;34,02;34,02;46,49;34,02;34,02;10,63;10,63;10,63;21,11;21,11;21,11;46,49;46,49;46,49;34,02;34,02;34,02;34,02;34,02
26/02/2020;11 - 12;13,9;19,86;19,86;33,13;33,13;35,1;33,13;33,13;10,52;10,52;10,52;19,86;19,86;19,86;35,1;35,1;35,1;33,13;33,13;33,13;33,13;33,13
26/02/2020;12 - 13;13,63;21,01;21,01;32,1;32,1;35,01;32,1;32,1;10,48;10,48;10,48;21,01;21,01;21,01;35,01;35,01;35,01;32,1;32,1;32,1;32,1;32,1
26/02/2020;13 - 14;13,28;18,78;18,78;30,45;30,45;40,38;30,45;30,45;10,26;10,26;10,26;18,78;18,78;18,78;40,38;40,38;40,38;30,45;30,45;30,45;30,45;30,45
26/02/2020;14 - 15;13,34;18,64;18,64;28,14;28,14;46,71;28,14;28,14;10,27;10,27;10,27;18,64;18,64;18,64;46,71;46,71;46,71;28,14;28,14;28,14;28,14;28,14
26/02/2020;15 - 16;13,47;17,82;17,82;30,17;30,17;45,38;30,17;30,17;10,31;10,31;10,31;17,82;17,82;17,82;45,38;45,38;45,38;30,17;28,81;30,17;27,61;29,9
26/02/2020;16 - 17;13,54;16,8;16,8;32,97;32,97;45,71;32,97;32,97;10,37;10,37;10,37;16,8;16,8;16,8;45,71;45,71;45,71;32,97;30,4;32,97;28,21;32,46
26/02/2020;17 - 18;13,87;18,41;18,41;37,72;37,72;57,78;37,72;37,72;10,41;10,38;10,41;18,41;18,41;18,41;57,78;57,78;57,78;37,72;33,97;37,72;30,82;36,98
26/02/2020;18 - 19;14,2;18,57;18,57;39,41;39,41;56,51;38,46;39,41;10,48;10,39;10,48;18,57;18,57;18,57;56,51;56,51;56,51;38,46;38,46;38,46;38,46;38,46
26/02/2020;19 - 20;13,8;18,7;18,7;42,17;42,17;42,17;42,17;42,17;10,48;10,33;10,48;18,7;18,7;18,7;42,17;42,17;42,17;42,17;42,17;42,17;42,17;42,17
26/02/2020;20 - 21;13,68;18,69;18,69;36,71;36,71;36,71;36,71;36,71;10,47;10,17;10,47;18,69;18,69;18,69;36,71;36,71;36,71;36,71;36,71;36,71;36,71;36,71
26/02/2020;21 - 22;13,56;19,03;19,03;33,83;33,83;33,83;33,83;33,83;10,39;10,14;10,39;19,03;19,03;19,03;33,83;33,83;33,83;33,83;33,83;33,83;33,83;33,83
26/02/2020;22 - 23;13,3;32,08;32,08;32,08;32,08;32,08;32,08;32,08;10,24;9,96;10,24;18,93;18,93;18,93;32,08;32,08;32,08;32,08;32,08;32,08;32,08;32,08
26/02/2020;23 - 00;12,74;25,66;25,66;25,66;25,66;25,66;28,2;28,2;10,1;9,9;10,1;18,76;18,76;18,76;25,66;25,66;25,66;28,2;28,2;28,2;28,2;28,2
27/02/2020;00 - 01;12,63;36,75;36,75;36,75;36,75;36,75;31,57;36,75;10,27;10,27;10,27;18,69;18,69;18,69;36,75;36,75;36,75;31,57;31,57;31,57;31,57;31,57
27/02/2020;01 - 02;12,22;28,54;28,54;28,54;28,54;28,54;28,54;28,54;10,16;10,16;10,16;18,54;18,54;18,54;28,54;28,54;28,54;28,54;28,54;28,54;28,54;28,54
27/02/2020;02 - 03;12,18;27,04;27,04;27,04;27,04;27,04;27,04;27,04;10,13;10,13;10,13;17,91;17,91;17,91;27,04;27,04;27,04;27,04;27,04;27,04;27,04;27,04
27/02/2020;03 - 04;12,12;25,17;25,17;25,17;25,17;25,17;25,17;25,17;10,15;10,15;10,15;17,89;17,89;17,89;25,17;25,17;25,17;25,17;25,17;25,17;25,17;25,17
27/02/2020;04 - 05;12,19;26,07;26,07;26,07;26,07;26,07;25,45;26,07;10,24;10,24;10,24;18,53;18,53;18,53;26,07;26,07;26,07;25,45;25,45;25,45;25,45;25,45
27/02/2020;05 - 06;13,39;36,17;36,17;36,17;36,17;36,17;28,81;36,17;10,58;10,48;10,58;18,64;18,64;18,64;36,17;36,17;36,17;28,81;28,81;28,81;28,81;28,81
27/02/2020;06 - 07;16,26;47,62;47,62;47,62;47,62;47,62;36,8;47,62;11,57;10,69;11,57;19,03;19,03;19,03;47,62;47,62;47,62;36,8;36,8;36,8;36,8;36,8
27/02/2020;07 - 08;22,55;61,54;61,54;61,54;61,54;61,54;42,28;61,54;11,77;11,01;11,77;19,95;19,95;19,95;61,54;61,54;61,54;42,28;42,28;42,28;42,28;42,28
27/02/2020;08 - 09;32,11;70,76;70,76;70,76;70,76;70,76;44,42;70,76;11,87;11,42;11,87;21,68;21,68;21,68;70,76;70,76;70,76;44,42;44,42;44,42;44,42;44,42
27/02/2020;09 - 10;25,01;62,3;62,3;62,3;62,3;62,3;42,41;62,3;12,05;11,15;12,05;21,56;21,56;21,56;62,3;62,3;62,3;42,41;42,41;42,41;42,41;42,41
27/02/2020;10 - 11;22,03;56,06;56,06;56,06;56,06;56,06;40,15;56,06;11,86;10,98;11,86;19,48;19,48;19,48;56,06;56,06;56,06;40,15;40,15;40,15;40,15;40,15
27/02/2020;11 - 12;19,06;43,97;43,97;43,97;43,97;43,97;40,05;43,97;11,73;10,89;11,73;19,47;19,47;19,47;43,97;43,97;43,97;40,05;40,05;40,05;40,05;40,05
27/02/2020;12 - 13;18,43;39,78;39,78;39,78;39,78;39,78;38,82;39,78;11,65;10,87;11,65;19,36;19,36;19,36;39,78;39,78;39,78;38,82;38,82;38,82;38,82;38,82
27/02/2020;13 - 14;17,18;40,79;40,79;40,79;40,79;40,79;39,81;40,79;11,58;10,79;11,58;19,3;19,3;19,3;40,79;40,79;40,79;39,81;38,58;39,81;37,46;39,56
27/02/2020;14 - 15;18,81;45,48;45,48;45,48;45,48;45,48;43,71;45,48;11,57;10,57;11,57;19,31;19,31;19,31;45,48;45,48;45,48;43,71;38,31;43,71;33,36;42,6
27/02/2020;15 - 16;18,66;46,3;46,3;46,3;46,3;46,3;45,19;46,3;11,18;10,61;11,18;19,37;19,37;19,37;46,3;46,3;46,3;45,19;37,11;45,19;29,67;43,54
27/02/2020;16 - 17;19,14;46,83;46,83;46,83;46,83;46,83;45,71;46,83;11,34;10,67;11,34;19,45;19,45;19,45;46,83;46,83;46,83;45,71;35,16;45,71;25,75;43,56
27/02/2020;17 - 18;21,73;66,83;66,83;66,83;66,83;66,83;51,52;66,83;11,48;10,77;11,48;19,59;19,59;19,59;66,83;66,83;66,83;51,52;39,55;51,52;28,88;49,22
27/02/2020;18 - 19;22,1;64,95;64,95;64,95;64,95;64,95;59,98;64,95;11,52;10,79;11,52;21,58;21,58;21,58;64,95;64,95;64,95;59,98;46,78;59,98;35,17;57,44
27/02/2020;19 - 20;19,98;48,06;48,06;48,06;48,06;48,06;48,06;48,06;11,49;10,81;11,49;21,61;21,61;21,61;48,06;48,06;48,06;48,06;48,06;48,06;48,06;48,06
27/02/2020;20 - 21;17,68;39,13;39,13;39,13;39,13;39,13;39,13;39,13;11,38;10,77;11,38;21,74;21,74;21,74;38,1;38,1;38,1;39,13;39,13;39,13;39,13;39,13
27/02/2020;21 - 22;15,86;35,68;35,68;35,68;35,68;35,68;35,68;35,68;11,18;10,8;11,18;20,87;20,87;20,87;36,71;36,71;36,71;35,68;35,68;35,68;35,68;35,68
27/02/2020;22 - 23;14,47;33,77;33,77;33,77;33,77;33,77;33,77;33,77;10,7;10,64;10,7;19,44;19,44;19,44;33,77;33,77;33,77;33,77;33,77;33,77;33,77;33,77
27/02/2020;23 - 00;13,64;28,54;28,54;28,54;28,54;28,54;28,54;28,54;10,39;10,39;10,39;19,33;19,33;19,33;28,54;28,54;28,54;29,31;26,65;28,54;31,77;26,65
28/02/2020;00 - 01;13,3;28,83;28,83;28,83;28,83;28,83;28,83;28,83;10,57;10,57;10,57;19,6;19,6;19,6;28,83;28,83;28,83;29,67;30,44;29,54;30;28,83
28/02/2020;01 - 02;12,6;24,8;24,8;24,8;24,8;24,8;24,8;24,8;10,49;10,49;10,49;19,37;19,37;19,37;24,8;24,8;24,8;27,05;29,11;26,7;27,93;24,8
28/02/2020;02 - 03;12,51;24,73;24,73;24,73;24,73;24,73;24,73;24,73;10,48;10,48;10,48;19;19;19;24,73;24,73;24,73;25,45;26,12;25,34;25,73;24,73
28/02/2020;03 - 04;12,59;24,2;24,2;24,2;24,2;24,2;24,2;24,2;10,49;10,49;10,49;18,99;18,99;18,99;24,2;24,2;24,2;24,99;25,71;24,87;25,3;24,2
28/02/2020;04 - 05;12,77;24,27;24,27;24,27;24,27;24,27;24,2;24,27;10,55;10,55;10,55;19,2;19,2;19,2;24,27;24,27;24,27;24,99;25,72;24,87;25,31;24,2
28/02/2020;05 - 06;13,96;24,54;24,54;24,54;26,65;38,49;24,54;26,65;10,73;10,73;10,73;19,6;19,6;19,6;38,49;38,49;38,49;27,8;30,77;27,3;29,08;24,54
28/02/2020;06 - 07;15,59;35,62;35,62;35,62;35,62;50,59;34,9;35,62;11,06;10,84;11,06;19,73;19,73;19,73;50,59;50,59;50,59;34,98;35,04;34,97;35,01;34,9
28/02/2020;07 - 08;18,75;19,2;19,2;44,56;44,56;46,98;40,74;44,56;11,61;11,11;11,61;19,2;19,2;19,2;46,98;44,56;44,56;40,74;40,74;40,74;40,74;40,74
28/02/2020;08 - 09;19,59;19,45;19,45;53,01;53,01;58,92;43,88;53,01;11,76;11,15;11,76;19,45;19,45;19,45;58,92;53,01;53,01;43,88;43,88;43,88;43,88;43,88
28/02/2020;09 - 10;19,4;19,3;19,3;40,12;40,12;51,98;40,12;40,12;11,66;11,66;11,66;19,3;19,3;19,3;51,98;51,98;51,98;40,12;40,12;40,12;40,12;40,12
28/02/2020;10 - 11;18,71;19,4;19,4;38,59;38,59;46,91;37,81;38,59;11,4;11,4;11,4;19,4;19,4;19,4;46,91;46,91;46,91;37,81;37,81;37,81;37,81;37,81
28/02/2020;11 - 12;15,98;19,52;19,52;31,72;31,72;31,72;31,72;31,72;11,13;11,13;11,13;19,52;19,52;19,52;31,72;31,72;31,72;33,67;31,72;32,5;37,2;31,72
28/02/2020;12 - 13;14,6;19,44;19,44;25,91;25,91;25,91;25,91;25,91;10,96;10,96;10,96;19,44;19,44;19,44;25,91;25,91;25,91;28,4;25,91;26,55;34,06;25,91
28/02/2020;13 - 14;14,33;19,37;19,37;25,38;25,38;26,83;25,38;25,38;10,91;10,91;10,91;19,37;19,37;19,37;26,83;25,38;25,38;26;26;26;26;26
28/02/2020;14 - 15;14,99;19,19;19,19;25,18;25,5;45,01;25,18;25,5;10,86;10,86;10,86;19,19;19,19;19,19;45,01;45,01;45,01;26,12;26,12;26,12;26,12;26,12
28/02/2020;15 - 16;13,92;19,1;19,1;24,71;26,45;42,55;24,71;26,45;10,66;10,66;10,66;19,1;19,1;19,1;42,55;42,55;42,55;27,1;27,1;27,1;27,1;27,1
28/02/2020;16 - 17;13,98;18,93;18,93;32,65;33,2;43,93;32,65;33,2;10,69;10,69;10,69;18,93;18,93;18,93;43,93;43,93;43,93;34,01;29,82;34,01;26,13;33,12
28/02/2020;17 - 18;15,24;18,94;18,94;36,95;37,49;56,05;36,95;37,49;10,74;10,74;10,74;18,94;18,94;18,94;56,05;56,05;56,05;37,49;32,48;37,49;28,07;36,49
28/02/2020;18 - 19;15,46;18,96;18,96;38,04;38,95;53,12;38,04;38,95;10,77;10,77;10,77;18,96;18,96;18,96;53,12;39,27;39,27;38,95;34,78;38,95;33,1;37,19
28/02/2020;19 - 20;14,34;18,84;18,84;34,49;34,49;34,49;34,49;34,49;10,71;10,71;10,71;18,84;18,84;18,84;34,49;34,49;34,49;35,34;35,34;35,34;35,34;35,34
28/02/2020;20 - 21;13,51;19,1;19,1;26,1;27,1;26,1;27,1;27,1;10,63;10,63;10,63;19,1;19,1;19,1;26,1;26,1;26,1;27,77;27,77;27,77;27,77;27,77
28/02/2020;21 - 22;13,3;18,87;18,87;18,87;26,41;27,41;26,41;26,41;10,62;10,62;10,62;18,87;18,87;18,87;27,41;27,41;27,41;27,06;27,06;27,06;27,06;27,06
28/02/2020;22 - 23;13,9;24,44;24,44;24,44;24,44;24,44;24,44;24,44;10,48;10,48;10,48;19,96;19,96;19,96;24,44;24,44;24,44;26,82;24,44;26,14;29,01;24,44
28/02/2020;23 - 00;12,93;22,2;22,2;22,2;22,2;22,76;22,2;22,2;10,36;10,36;10,36;19,87;19,87;19,87;22,76;22,76;22,76;24,43;22,2;23,79;26,5;22,2
29/02/2020;00 - 01;10,65;13;13;13;13;25,84;0,4;13;10,04;9,88;10,04;13;13;13;25,84;25,84;25,84;25,07;17,1;0,4;15,41;24
29/02/2020;01 - 02;10,29;10,98;10,98;10,98;10,98;25,08;3,11;10,98;9,91;9,83;9,91;10,98;10,98;10,98;25,08;25,08;25,08;25,07;18,02;3,11;12,71;27,4
29/02/2020;02 - 03;10,08;11,25;11,25;11,25;11,25;23,05;9,42;11,25;9,81;9,59;9,81;11,25;11,25;11,25;23,05;23,05;23,05;25,03;15,36;9,42;13,71;24
29/02/2020;03 - 04;10,03;11,38;11,38;11,38;11,38;23,15;9,49;11,38;9,78;9,49;9,78;11,38;11,38;11,38;23,15;23,15;23,15;24,07;12,73;9,49;12;16,91
29/02/2020;04 - 05;9,99;11,43;11,43;11,43;11,43;23,47;9,39;11,43;9,78;9,39;9,78;11,43;11,43;11,43;23,47;23,47;23,47;24;9,6;9,39;9,6;9,7
29/02/2020;05 - 06;9,81;10,46;10,46;10,46;10,46;20,08;8,67;10,46;9,84;9,23;9,84;10,46;10,46;10,46;20,08;20,08;20,08;24,79;9,02;8,67;9,04;9,13
29/02/2020;06 - 07;10,03;10,43;10,43;10,43;10,43;19,52;10,18;10,43;10,03;9,62;10,03;10,43;10,43;10,43;19,52;19,52;19,52;24,49;10,6;10,18;10,6;11,19
29/02/2020;07 - 08;10,63;11,56;11,56;11,56;11,56;26,76;11,56;11,56;10,02;9,83;10,02;11,56;11,56;11,56;26,76;26,76;26,76;25,03;15,98;11,56;14,21;18,61
