,region,year,contents,population,kommunenummer,med_income_at,med_income_bt
19,K-3001 Halden,2005,Persons,27582,3001,,
20,K-3001 Halden,2006,Persons,27722,3001,,
21,K-3001 Halden,2007,Persons,27835,3001,,
22,K-3001 Halden,2008,Persons,28092,3001,,
23,K-3001 Halden,2009,Persons,28389,3001,,
24,K-3001 Halden,2010,Persons,28776,3001,,
25,K-3001 Halden,2011,Persons,29220,3001,,
26,K-3001 Halden,2012,Persons,29543,3001,,
27,K-3001 Halden,2013,Persons,29880,3001,,
28,K-3001 Halden,2014,Persons,30132,3001,,
29,K-3001 Halden,2015,Persons,30328,3001,,
30,K-3001 Halden,2016,Persons,30544,3001,,
31,K-3001 Halden,2017,Persons,30790,3001,,
32,K-3001 Halden,2018,Persons,31037,3001,,
33,K-3001 Halden,2019,Persons,31177,3001,,
34,K-3001 Halden,2020,Persons,31373,3001,498000.0,615000.0
35,K-3001 Halden,2021,Persons,31387,3001,,
36,K-3001 Halden,2022,Persons,31444,3001,,
56,K-3002 Moss,2005,Persons,41752,3002,,
57,K-3002 Moss,2006,Persons,42044,3002,,
58,K-3002 Moss,2007,Persons,42472,3002,,
59,K-3002 Moss,2008,Persons,42987,3002,,
60,K-3002 Moss,2009,Persons,43693,3002,,
61,K-3002 Moss,2010,Persons,44323,3002,,
62,K-3002 Moss,2011,Persons,44691,3002,,
63,K-3002 Moss,2012,Persons,45414,3002,,
64,K-3002 Moss,2013,Persons,45955,3002,,
65,K-3002 Moss,2014,Persons,46409,3002,,
66,K-3002 Moss,2015,Persons,47044,3002,,
67,K-3002 Moss,2016,Persons,47640,3002,,
68,K-3002 Moss,2017,Persons,48154,3002,,
69,K-3002 Moss,2018,Persons,48671,3002,,
70,K-3002 Moss,2019,Persons,48871,3002,,
71,K-3002 Moss,2020,Persons,49273,3002,516000.0,646000.0
72,K-3002 Moss,2021,Persons,49668,3002,,
73,K-3002 Moss,2022,Persons,50290,3002,,
93,K-3003 Sarpsborg,2005,Persons,49753,3003,,
94,K-3003 Sarpsborg,2006,Persons,50115,3003,,
95,K-3003 Sarpsborg,2007,Persons,50593,3003,,
96,K-3003 Sarpsborg,2008,Persons,51053,3003,,
97,K-3003 Sarpsborg,2009,Persons,51723,3003,,
98,K-3003 Sarpsborg,2010,Persons,52159,3003,,
99,K-3003 Sarpsborg,2011,Persons,52805,3003,,
100,K-3003 Sarpsborg,2012,Persons,53333,3003,,
101,K-3003 Sarpsborg,2013,Persons,53696,3003,,
102,K-3003 Sarpsborg,2014,Persons,54059,3003,,
103,K-3003 Sarpsborg,2015,Persons,54192,3003,,
104,K-3003 Sarpsborg,2016,Persons,54678,3003,,
105,K-3003 Sarpsborg,2017,Persons,55127,3003,,
106,K-3003 Sarpsborg,2018,Persons,55543,3003,,
107,K-3003 Sarpsborg,2019,Persons,55997,3003,,
108,K-3003 Sarpsborg,2020,Persons,56732,3003,512000.0,638000.0
109,K-3003 Sarpsborg,2021,Persons,57372,3003,,
110,K-3003 Sarpsborg,2022,Persons,58182,3003,,
130,K-3004 Fredrikstad,2005,Persons,70418,3004,,
131,K-3004 Fredrikstad,2006,Persons,70791,3004,,
132,K-3004 Fredrikstad,2007,Persons,71297,3004,,
133,K-3004 Fredrikstad,2008,Persons,71976,3004,,
134,K-3004 Fredrikstad,2009,Persons,72760,3004,,
135,K-3004 Fredrikstad,2010,Persons,73638,3004,,
136,K-3004 Fredrikstad,2011,Persons,74579,3004,,
137,K-3004 Fredrikstad,2012,Persons,75583,3004,,
138,K-3004 Fredrikstad,2013,Persons,76807,3004,,
139,K-3004 Fredrikstad,2014,Persons,77591,3004,,
140,K-3004 Fredrikstad,2015,Persons,78159,3004,,
141,K-3004 Fredrikstad,2016,Persons,78967,3004,,
142,K-3004 Fredrikstad,2017,Persons,80121,3004,,
143,K-3004 Fredrikstad,2018,Persons,80977,3004,,
144,K-3004 Fredrikstad,2019,Persons,81772,3004,,
145,K-3004 Fredrikstad,2020,Persons,82385,3004,519000.0,648000.0
146,K-3004 Fredrikstad,2021,Persons,83193,3004,,
147,K-3004 Fredrikstad,2022,Persons,83892,3004,,
167,K-3005 Drammen,2005,Persons,85111,3005,,
168,K-3005 Drammen,2006,Persons,85877,3005,,
169,K-3005 Drammen,2007,Persons,87073,3005,,
170,K-3005 Drammen,2008,Persons,88700,3005,,
171,K-3005 Drammen,2009,Persons,90196,3005,,
172,K-3005 Drammen,2010,Persons,91719,3005,,
173,K-3005 Drammen,2011,Persons,92993,3005,,
174,K-3005 Drammen,2012,Persons,94440,3005,,
175,K-3005 Drammen,2013,Persons,95683,3005,,
176,K-3005 Drammen,2014,Persons,96605,3005,,
177,K-3005 Drammen,2015,Persons,97771,3005,,
178,K-3005 Drammen,2016,Persons,98930,3005,,
179,K-3005 Drammen,2017,Persons,99734,3005,,
180,K-3005 Drammen,2018,Persons,100302,3005,,
181,K-3005 Drammen,2019,Persons,100581,3005,,
182,K-3005 Drammen,2020,Persons,101386,3005,532000.0,674000.0
183,K-3005 Drammen,2021,Persons,101859,3005,,
184,K-3005 Drammen,2022,Persons,102273,3005,,
204,K-3006 Kongsberg,2005,Persons,23244,3006,,
205,K-3006 Kongsberg,2006,Persons,23315,3006,,
206,K-3006 Kongsberg,2007,Persons,23644,3006,,
207,K-3006 Kongsberg,2008,Persons,23997,3006,,
208,K-3006 Kongsberg,2009,Persons,24381,3006,,
209,K-3006 Kongsberg,2010,Persons,24714,3006,,
210,K-3006 Kongsberg,2011,Persons,25090,3006,,
211,K-3006 Kongsberg,2012,Persons,25479,3006,,
212,K-3006 Kongsberg,2013,Persons,25887,3006,,
213,K-3006 Kongsberg,2014,Persons,26406,3006,,
214,K-3006 Kongsberg,2015,Persons,26711,3006,,
215,K-3006 Kongsberg,2016,Persons,27013,3006,,
216,K-3006 Kongsberg,2017,Persons,27216,3006,,
217,K-3006 Kongsberg,2018,Persons,27410,3006,,
218,K-3006 Kongsberg,2019,Persons,27481,3006,,
219,K-3006 Kongsberg,2020,Persons,27723,3006,567000.0,733000.0
220,K-3006 Kongsberg,2021,Persons,27694,3006,,
221,K-3006 Kongsberg,2022,Persons,27879,3006,,
241,K-3007 Ringerike,2005,Persons,28079,3007,,
242,K-3007 Ringerike,2006,Persons,28197,3007,,
243,K-3007 Ringerike,2007,Persons,28385,3007,,
244,K-3007 Ringerike,2008,Persons,28523,3007,,
245,K-3007 Ringerike,2009,Persons,28645,3007,,
246,K-3007 Ringerike,2010,Persons,28806,3007,,
247,K-3007 Ringerike,2011,Persons,28946,3007,,
248,K-3007 Ringerike,2012,Persons,29236,3007,,
249,K-3007 Ringerike,2013,Persons,29400,3007,,
250,K-3007 Ringerike,2014,Persons,29624,3007,,
251,K-3007 Ringerike,2015,Persons,29712,3007,,
252,K-3007 Ringerike,2016,Persons,29801,3007,,
253,K-3007 Ringerike,2017,Persons,30034,3007,,
254,K-3007 Ringerike,2018,Persons,30283,3007,,
255,K-3007 Ringerike,2019,Persons,30442,3007,,
256,K-3007 Ringerike,2020,Persons,30641,3007,509000.0,639000.0
257,K-3007 Ringerike,2021,Persons,30835,3007,,
258,K-3007 Ringerike,2022,Persons,31011,3007,,
278,K-3011 Hvaler,2005,Persons,3773,3011,,
279,K-3011 Hvaler,2006,Persons,3821,3011,,
280,K-3011 Hvaler,2007,Persons,3880,3011,,
281,K-3011 Hvaler,2008,Persons,3961,3011,,
282,K-3011 Hvaler,2009,Persons,3998,3011,,
283,K-3011 Hvaler,2010,Persons,4085,3011,,
284,K-3011 Hvaler,2011,Persons,4160,3011,,
285,K-3011 Hvaler,2012,Persons,4206,3011,,
286,K-3011 Hvaler,2013,Persons,4284,3011,,
287,K-3011 Hvaler,2014,Persons,4386,3011,,
288,K-3011 Hvaler,2015,Persons,4480,3011,,
289,K-3011 Hvaler,2016,Persons,4511,3011,,
290,K-3011 Hvaler,2017,Persons,4517,3011,,
291,K-3011 Hvaler,2018,Persons,4540,3011,,
292,K-3011 Hvaler,2019,Persons,4599,3011,,
293,K-3011 Hvaler,2020,Persons,4668,3011,587000.0,744000.0
294,K-3011 Hvaler,2021,Persons,4694,3011,,
295,K-3011 Hvaler,2022,Persons,4741,3011,,
315,K-3012 Aremark,2005,Persons,1425,3012,,
316,K-3012 Aremark,2006,Persons,1456,3012,,
317,K-3012 Aremark,2007,Persons,1417,3012,,
318,K-3012 Aremark,2008,Persons,1429,3012,,
319,K-3012 Aremark,2009,Persons,1420,3012,,
320,K-3012 Aremark,2010,Persons,1424,3012,,
321,K-3012 Aremark,2011,Persons,1414,3012,,
322,K-3012 Aremark,2012,Persons,1423,3012,,
323,K-3012 Aremark,2013,Persons,1425,3012,,
324,K-3012 Aremark,2014,Persons,1408,3012,,
325,K-3012 Aremark,2015,Persons,1406,3012,,
326,K-3012 Aremark,2016,Persons,1404,3012,,
327,K-3012 Aremark,2017,Persons,1398,3012,,
328,K-3012 Aremark,2018,Persons,1399,3012,,
329,K-3012 Aremark,2019,Persons,1357,3012,,
330,K-3012 Aremark,2020,Persons,1325,3012,518000.0,653000.0
331,K-3012 Aremark,2021,Persons,1325,3012,,
332,K-3012 Aremark,2022,Persons,1315,3012,,
352,K-3013 Marker,2005,Persons,3439,3013,,
353,K-3013 Marker,2006,Persons,3505,3013,,
354,K-3013 Marker,2007,Persons,3517,3013,,
355,K-3013 Marker,2008,Persons,3463,3013,,
356,K-3013 Marker,2009,Persons,3455,3013,,
357,K-3013 Marker,2010,Persons,3471,3013,,
358,K-3013 Marker,2011,Persons,3476,3013,,
359,K-3013 Marker,2012,Persons,3518,3013,,
360,K-3013 Marker,2013,Persons,3587,3013,,
361,K-3013 Marker,2014,Persons,3596,3013,,
362,K-3013 Marker,2015,Persons,3613,3013,,
363,K-3013 Marker,2016,Persons,3610,3013,,
364,K-3013 Marker,2017,Persons,3597,3013,,
365,K-3013 Marker,2018,Persons,3567,3013,,
366,K-3013 Marker,2019,Persons,3592,3013,,
367,K-3013 Marker,2020,Persons,3595,3013,513000.0,627000.0
368,K-3013 Marker,2021,Persons,3601,3013,,
369,K-3013 Marker,2022,Persons,3578,3013,,
389,K-3014 Indre Østfold,2005,Persons,38609,3014,,
390,K-3014 Indre Østfold,2006,Persons,38884,3014,,
391,K-3014 Indre Østfold,2007,Persons,39206,3014,,
392,K-3014 Indre Østfold,2008,Persons,39715,3014,,
393,K-3014 Indre Østfold,2009,Persons,40260,3014,,
394,K-3014 Indre Østfold,2010,Persons,40686,3014,,
395,K-3014 Indre Østfold,2011,Persons,41108,3014,,
396,K-3014 Indre Østfold,2012,Persons,41623,3014,,
397,K-3014 Indre Østfold,2013,Persons,42237,3014,,
398,K-3014 Indre Østfold,2014,Persons,42926,3014,,
399,K-3014 Indre Østfold,2015,Persons,43247,3014,,
400,K-3014 Indre Østfold,2016,Persons,43472,3014,,
401,K-3014 Indre Østfold,2017,Persons,43815,3014,,
402,K-3014 Indre Østfold,2018,Persons,44035,3014,,
403,K-3014 Indre Østfold,2019,Persons,44320,3014,,
404,K-3014 Indre Østfold,2020,Persons,44792,3014,525000.0,658000.0
405,K-3014 Indre Østfold,2021,Persons,45201,3014,,
406,K-3014 Indre Østfold,2022,Persons,45608,3014,,
426,K-3015 Skiptvet,2005,Persons,3355,3015,,
427,K-3015 Skiptvet,2006,Persons,3400,3015,,
428,K-3015 Skiptvet,2007,Persons,3413,3015,,
429,K-3015 Skiptvet,2008,Persons,3525,3015,,
430,K-3015 Skiptvet,2009,Persons,3492,3015,,
431,K-3015 Skiptvet,2010,Persons,3541,3015,,
432,K-3015 Skiptvet,2011,Persons,3576,3015,,
433,K-3015 Skiptvet,2012,Persons,3631,3015,,
434,K-3015 Skiptvet,2013,Persons,3668,3015,,
435,K-3015 Skiptvet,2014,Persons,3727,3015,,
436,K-3015 Skiptvet,2015,Persons,3731,3015,,
437,K-3015 Skiptvet,2016,Persons,3742,3015,,
438,K-3015 Skiptvet,2017,Persons,3783,3015,,
439,K-3015 Skiptvet,2018,Persons,3831,3015,,
440,K-3015 Skiptvet,2019,Persons,3797,3015,,
441,K-3015 Skiptvet,2020,Persons,3805,3015,559000.0,706000.0
442,K-3015 Skiptvet,2021,Persons,3825,3015,,
443,K-3015 Skiptvet,2022,Persons,3846,3015,,
463,K-3016 Rakkestad,2005,Persons,7284,3016,,
464,K-3016 Rakkestad,2006,Persons,7366,3016,,
465,K-3016 Rakkestad,2007,Persons,7428,3016,,
466,K-3016 Rakkestad,2008,Persons,7515,3016,,
467,K-3016 Rakkestad,2009,Persons,7496,3016,,
468,K-3016 Rakkestad,2010,Persons,7517,3016,,
469,K-3016 Rakkestad,2011,Persons,7601,3016,,
470,K-3016 Rakkestad,2012,Persons,7698,3016,,
471,K-3016 Rakkestad,2013,Persons,7860,3016,,
472,K-3016 Rakkestad,2014,Persons,7974,3016,,
473,K-3016 Rakkestad,2015,Persons,8020,3016,,
474,K-3016 Rakkestad,2016,Persons,8084,3016,,
475,K-3016 Rakkestad,2017,Persons,8173,3016,,
476,K-3016 Rakkestad,2018,Persons,8202,3016,,
477,K-3016 Rakkestad,2019,Persons,8230,3016,,
478,K-3016 Rakkestad,2020,Persons,8255,3016,531000.0,667000.0
479,K-3016 Rakkestad,2021,Persons,8222,3016,,
480,K-3016 Rakkestad,2022,Persons,8312,3016,,
500,K-3017 Råde,2005,Persons,6465,3017,,
501,K-3017 Råde,2006,Persons,6544,3017,,
502,K-3017 Råde,2007,Persons,6654,3017,,
503,K-3017 Råde,2008,Persons,6825,3017,,
504,K-3017 Råde,2009,Persons,6790,3017,,
505,K-3017 Råde,2010,Persons,6882,3017,,
506,K-3017 Råde,2011,Persons,6946,3017,,
507,K-3017 Råde,2012,Persons,6987,3017,,
508,K-3017 Råde,2013,Persons,7053,3017,,
509,K-3017 Råde,2014,Persons,7104,3017,,
510,K-3017 Råde,2015,Persons,7206,3017,,
511,K-3017 Råde,2016,Persons,7357,3017,,
512,K-3017 Råde,2017,Persons,7398,3017,,
513,K-3017 Råde,2018,Persons,7465,3017,,
514,K-3017 Råde,2019,Persons,7542,3017,,
515,K-3017 Råde,2020,Persons,7508,3017,593000.0,745000.0
516,K-3017 Råde,2021,Persons,7568,3017,,
517,K-3017 Råde,2022,Persons,7633,3017,,
537,K-3018 Våler (Østfold),2005,Persons,4020,3018,,
538,K-3018 Våler (Østfold),2006,Persons,4071,3018,,
539,K-3018 Våler (Østfold),2007,Persons,4152,3018,,
540,K-3018 Våler (Østfold),2008,Persons,4268,3018,,
541,K-3018 Våler (Østfold),2009,Persons,4437,3018,,
542,K-3018 Våler (Østfold),2010,Persons,4472,3018,,
543,K-3018 Våler (Østfold),2011,Persons,4573,3018,,
544,K-3018 Våler (Østfold),2012,Persons,4705,3018,,
545,K-3018 Våler (Østfold),2013,Persons,4857,3018,,
546,K-3018 Våler (Østfold),2014,Persons,4978,3018,,
547,K-3018 Våler (Østfold),2015,Persons,5100,3018,,
548,K-3018 Våler (Østfold),2016,Persons,5186,3018,,
549,K-3018 Våler (Østfold),2017,Persons,5335,3018,,
550,K-3018 Våler (Østfold),2018,Persons,5471,3018,,
551,K-3018 Våler (Østfold),2019,Persons,5593,3018,,
552,K-3018 Våler (Østfold),2020,Persons,5736,3018,623000.0,801000.0
553,K-3018 Våler (Østfold),2021,Persons,5805,3018,,
554,K-3018 Våler (Østfold),2022,Persons,5913,3018,,
574,K-3019 Vestby,2005,Persons,12990,3019,,
575,K-3019 Vestby,2006,Persons,13159,3019,,
576,K-3019 Vestby,2007,Persons,13414,3019,,
577,K-3019 Vestby,2008,Persons,13825,3019,,
578,K-3019 Vestby,2009,Persons,14095,3019,,
579,K-3019 Vestby,2010,Persons,14373,3019,,
580,K-3019 Vestby,2011,Persons,14708,3019,,
581,K-3019 Vestby,2012,Persons,15143,3019,,
582,K-3019 Vestby,2013,Persons,15605,3019,,
583,K-3019 Vestby,2014,Persons,15944,3019,,
584,K-3019 Vestby,2015,Persons,16310,3019,,
585,K-3019 Vestby,2016,Persons,16732,3019,,
586,K-3019 Vestby,2017,Persons,17188,3019,,
587,K-3019 Vestby,2018,Persons,17486,3019,,
588,K-3019 Vestby,2019,Persons,17824,3019,,
589,K-3019 Vestby,2020,Persons,18042,3019,630000.0,810000.0
590,K-3019 Vestby,2021,Persons,18290,3019,,
591,K-3019 Vestby,2022,Persons,18699,3019,,
611,K-3020 Nordre Follo,2005,Persons,50386,3020,,
612,K-3020 Nordre Follo,2006,Persons,50907,3020,,
613,K-3020 Nordre Follo,2007,Persons,51240,3020,,
614,K-3020 Nordre Follo,2008,Persons,51680,3020,,
615,K-3020 Nordre Follo,2009,Persons,52311,3020,,
616,K-3020 Nordre Follo,2010,Persons,52905,3020,,
617,K-3020 Nordre Follo,2011,Persons,53659,3020,,
618,K-3020 Nordre Follo,2012,Persons,54490,3020,,
619,K-3020 Nordre Follo,2013,Persons,55270,3020,,
620,K-3020 Nordre Follo,2014,Persons,55797,3020,,
621,K-3020 Nordre Follo,2015,Persons,56355,3020,,
622,K-3020 Nordre Follo,2016,Persons,57053,3020,,
623,K-3020 Nordre Follo,2017,Persons,57686,3020,,
624,K-3020 Nordre Follo,2018,Persons,58058,3020,,
625,K-3020 Nordre Follo,2019,Persons,58237,3020,,
626,K-3020 Nordre Follo,2020,Persons,59288,3020,662000.0,863000.0
627,K-3020 Nordre Follo,2021,Persons,60034,3020,,
628,K-3020 Nordre Follo,2022,Persons,61032,3020,,
648,K-3021 Ås,2005,Persons,14472,3021,,
649,K-3021 Ås,2006,Persons,14530,3021,,
650,K-3021 Ås,2007,Persons,14873,3021,,
651,K-3021 Ås,2008,Persons,15324,3021,,
652,K-3021 Ås,2009,Persons,15863,3021,,
653,K-3021 Ås,2010,Persons,16386,3021,,
654,K-3021 Ås,2011,Persons,16733,3021,,
655,K-3021 Ås,2012,Persons,17284,3021,,
656,K-3021 Ås,2013,Persons,17568,3021,,
657,K-3021 Ås,2014,Persons,17969,3021,,
658,K-3021 Ås,2015,Persons,18503,3021,,
659,K-3021 Ås,2016,Persons,18992,3021,,
660,K-3021 Ås,2017,Persons,19288,3021,,
661,K-3021 Ås,2018,Persons,20084,3021,,
662,K-3021 Ås,2019,Persons,20335,3021,,
663,K-3021 Ås,2020,Persons,20439,3021,587000.0,755000.0
664,K-3021 Ås,2021,Persons,20439,3021,,
665,K-3021 Ås,2022,Persons,20780,3021,,
685,K-3022 Frogn,2005,Persons,13358,3022,,
686,K-3022 Frogn,2006,Persons,13585,3022,,
687,K-3022 Frogn,2007,Persons,13890,3022,,
688,K-3022 Frogn,2008,Persons,14245,3022,,
689,K-3022 Frogn,2009,Persons,14435,3022,,
690,K-3022 Frogn,2010,Persons,14622,3022,,
691,K-3022 Frogn,2011,Persons,14814,3022,,
692,K-3022 Frogn,2012,Persons,15154,3022,,
693,K-3022 Frogn,2013,Persons,15469,3022,,
694,K-3022 Frogn,2014,Persons,15671,3022,,
695,K-3022 Frogn,2015,Persons,15656,3022,,
696,K-3022 Frogn,2016,Persons,15695,3022,,
697,K-3022 Frogn,2017,Persons,15743,3022,,
698,K-3022 Frogn,2018,Persons,15735,3022,,
699,K-3022 Frogn,2019,Persons,15761,3022,,
700,K-3022 Frogn,2020,Persons,15877,3022,619000.0,797000.0
701,K-3022 Frogn,2021,Persons,15953,3022,,
702,K-3022 Frogn,2022,Persons,16084,3022,,
722,K-3023 Nesodden,2005,Persons,16231,3023,,
723,K-3023 Nesodden,2006,Persons,16541,3023,,
724,K-3023 Nesodden,2007,Persons,16791,3023,,
725,K-3023 Nesodden,2008,Persons,16868,3023,,
726,K-3023 Nesodden,2009,Persons,17129,3023,,
727,K-3023 Nesodden,2010,Persons,17348,3023,,
728,K-3023 Nesodden,2011,Persons,17515,3023,,
729,K-3023 Nesodden,2012,Persons,17809,3023,,
730,K-3023 Nesodden,2013,Persons,17998,3023,,
731,K-3023 Nesodden,2014,Persons,18297,3023,,
732,K-3023 Nesodden,2015,Persons,18372,3023,,
733,K-3023 Nesodden,2016,Persons,18623,3023,,
734,K-3023 Nesodden,2017,Persons,18869,3023,,
735,K-3023 Nesodden,2018,Persons,19287,3023,,
736,K-3023 Nesodden,2019,Persons,19488,3023,,
737,K-3023 Nesodden,2020,Persons,19616,3023,638000.0,827000.0
738,K-3023 Nesodden,2021,Persons,19805,3023,,
739,K-3023 Nesodden,2022,Persons,19939,3023,,
759,K-3024 Bærum,2005,Persons,104690,3024,,
760,K-3024 Bærum,2006,Persons,105928,3024,,
761,K-3024 Bærum,2007,Persons,106932,3024,,
762,K-3024 Bærum,2008,Persons,108144,3024,,
763,K-3024 Bærum,2009,Persons,109700,3024,,
764,K-3024 Bærum,2010,Persons,111213,3024,,
765,K-3024 Bærum,2011,Persons,112789,3024,,
766,K-3024 Bærum,2012,Persons,114489,3024,,
767,K-3024 Bærum,2013,Persons,116677,3024,,
768,K-3024 Bærum,2014,Persons,118588,3024,,
769,K-3024 Bærum,2015,Persons,120685,3024,,
770,K-3024 Bærum,2016,Persons,122348,3024,,
771,K-3024 Bærum,2017,Persons,124008,3024,,
772,K-3024 Bærum,2018,Persons,125454,3024,,
773,K-3024 Bærum,2019,Persons,126841,3024,,
774,K-3024 Bærum,2020,Persons,127731,3024,674000.0,898000.0
775,K-3024 Bærum,2021,Persons,128233,3024,,
776,K-3024 Bærum,2022,Persons,128982,3024,,
796,K-3025 Asker,2005,Persons,76937,3025,,
797,K-3025 Asker,2006,Persons,77991,3025,,
798,K-3025 Asker,2007,Persons,78964,3025,,
799,K-3025 Asker,2008,Persons,80176,3025,,
800,K-3025 Asker,2009,Persons,81505,3025,,
801,K-3025 Asker,2010,Persons,82562,3025,,
802,K-3025 Asker,2011,Persons,83703,3025,,
803,K-3025 Asker,2012,Persons,85226,3025,,
804,K-3025 Asker,2013,Persons,86817,3025,,
805,K-3025 Asker,2014,Persons,88289,3025,,
806,K-3025 Asker,2015,Persons,89974,3025,,
807,K-3025 Asker,2016,Persons,91011,3025,,
808,K-3025 Asker,2017,Persons,92174,3025,,
809,K-3025 Asker,2018,Persons,92828,3025,,
810,K-3025 Asker,2019,Persons,93679,3025,,
811,K-3025 Asker,2020,Persons,94441,3025,663000.0,870000.0
812,K-3025 Asker,2021,Persons,94915,3025,,
813,K-3025 Asker,2022,Persons,96088,3025,,
833,K-3026 Aurskog-Høland,2005,Persons,13942,3026,,
834,K-3026 Aurskog-Høland,2006,Persons,14049,3026,,
835,K-3026 Aurskog-Høland,2007,Persons,14246,3026,,
836,K-3026 Aurskog-Høland,2008,Persons,14644,3026,,
837,K-3026 Aurskog-Høland,2009,Persons,14829,3026,,
838,K-3026 Aurskog-Høland,2010,Persons,14982,3026,,
839,K-3026 Aurskog-Høland,2011,Persons,15310,3026,,
840,K-3026 Aurskog-Høland,2012,Persons,15593,3026,,
841,K-3026 Aurskog-Høland,2013,Persons,15951,3026,,
842,K-3026 Aurskog-Høland,2014,Persons,16172,3026,,
843,K-3026 Aurskog-Høland,2015,Persons,16398,3026,,
844,K-3026 Aurskog-Høland,2016,Persons,16586,3026,,
845,K-3026 Aurskog-Høland,2017,Persons,16847,3026,,
846,K-3026 Aurskog-Høland,2018,Persons,17072,3026,,
847,K-3026 Aurskog-Høland,2019,Persons,17173,3026,,
848,K-3026 Aurskog-Høland,2020,Persons,17390,3026,542000.0,676000.0
849,K-3026 Aurskog-Høland,2021,Persons,17591,3026,,
850,K-3026 Aurskog-Høland,2022,Persons,17754,3026,,
870,K-3027 Rælingen,2005,Persons,14797,3027,,
871,K-3027 Rælingen,2006,Persons,14857,3027,,
872,K-3027 Rælingen,2007,Persons,15062,3027,,
873,K-3027 Rælingen,2008,Persons,15112,3027,,
874,K-3027 Rælingen,2009,Persons,15345,3027,,
875,K-3027 Rælingen,2010,Persons,15591,3027,,
876,K-3027 Rælingen,2011,Persons,15920,3027,,
877,K-3027 Rælingen,2012,Persons,16170,3027,,
878,K-3027 Rælingen,2013,Persons,16420,3027,,
879,K-3027 Rælingen,2014,Persons,16806,3027,,
880,K-3027 Rælingen,2015,Persons,17185,3027,,
881,K-3027 Rælingen,2016,Persons,17426,3027,,
882,K-3027 Rælingen,2017,Persons,17730,3027,,
883,K-3027 Rælingen,2018,Persons,17874,3027,,
884,K-3027 Rælingen,2019,Persons,18161,3027,,
885,K-3027 Rælingen,2020,Persons,18530,3027,602000.0,776000.0
886,K-3027 Rælingen,2021,Persons,18730,3027,,
887,K-3027 Rælingen,2022,Persons,19024,3027,,
907,K-3028 Enebakk,2005,Persons,9297,3028,,
908,K-3028 Enebakk,2006,Persons,9442,3028,,
909,K-3028 Enebakk,2007,Persons,9660,3028,,
910,K-3028 Enebakk,2008,Persons,9893,3028,,
911,K-3028 Enebakk,2009,Persons,10153,3028,,
912,K-3028 Enebakk,2010,Persons,10176,3028,,
913,K-3028 Enebakk,2011,Persons,10262,3028,,
914,K-3028 Enebakk,2012,Persons,10487,3028,,
915,K-3028 Enebakk,2013,Persons,10560,3028,,
916,K-3028 Enebakk,2014,Persons,10626,3028,,
917,K-3028 Enebakk,2015,Persons,10760,3028,,
918,K-3028 Enebakk,2016,Persons,10870,3028,,
919,K-3028 Enebakk,2017,Persons,10927,3028,,
920,K-3028 Enebakk,2018,Persons,10945,3028,,
921,K-3028 Enebakk,2019,Persons,11026,3028,,
922,K-3028 Enebakk,2020,Persons,11110,3028,614000.0,783000.0
923,K-3028 Enebakk,2021,Persons,11065,3028,,
924,K-3028 Enebakk,2022,Persons,11249,3028,,
944,K-3029 Lørenskog,2005,Persons,30675,3029,,
945,K-3029 Lørenskog,2006,Persons,30929,3029,,
946,K-3029 Lørenskog,2007,Persons,31365,3029,,
947,K-3029 Lørenskog,2008,Persons,31853,3029,,
948,K-3029 Lørenskog,2009,Persons,32300,3029,,
949,K-3029 Lørenskog,2010,Persons,32730,3029,,
950,K-3029 Lørenskog,2011,Persons,33308,3029,,
951,K-3029 Lørenskog,2012,Persons,33709,3029,,
952,K-3029 Lørenskog,2013,Persons,34320,3029,,
953,K-3029 Lørenskog,2014,Persons,34697,3029,,
954,K-3029 Lørenskog,2015,Persons,35139,3029,,
955,K-3029 Lørenskog,2016,Persons,36368,3029,,
956,K-3029 Lørenskog,2017,Persons,37406,3029,,
957,K-3029 Lørenskog,2018,Persons,38670,3029,,
958,K-3029 Lørenskog,2019,Persons,40106,3029,,
959,K-3029 Lørenskog,2020,Persons,41460,3029,587000.0,755000.0
960,K-3029 Lørenskog,2021,Persons,42740,3029,,
961,K-3029 Lørenskog,2022,Persons,44693,3029,,
981,K-3030 Lillestrøm,2005,Persons,64586,3030,,
982,K-3030 Lillestrøm,2006,Persons,66302,3030,,
983,K-3030 Lillestrøm,2007,Persons,68183,3030,,
984,K-3030 Lillestrøm,2008,Persons,70388,3030,,
985,K-3030 Lillestrøm,2009,Persons,71749,3030,,
986,K-3030 Lillestrøm,2010,Persons,73330,3030,,
987,K-3030 Lillestrøm,2011,Persons,74869,3030,,
988,K-3030 Lillestrøm,2012,Persons,76415,3030,,
989,K-3030 Lillestrøm,2013,Persons,77705,3030,,
990,K-3030 Lillestrøm,2014,Persons,79154,3030,,
991,K-3030 Lillestrøm,2015,Persons,80013,3030,,
992,K-3030 Lillestrøm,2016,Persons,81339,3030,,
993,K-3030 Lillestrøm,2017,Persons,82496,3030,,
994,K-3030 Lillestrøm,2018,Persons,83821,3030,,
995,K-3030 Lillestrøm,2019,Persons,85757,3030,,
996,K-3030 Lillestrøm,2020,Persons,85983,3030,598000.0,771000.0
997,K-3030 Lillestrøm,2021,Persons,86953,3030,,
998,K-3030 Lillestrøm,2022,Persons,89095,3030,,
1018,K-3031 Nittedal,2005,Persons,19578,3031,,
1019,K-3031 Nittedal,2006,Persons,19722,3031,,
