,region,year,contents,population,kommunenummer,med_income_at,med_income_bt
11203,K-1848 Steigen,2015,Persons,2507,1848,439000.0,551000.0
11204,K-1848 Steigen,2016,Persons,2543,1848,446000.0,552000.0
11205,K-1848 Steigen,2017,Persons,2543,1848,464000.0,580000.0
11206,K-1848 Steigen,2018,Persons,2534,1848,490000.0,613000.0
11207,K-1848 Steigen,2019,Persons,2576,1848,497000.0,619000.0
11208,K-1848 Steigen,2020,Persons,2608,1848,513000.0,630000.0
11209,K-1848 Steigen,2021,Persons,2586,1848,,
11210,K-1848 Steigen,2022,Persons,2591,1848,,
11230,K-1851 Lødingen,2005,Persons,2349,1851,294000.0,365000.0
11231,K-1851 Lødingen,2006,Persons,2314,1851,299000.0,376000.0
11232,K-1851 Lødingen,2007,Persons,2257,1851,326000.0,415000.0
11233,K-1851 Lødingen,2008,Persons,2279,1851,347000.0,441000.0
11234,K-1851 Lødingen,2009,Persons,2242,1851,352000.0,441000.0
11235,K-1851 Lødingen,2010,Persons,2181,1851,370000.0,460000.0
11236,K-1851 Lødingen,2011,Persons,2196,1851,393000.0,484000.0
11237,K-1851 Lødingen,2012,Persons,2179,1851,405000.0,498000.0
11238,K-1851 Lødingen,2013,Persons,2220,1851,422000.0,522000.0
11239,K-1851 Lødingen,2014,Persons,2248,1851,432000.0,539000.0
11240,K-1851 Lødingen,2015,Persons,2160,1851,440000.0,552000.0
11241,K-1851 Lødingen,2016,Persons,2144,1851,449000.0,553000.0
11242,K-1851 Lødingen,2017,Persons,2134,1851,459000.0,569000.0
11243,K-1851 Lødingen,2018,Persons,2102,1851,467000.0,581000.0
11244,K-1851 Lødingen,2019,Persons,2077,1851,487000.0,607000.0
11245,K-1851 Lødingen,2020,Persons,2034,1851,505000.0,626000.0
11246,K-1851 Lødingen,2021,Persons,2003,1851,,
11247,K-1851 Lødingen,2022,Persons,1976,1851,,
11267,K-1853 Evenes - Evenássi,2005,Persons,1417,1853,278000.0,357000.0
11268,K-1853 Evenes - Evenássi,2006,Persons,1365,1853,300000.0,380000.0
11269,K-1853 Evenes - Evenássi,2007,Persons,1361,1853,332000.0,414000.0
11270,K-1853 Evenes - Evenássi,2008,Persons,1358,1853,362000.0,452000.0
11271,K-1853 Evenes - Evenássi,2009,Persons,1345,1853,375000.0,464000.0
11272,K-1853 Evenes - Evenássi,2010,Persons,1357,1853,392000.0,475000.0
11273,K-1853 Evenes - Evenássi,2011,Persons,1342,1853,417000.0,515000.0
11274,K-1853 Evenes - Evenássi,2012,Persons,1359,1853,426000.0,516000.0
11275,K-1853 Evenes - Evenássi,2013,Persons,1376,1853,431000.0,525000.0
11276,K-1853 Evenes - Evenássi,2014,Persons,1391,1853,451000.0,551000.0
11277,K-1853 Evenes - Evenássi,2015,Persons,1385,1853,447000.0,546000.0
11278,K-1853 Evenes - Evenássi,2016,Persons,1400,1853,460000.0,569000.0
11279,K-1853 Evenes - Evenássi,2017,Persons,1402,1853,475000.0,585000.0
11280,K-1853 Evenes - Evenássi,2018,Persons,1387,1853,483000.0,596000.0
11281,K-1853 Evenes - Evenássi,2019,Persons,1387,1853,524000.0,633000.0
11282,K-1853 Evenes - Evenássi,2020,Persons,1348,1853,531000.0,669000.0
11283,K-1853 Evenes - Evenássi,2021,Persons,1324,1853,,
11284,K-1853 Evenes - Evenássi,2022,Persons,1334,1853,,
11304,K-1856 Røst,2005,Persons,602,1856,326000.0,423000.0
11305,K-1856 Røst,2006,Persons,598,1856,339000.0,440000.0
11306,K-1856 Røst,2007,Persons,591,1856,356000.0,476000.0
11307,K-1856 Røst,2008,Persons,622,1856,406000.0,540000.0
11308,K-1856 Røst,2009,Persons,606,1856,353000.0,475000.0
11309,K-1856 Røst,2010,Persons,612,1856,384000.0,492000.0
11310,K-1856 Røst,2011,Persons,605,1856,421000.0,522000.0
11311,K-1856 Røst,2012,Persons,595,1856,411000.0,535000.0
11312,K-1856 Røst,2013,Persons,565,1856,411000.0,505000.0
11313,K-1856 Røst,2014,Persons,566,1856,402000.0,497000.0
11314,K-1856 Røst,2015,Persons,545,1856,462000.0,583000.0
11315,K-1856 Røst,2016,Persons,551,1856,459000.0,576000.0
11316,K-1856 Røst,2017,Persons,535,1856,471000.0,590000.0
11317,K-1856 Røst,2018,Persons,517,1856,462000.0,565000.0
11318,K-1856 Røst,2019,Persons,508,1856,498000.0,618000.0
11319,K-1856 Røst,2020,Persons,498,1856,493000.0,627000.0
11320,K-1856 Røst,2021,Persons,488,1856,,
11321,K-1856 Røst,2022,Persons,469,1856,,
11341,K-1857 Værøy,2005,Persons,743,1857,283000.0,378000.0
11342,K-1857 Værøy,2006,Persons,748,1857,281000.0,363000.0
11343,K-1857 Værøy,2007,Persons,748,1857,310000.0,377000.0
11344,K-1857 Værøy,2008,Persons,743,1857,321000.0,398000.0
11345,K-1857 Værøy,2009,Persons,738,1857,329000.0,393000.0
11346,K-1857 Værøy,2010,Persons,761,1857,340000.0,421000.0
11347,K-1857 Værøy,2011,Persons,748,1857,364000.0,453000.0
11348,K-1857 Værøy,2012,Persons,751,1857,407000.0,512000.0
11349,K-1857 Værøy,2013,Persons,754,1857,404000.0,501000.0
11350,K-1857 Værøy,2014,Persons,777,1857,416000.0,507000.0
11351,K-1857 Værøy,2015,Persons,780,1857,410000.0,502000.0
11352,K-1857 Værøy,2016,Persons,765,1857,417000.0,515000.0
11353,K-1857 Værøy,2017,Persons,744,1857,424000.0,523000.0
11354,K-1857 Værøy,2018,Persons,746,1857,427000.0,531000.0
11355,K-1857 Værøy,2019,Persons,732,1857,442000.0,540000.0
11356,K-1857 Værøy,2020,Persons,728,1857,437000.0,542000.0
11357,K-1857 Værøy,2021,Persons,698,1857,,
11358,K-1857 Værøy,2022,Persons,678,1857,,
11378,K-1859 Flakstad,2005,Persons,1470,1859,298000.0,380000.0
11379,K-1859 Flakstad,2006,Persons,1454,1859,327000.0,415000.0
11380,K-1859 Flakstad,2007,Persons,1458,1859,345000.0,437000.0
11381,K-1859 Flakstad,2008,Persons,1441,1859,385000.0,481000.0
11382,K-1859 Flakstad,2009,Persons,1419,1859,371000.0,464000.0
11383,K-1859 Flakstad,2010,Persons,1369,1859,387000.0,488000.0
11384,K-1859 Flakstad,2011,Persons,1360,1859,431000.0,529000.0
11385,K-1859 Flakstad,2012,Persons,1383,1859,410000.0,521000.0
11386,K-1859 Flakstad,2013,Persons,1376,1859,433000.0,543000.0
11387,K-1859 Flakstad,2014,Persons,1368,1859,466000.0,579000.0
11388,K-1859 Flakstad,2015,Persons,1358,1859,477000.0,602000.0
11389,K-1859 Flakstad,2016,Persons,1336,1859,497000.0,631000.0
11390,K-1859 Flakstad,2017,Persons,1349,1859,527000.0,675000.0
11391,K-1859 Flakstad,2018,Persons,1301,1859,510000.0,633000.0
11392,K-1859 Flakstad,2019,Persons,1292,1859,537000.0,662000.0
11393,K-1859 Flakstad,2020,Persons,1272,1859,545000.0,670000.0
11394,K-1859 Flakstad,2021,Persons,1238,1859,,
11395,K-1859 Flakstad,2022,Persons,1216,1859,,
11415,K-1860 Vestvågøy,2005,Persons,10764,1860,298000.0,376000.0
11416,K-1860 Vestvågøy,2006,Persons,10797,1860,316000.0,398000.0
11417,K-1860 Vestvågøy,2007,Persons,10745,1860,345000.0,433000.0
11418,K-1860 Vestvågøy,2008,Persons,10710,1860,372000.0,463000.0
11419,K-1860 Vestvågøy,2009,Persons,10706,1860,381000.0,473000.0
11420,K-1860 Vestvågøy,2010,Persons,10674,1860,389000.0,484000.0
11421,K-1860 Vestvågøy,2011,Persons,10780,1860,409000.0,511000.0
11422,K-1860 Vestvågøy,2012,Persons,10848,1860,422000.0,527000.0
11423,K-1860 Vestvågøy,2013,Persons,10870,1860,439000.0,548000.0
11424,K-1860 Vestvågøy,2014,Persons,10997,1860,454000.0,567000.0
11425,K-1860 Vestvågøy,2015,Persons,11140,1860,471000.0,596000.0
11426,K-1860 Vestvågøy,2016,Persons,11198,1860,478000.0,601000.0
11427,K-1860 Vestvågøy,2017,Persons,11294,1860,491000.0,619000.0
11428,K-1860 Vestvågøy,2018,Persons,11397,1860,503000.0,637000.0
11429,K-1860 Vestvågøy,2019,Persons,11480,1860,521000.0,661000.0
11430,K-1860 Vestvågøy,2020,Persons,11433,1860,529000.0,667000.0
11431,K-1860 Vestvågøy,2021,Persons,11521,1860,,
11432,K-1860 Vestvågøy,2022,Persons,11566,1860,,
11452,K-1865 Vågan,2005,Persons,9034,1865,299000.0,380000.0
11453,K-1865 Vågan,2006,Persons,9021,1865,312000.0,396000.0
11454,K-1865 Vågan,2007,Persons,8992,1865,336000.0,423000.0
11455,K-1865 Vågan,2008,Persons,8933,1865,365000.0,458000.0
11456,K-1865 Vågan,2009,Persons,8976,1865,370000.0,461000.0
11457,K-1865 Vågan,2010,Persons,9023,1865,387000.0,487000.0
11458,K-1865 Vågan,2011,Persons,9023,1865,402000.0,504000.0
11459,K-1865 Vågan,2012,Persons,9086,1865,416000.0,518000.0
11460,K-1865 Vågan,2013,Persons,9207,1865,425000.0,526000.0
11461,K-1865 Vågan,2014,Persons,9223,1865,437000.0,543000.0
11462,K-1865 Vågan,2015,Persons,9285,1865,454000.0,565000.0
11463,K-1865 Vågan,2016,Persons,9350,1865,467000.0,585000.0
11464,K-1865 Vågan,2017,Persons,9444,1865,480000.0,605000.0
11465,K-1865 Vågan,2018,Persons,9611,1865,492000.0,614000.0
11466,K-1865 Vågan,2019,Persons,9595,1865,505000.0,630000.0
11467,K-1865 Vågan,2020,Persons,9608,1865,508000.0,637000.0
11468,K-1865 Vågan,2021,Persons,9670,1865,,
11469,K-1865 Vågan,2022,Persons,9724,1865,,
11489,K-1866 Hadsel,2005,Persons,8039,1866,295000.0,374000.0
11490,K-1866 Hadsel,2006,Persons,8001,1866,305000.0,385000.0
11491,K-1866 Hadsel,2007,Persons,7907,1866,333000.0,421000.0
11492,K-1866 Hadsel,2008,Persons,7970,1866,356000.0,449000.0
11493,K-1866 Hadsel,2009,Persons,7950,1866,361000.0,453000.0
11494,K-1866 Hadsel,2010,Persons,7981,1866,382000.0,480000.0
11495,K-1866 Hadsel,2011,Persons,7924,1866,405000.0,503000.0
11496,K-1866 Hadsel,2012,Persons,7937,1866,422000.0,522000.0
11497,K-1866 Hadsel,2013,Persons,8050,1866,432000.0,538000.0
11498,K-1866 Hadsel,2014,Persons,8112,1866,443000.0,547000.0
11499,K-1866 Hadsel,2015,Persons,8057,1866,459000.0,571000.0
11500,K-1866 Hadsel,2016,Persons,8082,1866,473000.0,588000.0
11501,K-1866 Hadsel,2017,Persons,8009,1866,494000.0,613000.0
11502,K-1866 Hadsel,2018,Persons,8042,1866,507000.0,629000.0
11503,K-1866 Hadsel,2019,Persons,8091,1866,513000.0,646000.0
11504,K-1866 Hadsel,2020,Persons,8061,1866,520000.0,653000.0
11505,K-1866 Hadsel,2021,Persons,8065,1866,,
11506,K-1866 Hadsel,2022,Persons,8107,1866,,
11526,K-1867 Bø,2005,Persons,3003,1867,258000.0,314000.0
11527,K-1867 Bø,2006,Persons,2946,1867,266000.0,322000.0
11528,K-1867 Bø,2007,Persons,2899,1867,285000.0,350000.0
11529,K-1867 Bø,2008,Persons,2867,1867,304000.0,369000.0
11530,K-1867 Bø,2009,Persons,2838,1867,310000.0,368000.0
11531,K-1867 Bø,2010,Persons,2789,1867,319000.0,384000.0
11532,K-1867 Bø,2011,Persons,2790,1867,353000.0,420000.0
11533,K-1867 Bø,2012,Persons,2720,1867,366000.0,433000.0
11534,K-1867 Bø,2013,Persons,2654,1867,378000.0,445000.0
11535,K-1867 Bø,2014,Persons,2642,1867,375000.0,440000.0
11536,K-1867 Bø,2015,Persons,2642,1867,387000.0,467000.0
11537,K-1867 Bø,2016,Persons,2632,1867,403000.0,484000.0
11538,K-1867 Bø,2017,Persons,2624,1867,428000.0,510000.0
11539,K-1867 Bø,2018,Persons,2623,1867,444000.0,531000.0
11540,K-1867 Bø,2019,Persons,2616,1867,461000.0,551000.0
11541,K-1867 Bø,2020,Persons,2569,1867,462000.0,548000.0
11542,K-1867 Bø,2021,Persons,2576,1867,,
11543,K-1867 Bø,2022,Persons,2565,1867,,
11563,K-1868 Øksnes,2005,Persons,4550,1868,317000.0,395000.0
11564,K-1868 Øksnes,2006,Persons,4567,1868,331000.0,417000.0
11565,K-1868 Øksnes,2007,Persons,4486,1868,346000.0,434000.0
11566,K-1868 Øksnes,2008,Persons,4424,1868,364000.0,457000.0
11567,K-1868 Øksnes,2009,Persons,4418,1868,386000.0,477000.0
11568,K-1868 Øksnes,2010,Persons,4438,1868,389000.0,487000.0
11569,K-1868 Øksnes,2011,Persons,4432,1868,414000.0,516000.0
11570,K-1868 Øksnes,2012,Persons,4467,1868,419000.0,528000.0
11571,K-1868 Øksnes,2013,Persons,4472,1868,422000.0,537000.0
11572,K-1868 Øksnes,2014,Persons,4562,1868,431000.0,549000.0
11573,K-1868 Øksnes,2015,Persons,4563,1868,445000.0,556000.0
11574,K-1868 Øksnes,2016,Persons,4529,1868,461000.0,580000.0
11575,K-1868 Øksnes,2017,Persons,4580,1868,466000.0,587000.0
11576,K-1868 Øksnes,2018,Persons,4541,1868,481000.0,608000.0
11577,K-1868 Øksnes,2019,Persons,4449,1868,506000.0,635000.0
11578,K-1868 Øksnes,2020,Persons,4410,1868,507000.0,632000.0
11579,K-1868 Øksnes,2021,Persons,4416,1868,,
11580,K-1868 Øksnes,2022,Persons,4458,1868,,
11600,K-1870 Sortland - Suortá,2005,Persons,9536,1870,316000.0,397000.0
11601,K-1870 Sortland - Suortá,2006,Persons,9639,1870,335000.0,419000.0
11602,K-1870 Sortland - Suortá,2007,Persons,9703,1870,359000.0,453000.0
11603,K-1870 Sortland - Suortá,2008,Persons,9678,1870,381000.0,477000.0
11604,K-1870 Sortland - Suortá,2009,Persons,9732,1870,383000.0,478000.0
11605,K-1870 Sortland - Suortá,2010,Persons,9819,1870,400000.0,502000.0
11606,K-1870 Sortland - Suortá,2011,Persons,9856,1870,417000.0,522000.0
11607,K-1870 Sortland - Suortá,2012,Persons,9983,1870,426000.0,534000.0
11608,K-1870 Sortland - Suortá,2013,Persons,10082,1870,450000.0,560000.0
11609,K-1870 Sortland - Suortá,2014,Persons,10129,1870,463000.0,576000.0
11610,K-1870 Sortland - Suortá,2015,Persons,10166,1870,479000.0,599000.0
11611,K-1870 Sortland - Suortá,2016,Persons,10214,1870,491000.0,614000.0
11612,K-1870 Sortland - Suortá,2017,Persons,10378,1870,495000.0,618000.0
11613,K-1870 Sortland - Suortá,2018,Persons,10401,1870,504000.0,633000.0
11614,K-1870 Sortland - Suortá,2019,Persons,10518,1870,526000.0,656000.0
11615,K-1870 Sortland - Suortá,2020,Persons,10566,1870,534000.0,667000.0
11616,K-1870 Sortland - Suortá,2021,Persons,10514,1870,,
11617,K-1870 Sortland - Suortá,2022,Persons,10468,1870,,
11637,K-1871 Andøy,2005,Persons,5341,1871,305000.0,387000.0
11638,K-1871 Andøy,2006,Persons,5245,1871,328000.0,416000.0
11639,K-1871 Andøy,2007,Persons,5152,1871,344000.0,435000.0
11640,K-1871 Andøy,2008,Persons,5078,1871,375000.0,473000.0
11641,K-1871 Andøy,2009,Persons,5034,1871,384000.0,489000.0
11642,K-1871 Andøy,2010,Persons,5002,1871,394000.0,496000.0
11643,K-1871 Andøy,2011,Persons,5033,1871,416000.0,516000.0
11644,K-1871 Andøy,2012,Persons,5032,1871,429000.0,538000.0
11645,K-1871 Andøy,2013,Persons,5024,1871,442000.0,544000.0
11646,K-1871 Andøy,2014,Persons,4993,1871,456000.0,553000.0
11647,K-1871 Andøy,2015,Persons,4991,1871,470000.0,584000.0
11648,K-1871 Andøy,2016,Persons,4980,1871,471000.0,583000.0
11649,K-1871 Andøy,2017,Persons,4908,1871,482000.0,591000.0
11650,K-1871 Andøy,2018,Persons,4902,1871,497000.0,611000.0
11651,K-1871 Andøy,2019,Persons,4771,1871,519000.0,641000.0
11652,K-1871 Andøy,2020,Persons,4663,1871,532000.0,660000.0
11653,K-1871 Andøy,2021,Persons,4588,1871,,
11654,K-1871 Andøy,2022,Persons,4572,1871,,
11674,K-1874 Moskenes,2005,Persons,1201,1874,284000.0,355000.0
11675,K-1874 Moskenes,2006,Persons,1183,1874,295000.0,368000.0
11676,K-1874 Moskenes,2007,Persons,1156,1874,319000.0,402000.0
11677,K-1874 Moskenes,2008,Persons,1128,1874,339000.0,424000.0
11678,K-1874 Moskenes,2009,Persons,1116,1874,322000.0,402000.0
11679,K-1874 Moskenes,2010,Persons,1130,1874,334000.0,409000.0
11680,K-1874 Moskenes,2011,Persons,1120,1874,372000.0,457000.0
11681,K-1874 Moskenes,2012,Persons,1116,1874,383000.0,459000.0
11682,K-1874 Moskenes,2013,Persons,1118,1874,374000.0,445000.0
11683,K-1874 Moskenes,2014,Persons,1108,1874,398000.0,474000.0
11684,K-1874 Moskenes,2015,Persons,1070,1874,401000.0,487000.0
11685,K-1874 Moskenes,2016,Persons,1062,1874,414000.0,512000.0
11686,K-1874 Moskenes,2017,Persons,1073,1874,440000.0,528000.0
11687,K-1874 Moskenes,2018,Persons,1068,1874,448000.0,541000.0
11688,K-1874 Moskenes,2019,Persons,1039,1874,472000.0,566000.0
11689,K-1874 Moskenes,2020,Persons,1015,1874,455000.0,563000.0
11690,K-1874 Moskenes,2021,Persons,989,1874,,
11691,K-1874 Moskenes,2022,Persons,982,1874,,
11711,K-1875 Hamarøy,2005,Persons,0,1875,,
11712,K-1875 Hamarøy,2006,Persons,0,1875,,
11713,K-1875 Hamarøy,2007,Persons,0,1875,,
11714,K-1875 Hamarøy,2008,Persons,0,1875,,
11715,K-1875 Hamarøy,2009,Persons,0,1875,,
11716,K-1875 Hamarøy,2010,Persons,0,1875,,
11717,K-1875 Hamarøy,2011,Persons,0,1875,,
11718,K-1875 Hamarøy,2012,Persons,0,1875,,
11719,K-1875 Hamarøy,2013,Persons,0,1875,,
11720,K-1875 Hamarøy,2014,Persons,0,1875,,
11721,K-1875 Hamarøy,2015,Persons,0,1875,,
11722,K-1875 Hamarøy,2016,Persons,0,1875,,
11723,K-1875 Hamarøy,2017,Persons,0,1875,,
11724,K-1875 Hamarøy,2018,Persons,0,1875,,
11725,K-1875 Hamarøy,2019,Persons,0,1875,,
11726,K-1875 Hamarøy,2020,Persons,2766,1875,475000.0,599000.0
11727,K-1875 Hamarøy,2021,Persons,2701,1875,,
11728,K-1875 Hamarøy,2022,Persons,2708,1875,,
11748,K-5401 Tromsø,2005,Persons,62558,5401,,
11749,K-5401 Tromsø,2006,Persons,63596,5401,,
11750,K-5401 Tromsø,2007,Persons,64492,5401,,
11751,K-5401 Tromsø,2008,Persons,65286,5401,,
11752,K-5401 Tromsø,2009,Persons,66513,5401,,
11753,K-5401 Tromsø,2010,Persons,67305,5401,,
11754,K-5401 Tromsø,2011,Persons,68239,5401,,
11755,K-5401 Tromsø,2012,Persons,69116,5401,,
11756,K-5401 Tromsø,2013,Persons,70358,5401,,
11757,K-5401 Tromsø,2014,Persons,71590,5401,,
11758,K-5401 Tromsø,2015,Persons,72681,5401,,
11759,K-5401 Tromsø,2016,Persons,73480,5401,,
11760,K-5401 Tromsø,2017,Persons,74541,5401,,
11761,K-5401 Tromsø,2018,Persons,75638,5401,,
11762,K-5401 Tromsø,2019,Persons,76649,5401,,
11763,K-5401 Tromsø,2020,Persons,76974,5401,544000.0,704000.0
11764,K-5401 Tromsø,2021,Persons,77095,5401,,
11765,K-5401 Tromsø,2022,Persons,77544,5401,,
11785,K-5402 Harstad,2005,Persons,23643,5402,,
11786,K-5402 Harstad,2006,Persons,23765,5402,,
11787,K-5402 Harstad,2007,Persons,23784,5402,,
11788,K-5402 Harstad,2008,Persons,23617,5402,,
11789,K-5402 Harstad,2009,Persons,23629,5402,,
11790,K-5402 Harstad,2010,Persons,23739,5402,,
11791,K-5402 Harstad,2011,Persons,23899,5402,,
11792,K-5402 Harstad,2012,Persons,24095,5402,,
11793,K-5402 Harstad,2013,Persons,24291,5402,,
11794,K-5402 Harstad,2014,Persons,24441,5402,,
11795,K-5402 Harstad,2015,Persons,24676,5402,,
11796,K-5402 Harstad,2016,Persons,24695,5402,,
11797,K-5402 Harstad,2017,Persons,24845,5402,,
11798,K-5402 Harstad,2018,Persons,24820,5402,,
11799,K-5402 Harstad,2019,Persons,24827,5402,,
11800,K-5402 Harstad,2020,Persons,24703,5402,534000.0,677000.0
11801,K-5402 Harstad,2021,Persons,24738,5402,,
11802,K-5402 Harstad,2022,Persons,24804,5402,,
11822,K-5403 Alta,2005,Persons,17628,5403,,
11823,K-5403 Alta,2006,Persons,17889,5403,,
11824,K-5403 Alta,2007,Persons,18090,5403,,
11825,K-5403 Alta,2008,Persons,18272,5403,,
11826,K-5403 Alta,2009,Persons,18488,5403,,
11827,K-5403 Alta,2010,Persons,18680,5403,,
11828,K-5403 Alta,2011,Persons,19071,5403,,
11829,K-5403 Alta,2012,Persons,19282,5403,,
11830,K-5403 Alta,2013,Persons,19646,5403,,
11831,K-5403 Alta,2014,Persons,19822,5403,,
11832,K-5403 Alta,2015,Persons,19898,5403,,
11833,K-5403 Alta,2016,Persons,20097,5403,,
11834,K-5403 Alta,2017,Persons,20446,5403,,
11835,K-5403 Alta,2018,Persons,20635,5403,,
11836,K-5403 Alta,2019,Persons,20665,5403,,
11837,K-5403 Alta,2020,Persons,20789,5403,589000.0,730000.0
11838,K-5403 Alta,2021,Persons,20847,5403,,
11839,K-5403 Alta,2022,Persons,21144,5403,,
11859,K-5404 Vardø,2005,Persons,2366,5404,,
11860,K-5404 Vardø,2006,Persons,2338,5404,,
11861,K-5404 Vardø,2007,Persons,2286,5404,,
11862,K-5404 Vardø,2008,Persons,2190,5404,,
11863,K-5404 Vardø,2009,Persons,2144,5404,,
11864,K-5404 Vardø,2010,Persons,2124,5404,,
11865,K-5404 Vardø,2011,Persons,2111,5404,,
11866,K-5404 Vardø,2012,Persons,2122,5404,,
11867,K-5404 Vardø,2013,Persons,2128,5404,,
11868,K-5404 Vardø,2014,Persons,2119,5404,,
11869,K-5404 Vardø,2015,Persons,2128,5404,,
11870,K-5404 Vardø,2016,Persons,2137,5404,,
11871,K-5404 Vardø,2017,Persons,2104,5404,,
11872,K-5404 Vardø,2018,Persons,2110,5404,,
11873,K-5404 Vardø,2019,Persons,2081,5404,,
11874,K-5404 Vardø,2020,Persons,2029,5404,436000.0,523000.0
11875,K-5404 Vardø,2021,Persons,1959,5404,,
11876,K-5404 Vardø,2022,Persons,1897,5404,,
11896,K-5405 Vadsø,2005,Persons,6181,5405,,
11897,K-5405 Vadsø,2006,Persons,6114,5405,,
11898,K-5405 Vadsø,2007,Persons,6124,5405,,
11899,K-5405 Vadsø,2008,Persons,6062,5405,,
11900,K-5405 Vadsø,2009,Persons,6076,5405,,
11901,K-5405 Vadsø,2010,Persons,6101,5405,,
11902,K-5405 Vadsø,2011,Persons,6095,5405,,
11903,K-5405 Vadsø,2012,Persons,6125,5405,,
11904,K-5405 Vadsø,2013,Persons,6163,5405,,
11905,K-5405 Vadsø,2014,Persons,6223,5405,,
11906,K-5405 Vadsø,2015,Persons,6239,5405,,
11907,K-5405 Vadsø,2016,Persons,6160,5405,,
11908,K-5405 Vadsø,2017,Persons,6154,5405,,
11909,K-5405 Vadsø,2018,Persons,6033,5405,,
11910,K-5405 Vadsø,2019,Persons,5894,5405,,
11911,K-5405 Vadsø,2020,Persons,5788,5405,545000.0,676000.0
11912,K-5405 Vadsø,2021,Persons,5642,5405,,
11913,K-5405 Vadsø,2022,Persons,5568,5405,,
11933,K-5406 Hammerfest,2005,Persons,10341,5406,,
11934,K-5406 Hammerfest,2006,Persons,10431,5406,,
11935,K-5406 Hammerfest,2007,Persons,10483,5406,,
11936,K-5406 Hammerfest,2008,Persons,10508,5406,,
11937,K-5406 Hammerfest,2009,Persons,10537,5406,,
11938,K-5406 Hammerfest,2010,Persons,10750,5406,,
11939,K-5406 Hammerfest,2011,Persons,10910,5406,,
11940,K-5406 Hammerfest,2012,Persons,10944,5406,,
11941,K-5406 Hammerfest,2013,Persons,11108,5406,,
11942,K-5406 Hammerfest,2014,Persons,11338,5406,,
11943,K-5406 Hammerfest,2015,Persons,11466,5406,,
11944,K-5406 Hammerfest,2016,Persons,11490,5406,,
11945,K-5406 Hammerfest,2017,Persons,11554,5406,,
11946,K-5406 Hammerfest,2018,Persons,11560,5406,,
11947,K-5406 Hammerfest,2019,Persons,11524,5406,,
11948,K-5406 Hammerfest,2020,Persons,11448,5406,555000.0,687000.0
11949,K-5406 Hammerfest,2021,Persons,11331,5406,,
11950,K-5406 Hammerfest,2022,Persons,11274,5406,,
11970,K-5411 Kvæfjord,2005,Persons,3072,5411,,
11971,K-5411 Kvæfjord,2006,Persons,3067,5411,,
11972,K-5411 Kvæfjord,2007,Persons,3048,5411,,
11973,K-5411 Kvæfjord,2008,Persons,3036,5411,,
11974,K-5411 Kvæfjord,2009,Persons,3032,5411,,
11975,K-5411 Kvæfjord,2010,Persons,3049,5411,,
11976,K-5411 Kvæfjord,2011,Persons,3050,5411,,
11977,K-5411 Kvæfjord,2012,Persons,3025,5411,,
11978,K-5411 Kvæfjord,2013,Persons,3082,5411,,
11979,K-5411 Kvæfjord,2014,Persons,3107,5411,,
11980,K-5411 Kvæfjord,2015,Persons,3076,5411,,
11981,K-5411 Kvæfjord,2016,Persons,3029,5411,,
11982,K-5411 Kvæfjord,2017,Persons,2986,5411,,
11983,K-5411 Kvæfjord,2018,Persons,2928,5411,,
11984,K-5411 Kvæfjord,2019,Persons,2858,5411,,
11985,K-5411 Kvæfjord,2020,Persons,2839,5411,533000.0,661000.0
11986,K-5411 Kvæfjord,2021,Persons,2822,5411,,
11987,K-5411 Kvæfjord,2022,Persons,2789,5411,,
12007,K-5412 Tjeldsund,2005,Persons,4375,5412,,
12008,K-5412 Tjeldsund,2006,Persons,4314,5412,,
12009,K-5412 Tjeldsund,2007,Persons,4235,5412,,
12010,K-5412 Tjeldsund,2008,Persons,4200,5412,,
12011,K-5412 Tjeldsund,2009,Persons,4174,5412,,
12012,K-5412 Tjeldsund,2010,Persons,4200,5412,,
12013,K-5412 Tjeldsund,2011,Persons,4221,5412,,
12014,K-5412 Tjeldsund,2012,Persons,4256,5412,,
12015,K-5412 Tjeldsund,2013,Persons,4218,5412,,
12016,K-5412 Tjeldsund,2014,Persons,4207,5412,,
12017,K-5412 Tjeldsund,2015,Persons,4268,5412,,
12018,K-5412 Tjeldsund,2016,Persons,4324,5412,,
12019,K-5412 Tjeldsund,2017,Persons,4300,5412,,
12020,K-5412 Tjeldsund,2018,Persons,4253,5412,,
12021,K-5412 Tjeldsund,2019,Persons,4268,5412,,
12022,K-5412 Tjeldsund,2020,Persons,4216,5412,532000.0,657000.0
12023,K-5412 Tjeldsund,2021,Persons,4209,5412,,
12024,K-5412 Tjeldsund,2022,Persons,4201,5412,,
12044,K-5413 Ibestad,2005,Persons,1649,5413,,
12045,K-5413 Ibestad,2006,Persons,1630,5413,,
12046,K-5413 Ibestad,2007,Persons,1574,5413,,
12047,K-5413 Ibestad,2008,Persons,1511,5413,,
12048,K-5413 Ibestad,2009,Persons,1440,5413,,
12049,K-5413 Ibestad,2010,Persons,1408,5413,,
12050,K-5413 Ibestad,2011,Persons,1419,5413,,
12051,K-5413 Ibestad,2012,Persons,1410,5413,,
12052,K-5413 Ibestad,2013,Persons,1421,5413,,
12053,K-5413 Ibestad,2014,Persons,1436,5413,,
12054,K-5413 Ibestad,2015,Persons,1410,5413,,
12055,K-5413 Ibestad,2016,Persons,1403,5413,,
12056,K-5413 Ibestad,2017,Persons,1394,5413,,
12057,K-5413 Ibestad,2018,Persons,1380,5413,,
