date;Hours;DK1;DK2
06/01/2020;15 - 16;2048;286
06/01/2020;16 - 17;2099;275
06/01/2020;17 - 18;2170;275
06/01/2020;18 - 19;2331;317
06/01/2020;19 - 20;2446;327
06/01/2020;20 - 21;2539;330
06/01/2020;21 - 22;2178;334
06/01/2020;22 - 23;2231;330
06/01/2020;23 - 00;2384;347
07/01/2020;00 - 01;2192;330
07/01/2020;01 - 02;2048;324
07/01/2020;02 - 03;2024;307
07/01/2020;03 - 04;1885;230
07/01/2020;04 - 05;1692;163
07/01/2020;05 - 06;1580;170
07/01/2020;06 - 07;1526;181
07/01/2020;07 - 08;1592;218
07/01/2020;08 - 09;1337;309
07/01/2020;09 - 10;1083;457
07/01/2020;10 - 11;900;466
07/01/2020;11 - 12;881;491
07/01/2020;12 - 13;1117;469
07/01/2020;13 - 14;1585;328
07/01/2020;14 - 15;2145;319
07/01/2020;15 - 16;2528;351
07/01/2020;16 - 17;2840;452
07/01/2020;17 - 18;2538;510
07/01/2020;18 - 19;2863;543
07/01/2020;19 - 20;3402;631
07/01/2020;20 - 21;3645;683
07/01/2020;21 - 22;3579;726
07/01/2020;22 - 23;3527;740
07/01/2020;23 - 00;3577;769
08/01/2020;00 - 01;3256;802
08/01/2020;01 - 02;3500;830
08/01/2020;02 - 03;3597;827
08/01/2020;03 - 04;3536;791
08/01/2020;04 - 05;3474;781
08/01/2020;05 - 06;3138;780
08/01/2020;06 - 07;3097;796
08/01/2020;07 - 08;3049;758
08/01/2020;08 - 09;3247;720
08/01/2020;09 - 10;2612;682
08/01/2020;10 - 11;2415;626
08/01/2020;11 - 12;2499;641
08/01/2020;12 - 13;2486;602
08/01/2020;13 - 14;2771;572
08/01/2020;14 - 15;2715;547
08/01/2020;15 - 16;2573;519
08/01/2020;16 - 17;2318;544
08/01/2020;17 - 18;2254;484
08/01/2020;18 - 19;2209;459
08/01/2020;19 - 20;2078;403
08/01/2020;20 - 21;1986;365
08/01/2020;21 - 22;1930;308
08/01/2020;22 - 23;1670;284
08/01/2020;23 - 00;1431;228
09/01/2020;00 - 01;1319;203
09/01/2020;01 - 02;1097;183
09/01/2020;02 - 03;854;151
09/01/2020;03 - 04;733;89
09/01/2020;04 - 05;617;61
09/01/2020;05 - 06;548;45
09/01/2020;06 - 07;417;54
09/01/2020;07 - 08;464;82
09/01/2020;08 - 09;619;94
09/01/2020;09 - 10;774;168
09/01/2020;10 - 11;999;260
09/01/2020;11 - 12;1307;331
09/01/2020;12 - 13;1843;477
09/01/2020;13 - 14;2271;545
09/01/2020;14 - 15;2503;570
09/01/2020;15 - 16;2720;601
09/01/2020;16 - 17;2787;637
09/01/2020;17 - 18;2624;673
09/01/2020;18 - 19;2400;616
09/01/2020;19 - 20;2203;590
09/01/2020;20 - 21;2094;573
09/01/2020;21 - 22;1850;551
09/01/2020;22 - 23;1709;509
09/01/2020;23 - 00;1341;430
10/01/2020;00 - 01;1044;293
10/01/2020;01 - 02;870;197
10/01/2020;02 - 03;794;224
10/01/2020;03 - 04;741;201
10/01/2020;04 - 05;766;181
10/01/2020;05 - 06;864;133
10/01/2020;06 - 07;1063;214
10/01/2020;07 - 08;1426;80
10/01/2020;08 - 09;1582;46
10/01/2020;09 - 10;1665;62
10/01/2020;10 - 11;1695;79
10/01/2020;11 - 12;1726;193
10/01/2020;12 - 13;1927;260
10/01/2020;13 - 14;2088;290
10/01/2020;14 - 15;2269;250
10/01/2020;15 - 16;2624;318
10/01/2020;16 - 17;2466;413
10/01/2020;17 - 18;2317;574
10/01/2020;18 - 19;1694;595
10/01/2020;19 - 20;1110;483
10/01/2020;20 - 21;818;438
10/01/2020;21 - 22;528;432
10/01/2020;22 - 23;257;441
10/01/2020;23 - 00;104;371
11/01/2020;00 - 01;140;287
11/01/2020;01 - 02;329;220
11/01/2020;02 - 03;716;205
11/01/2020;03 - 04;1164;189
11/01/2020;04 - 05;1671;149
11/01/2020;05 - 06;1982;151
11/01/2020;06 - 07;2260;113
11/01/2020;07 - 08;2518;109
11/01/2020;08 - 09;2963;205
11/01/2020;09 - 10;3353;319
11/01/2020;10 - 11;3585;436
11/01/2020;11 - 12;3807;602
11/01/2020;12 - 13;3939;709
11/01/2020;13 - 14;3942;745
11/01/2020;14 - 15;3609;736
11/01/2020;15 - 16;3455;781
11/01/2020;16 - 17;3490;825
11/01/2020;17 - 18;3787;833
11/01/2020;18 - 19;3411;801
11/01/2020;19 - 20;3393;802
11/01/2020;20 - 21;3323;807
11/01/2020;21 - 22;3097;755
11/01/2020;22 - 23;3130;780
11/01/2020;23 - 00;3341;797
12/01/2020;00 - 01;3260;800
12/01/2020;01 - 02;3210;789
12/01/2020;02 - 03;2947;784
12/01/2020;03 - 04;2852;789
12/01/2020;04 - 05;2779;839
12/01/2020;05 - 06;2750;821
12/01/2020;06 - 07;2774;818
12/01/2020;07 - 08;2465;814
12/01/2020;08 - 09;1978;800
12/01/2020;09 - 10;1573;774
12/01/2020;10 - 11;1277;755
12/01/2020;11 - 12;999;742
12/01/2020;12 - 13;759;709
12/01/2020;13 - 14;630;667
12/01/2020;14 - 15;526;615
12/01/2020;15 - 16;371;575
12/01/2020;16 - 17;257;577
12/01/2020;17 - 18;219;538
12/01/2020;18 - 19;279;531
12/01/2020;19 - 20;387;517
12/01/2020;20 - 21;634;533
12/01/2020;21 - 22;869;463
12/01/2020;22 - 23;1082;423
12/01/2020;23 - 00;1372;403
13/01/2020;00 - 01;1469;303
13/01/2020;01 - 02;1348;338
13/01/2020;02 - 03;1439;349
13/01/2020;03 - 04;1432;394
13/01/2020;04 - 05;1323;427
13/01/2020;05 - 06;1302;373
13/01/2020;06 - 07;1354;346
13/01/2020;07 - 08;1438;426
13/01/2020;08 - 09;1201;339
13/01/2020;09 - 10;1115;244
13/01/2020;10 - 11;1057;274
13/01/2020;11 - 12;1055;257
13/01/2020;12 - 13;1143;260
13/01/2020;13 - 14;1269;240
13/01/2020;14 - 15;1477;257
13/01/2020;15 - 16;1560;208
13/01/2020;16 - 17;1730;188
13/01/2020;17 - 18;1979;254
13/01/2020;18 - 19;2238;286
13/01/2020;19 - 20;2530;356
13/01/2020;20 - 21;2545;470
13/01/2020;21 - 22;2570;536
13/01/2020;22 - 23;2519;573
13/01/2020;23 - 00;2907;612
14/01/2020;00 - 01;3356;654
14/01/2020;01 - 02;3507;712
14/01/2020;02 - 03;3572;719
14/01/2020;03 - 04;3631;741
14/01/2020;04 - 05;3607;775
14/01/2020;05 - 06;3666;786
14/01/2020;06 - 07;3085;735
14/01/2020;07 - 08;3069;737
14/01/2020;08 - 09;2781;738
14/01/2020;09 - 10;2206;721
14/01/2020;10 - 11;2165;722
14/01/2020;11 - 12;2477;740
14/01/2020;12 - 13;2642;686
14/01/2020;13 - 14;2562;596
14/01/2020;14 - 15;2225;487
14/01/2020;15 - 16;2121;354
14/01/2020;16 - 17;2189;467
14/01/2020;17 - 18;2050;528
14/01/2020;18 - 19;2314;602
14/01/2020;19 - 20;2395;689
14/01/2020;20 - 21;2707;756
14/01/2020;21 - 22;2896;852
14/01/2020;22 - 23;3129;880
14/01/2020;23 - 00;3385;893
15/01/2020;00 - 01;3103;897
15/01/2020;01 - 02;2983;892
15/01/2020;02 - 03;3014;880
15/01/2020;03 - 04;2987;870
15/01/2020;04 - 05;2873;860
15/01/2020;05 - 06;2913;837
15/01/2020;06 - 07;2691;804
15/01/2020;07 - 08;2540;789
15/01/2020;08 - 09;2530;792
15/01/2020;09 - 10;2077;788
15/01/2020;10 - 11;1913;832
15/01/2020;11 - 12;1976;819
15/01/2020;12 - 13;2139;791
15/01/2020;13 - 14;1868;768
15/01/2020;14 - 15;2064;739
15/01/2020;15 - 16;1968;711
15/01/2020;16 - 17;1931;678
15/01/2020;17 - 18;1954;747
15/01/2020;18 - 19;2143;753
15/01/2020;19 - 20;2153;756
15/01/2020;20 - 21;2255;624
15/01/2020;21 - 22;2559;545
15/01/2020;22 - 23;2861;493
15/01/2020;23 - 00;2924;578
16/01/2020;00 - 01;2876;640
16/01/2020;01 - 02;2800;701
16/01/2020;02 - 03;2748;674
16/01/2020;03 - 04;2758;604
16/01/2020;04 - 05;2765;569
16/01/2020;05 - 06;2657;640
16/01/2020;06 - 07;2692;672
16/01/2020;07 - 08;2637;653
16/01/2020;08 - 09;2821;573
16/01/2020;09 - 10;2684;492
16/01/2020;10 - 11;2797;477
16/01/2020;11 - 12;2565;519
16/01/2020;12 - 13;2402;402
16/01/2020;13 - 14;2163;344
16/01/2020;14 - 15;2040;305
16/01/2020;15 - 16;1841;294
16/01/2020;16 - 17;1804;418
16/01/2020;17 - 18;1873;431
16/01/2020;18 - 19;2016;386
16/01/2020;19 - 20;2172;387
16/01/2020;20 - 21;2343;457
16/01/2020;21 - 22;2465;480
16/01/2020;22 - 23;2603;534
16/01/2020;23 - 00;2284;558
17/01/2020;00 - 01;2239;513
17/01/2020;01 - 02;2300;474
17/01/2020;02 - 03;1980;402
17/01/2020;03 - 04;2048;419
17/01/2020;04 - 05;1989;436
17/01/2020;05 - 06;1863;451
17/01/2020;06 - 07;1935;459
17/01/2020;07 - 08;2147;584
17/01/2020;08 - 09;2115;630
17/01/2020;09 - 10;2069;562
17/01/2020;10 - 11;2064;573
17/01/2020;11 - 12;2040;587
17/01/2020;12 - 13;1954;555
17/01/2020;13 - 14;1765;544
17/01/2020;14 - 15;1615;482
17/01/2020;15 - 16;1486;464
17/01/2020;16 - 17;1447;487
17/01/2020;17 - 18;1355;446
17/01/2020;18 - 19;1267;457
17/01/2020;19 - 20;1183;470
17/01/2020;20 - 21;1208;463
17/01/2020;21 - 22;1299;522
17/01/2020;22 - 23;1298;495
17/01/2020;23 - 00;1449;518
18/01/2020;00 - 01;1485;529
18/01/2020;01 - 02;1445;548
18/01/2020;02 - 03;1537;709
18/01/2020;03 - 04;1721;774
18/01/2020;04 - 05;1804;823
18/01/2020;05 - 06;2038;794
18/01/2020;06 - 07;2237;856
18/01/2020;07 - 08;2159;885
18/01/2020;08 - 09;2126;874
18/01/2020;09 - 10;2300;883
18/01/2020;10 - 11;2329;926
18/01/2020;11 - 12;2452;844
18/01/2020;12 - 13;2533;821
18/01/2020;13 - 14;2523;899
18/01/2020;14 - 15;2620;877
18/01/2020;15 - 16;2711;834
18/01/2020;16 - 17;2380;828
18/01/2020;17 - 18;2483;790
18/01/2020;18 - 19;2496;721
18/01/2020;19 - 20;2409;667
18/01/2020;20 - 21;2378;625
18/01/2020;21 - 22;2229;573
18/01/2020;22 - 23;2199;595
18/01/2020;23 - 00;2103;518
19/01/2020;00 - 01;2023;427
19/01/2020;01 - 02;2065;376
19/01/2020;02 - 03;2211;344
19/01/2020;03 - 04;2386;324
19/01/2020;04 - 05;2488;290
19/01/2020;05 - 06;2588;276
19/01/2020;06 - 07;2444;264
19/01/2020;07 - 08;2250;251
19/01/2020;08 - 09;2412;205
19/01/2020;09 - 10;2315;211
19/01/2020;10 - 11;2240;239
19/01/2020;11 - 12;2366;162
19/01/2020;12 - 13;2233;158
19/01/2020;13 - 14;2189;143
19/01/2020;14 - 15;1844;142
19/01/2020;15 - 16;1523;128
19/01/2020;16 - 17;1334;129
19/01/2020;17 - 18;1261;142
19/01/2020;18 - 19;1299;173
19/01/2020;19 - 20;1157;191
19/01/2020;20 - 21;1096;212
19/01/2020;21 - 22;1143;178
19/01/2020;22 - 23;1253;186
19/01/2020;23 - 00;1226;186
20/01/2020;00 - 01;1186;161
20/01/2020;01 - 02;1132;156
20/01/2020;02 - 03;1220;164
20/01/2020;03 - 04;1264;150
20/01/2020;04 - 05;1381;127
20/01/2020;05 - 06;1399;169
20/01/2020;06 - 07;1497;185
20/01/2020;07 - 08;1684;219
20/01/2020;08 - 09;1934;312
20/01/2020;09 - 10;2074;334
20/01/2020;10 - 11;2114;392
20/01/2020;11 - 12;2310;453
20/01/2020;12 - 13;2516;531
20/01/2020;13 - 14;2536;554
20/01/2020;14 - 15;2531;603
20/01/2020;15 - 16;2511;644
20/01/2020;16 - 17;2484;664
20/01/2020;17 - 18;2368;676
20/01/2020;18 - 19;2373;738
20/01/2020;19 - 20;2488;782
20/01/2020;20 - 21;2582;782
20/01/2020;21 - 22;2623;791
20/01/2020;22 - 23;2810;805
20/01/2020;23 - 00;2843;799
21/01/2020;00 - 01;2756;854
21/01/2020;01 - 02;2727;899
21/01/2020;02 - 03;2554;893
21/01/2020;03 - 04;2661;905
21/01/2020;04 - 05;2545;920
21/01/2020;05 - 06;2447;896
21/01/2020;06 - 07;2461;920
21/01/2020;07 - 08;2576;915
21/01/2020;08 - 09;2875;875
21/01/2020;09 - 10;2246;864
21/01/2020;10 - 11;2511;852
21/01/2020;11 - 12;2686;848
21/01/2020;12 - 13;2884;877
21/01/2020;13 - 14;2822;886
21/01/2020;14 - 15;2962;909
21/01/2020;15 - 16;3024;918
21/01/2020;16 - 17;3141;899
21/01/2020;17 - 18;3041;847
21/01/2020;18 - 19;2918;830
21/01/2020;19 - 20;2721;815
21/01/2020;20 - 21;2526;800
21/01/2020;21 - 22;2608;762
21/01/2020;22 - 23;2733;829
21/01/2020;23 - 00;2709;885
22/01/2020;00 - 01;2693;885
22/01/2020;01 - 02;2357;832
22/01/2020;02 - 03;2405;762
22/01/2020;03 - 04;2444;709
22/01/2020;04 - 05;2604;711
22/01/2020;05 - 06;2553;741
22/01/2020;06 - 07;2603;762
22/01/2020;07 - 08;2721;721
22/01/2020;08 - 09;2576;643
22/01/2020;09 - 10;2461;490
22/01/2020;10 - 11;2353;452
22/01/2020;11 - 12;2171;385
22/01/2020;12 - 13;1758;331
22/01/2020;13 - 14;1415;256
22/01/2020;14 - 15;1033;211
22/01/2020;15 - 16;749;186
22/01/2020;16 - 17;617;125
22/01/2020;17 - 18;457;95
22/01/2020;18 - 19;345;98
22/01/2020;19 - 20;405;108
22/01/2020;20 - 21;400;96
22/01/2020;21 - 22;450;74
22/01/2020;22 - 23;511;54
22/01/2020;23 - 00;632;55
23/01/2020;00 - 01;725;49
23/01/2020;01 - 02;816;70
23/01/2020;02 - 03;919;119
23/01/2020;03 - 04;1058;178
23/01/2020;04 - 05;1225;200
23/01/2020;05 - 06;1309;241
23/01/2020;06 - 07;1476;261
23/01/2020;07 - 08;1496;287
23/01/2020;08 - 09;1485;276
23/01/2020;09 - 10;1590;299
23/01/2020;10 - 11;1723;316
23/01/2020;11 - 12;1809;402
23/01/2020;12 - 13;1986;475
23/01/2020;13 - 14;2056;547
23/01/2020;14 - 15;2137;511
23/01/2020;15 - 16;2185;477
23/01/2020;16 - 17;2303;451
23/01/2020;17 - 18;2416;481
23/01/2020;18 - 19;2436;508
23/01/2020;19 - 20;2306;489
23/01/2020;20 - 21;2236;533
23/01/2020;21 - 22;2246;521
23/01/2020;22 - 23;2311;543
23/01/2020;23 - 00;2246;557
24/01/2020;00 - 01;2081;482
24/01/2020;01 - 02;1951;406
24/01/2020;02 - 03;1953;410
24/01/2020;03 - 04;1931;454
24/01/2020;04 - 05;1928;518
24/01/2020;05 - 06;1939;525
24/01/2020;06 - 07;1853;541
24/01/2020;07 - 08;1877;564
24/01/2020;08 - 09;1954;557
24/01/2020;09 - 10;1990;508
24/01/2020;10 - 11;2213;496
24/01/2020;11 - 12;2427;520
24/01/2020;12 - 13;2305;532
24/01/2020;13 - 14;2122;584
24/01/2020;14 - 15;1890;578
24/01/2020;15 - 16;1718;536
24/01/2020;16 - 17;1644;509
24/01/2020;17 - 18;1601;541
24/01/2020;18 - 19;1581;610
24/01/2020;19 - 20;1549;690
24/01/2020;20 - 21;1517;731
24/01/2020;21 - 22;1502;721
24/01/2020;22 - 23;1512;723
24/01/2020;23 - 00;1561;703
25/01/2020;00 - 01;1550;696
25/01/2020;01 - 02;1518;656
25/01/2020;02 - 03;1458;654
25/01/2020;03 - 04;1390;596
25/01/2020;04 - 05;1328;530
25/01/2020;05 - 06;1119;482
25/01/2020;06 - 07;979;456
25/01/2020;07 - 08;1003;455
25/01/2020;08 - 09;945;461
25/01/2020;09 - 10;805;450
25/01/2020;10 - 11;765;417
25/01/2020;11 - 12;780;404
25/01/2020;12 - 13;892;374
25/01/2020;13 - 14;999;375
25/01/2020;14 - 15;1135;358
25/01/2020;15 - 16;1172;324
25/01/2020;16 - 17;1119;335
25/01/2020;17 - 18;1202;304
25/01/2020;18 - 19;1322;302
25/01/2020;19 - 20;1520;247
25/01/2020;20 - 21;1696;294
25/01/2020;21 - 22;1799;330
25/01/2020;22 - 23;2050;352
25/01/2020;23 - 00;2042;380
26/01/2020;00 - 01;2030;402
26/01/2020;01 - 02;1934;377
26/01/2020;02 - 03;1602;326
26/01/2020;03 - 04;1556;320
26/01/2020;04 - 05;1489;316
26/01/2020;05 - 06;1399;336
26/01/2020;06 - 07;1231;370
26/01/2020;07 - 08;1227;327
26/01/2020;08 - 09;1344;305
26/01/2020;09 - 10;1394;340
26/01/2020;10 - 11;1712;313
26/01/2020;11 - 12;2061;278
26/01/2020;12 - 13;2152;264
26/01/2020;13 - 14;2263;300
26/01/2020;14 - 15;2214;253
26/01/2020;15 - 16;2055;314
26/01/2020;16 - 17;1921;365
26/01/2020;17 - 18;1858;366
26/01/2020;18 - 19;1788;348
26/01/2020;19 - 20;1767;347
26/01/2020;20 - 21;1816;371
26/01/2020;21 - 22;1814;387
26/01/2020;22 - 23;1814;380
26/01/2020;23 - 00;1798;321
27/01/2020;00 - 01;1665;296
27/01/2020;01 - 02;1696;313
27/01/2020;02 - 03;1810;272
27/01/2020;03 - 04;2017;307
27/01/2020;04 - 05;2124;353
27/01/2020;05 - 06;2235;405
27/01/2020;06 - 07;2374;488
27/01/2020;07 - 08;2542;529
27/01/2020;08 - 09;2586;602
27/01/2020;09 - 10;2522;609
27/01/2020;10 - 11;2316;671
27/01/2020;11 - 12;2102;716
27/01/2020;12 - 13;1906;697
27/01/2020;13 - 14;1786;611
27/01/2020;14 - 15;1638;491
27/01/2020;15 - 16;1432;457
27/01/2020;16 - 17;1331;458
27/01/2020;17 - 18;1375;471
27/01/2020;18 - 19;1408;513
27/01/2020;19 - 20;1343;503
27/01/2020;20 - 21;1170;348
27/01/2020;21 - 22;980;325
27/01/2020;22 - 23;799;354
27/01/2020;23 - 00;668;306
28/01/2020;00 - 01;585;242
28/01/2020;01 - 02;573;240
28/01/2020;02 - 03;620;261
28/01/2020;03 - 04;793;305
28/01/2020;04 - 05;951;303
28/01/2020;05 - 06;1226;332
28/01/2020;06 - 07;1390;401
28/01/2020;07 - 08;1723;429
28/01/2020;08 - 09;1818;558
28/01/2020;09 - 10;2074;608
28/01/2020;10 - 11;2122;547
28/01/2020;11 - 12;2171;542
28/01/2020;12 - 13;2084;493
28/01/2020;13 - 14;2012;401
28/01/2020;14 - 15;2080;420
28/01/2020;15 - 16;2006;363
28/01/2020;16 - 17;1906;222
28/01/2020;17 - 18;1876;207
28/01/2020;18 - 19;1784;306
28/01/2020;19 - 20;1934;279
28/01/2020;20 - 21;1919;319
28/01/2020;21 - 22;1996;372
28/01/2020;22 - 23;2303;388
28/01/2020;23 - 00;2320;519
29/01/2020;00 - 01;2346;603
29/01/2020;01 - 02;2353;689
29/01/2020;02 - 03;2341;695
29/01/2020;03 - 04;2331;723
29/01/2020;04 - 05;2199;741
29/01/2020;05 - 06;1960;762
29/01/2020;06 - 07;1791;753
29/01/2020;07 - 08;1681;775
29/01/2020;08 - 09;1666;701
29/01/2020;09 - 10;1727;658
29/01/2020;10 - 11;1629;658
29/01/2020;11 - 12;1661;631
29/01/2020;12 - 13;1911;660
29/01/2020;13 - 14;2112;619
29/01/2020;14 - 15;2200;608
29/01/2020;15 - 16;2303;606
29/01/2020;16 - 17;2196;623
29/01/2020;17 - 18;2465;644
29/01/2020;18 - 19;2676;684
29/01/2020;19 - 20;2818;738
29/01/2020;20 - 21;2941;790
29/01/2020;21 - 22;2762;831
29/01/2020;22 - 23;2591;815
29/01/2020;23 - 00;2223;817
30/01/2020;00 - 01;2152;808
30/01/2020;01 - 02;1850;784
30/01/2020;02 - 03;1913;836
30/01/2020;03 - 04;1945;900
30/01/2020;04 - 05;1969;945
30/01/2020;05 - 06;1640;911
30/01/2020;06 - 07;1601;861
30/01/2020;07 - 08;1742;836
30/01/2020;08 - 09;1502;793
30/01/2020;09 - 10;1566;783
30/01/2020;10 - 11;1548;801
30/01/2020;11 - 12;1389;797
30/01/2020;12 - 13;1287;788
30/01/2020;13 - 14;1377;787
30/01/2020;14 - 15;1378;780
30/01/2020;15 - 16;1393;727
30/01/2020;16 - 17;1408;709
30/01/2020;17 - 18;1730;655
30/01/2020;18 - 19;1941;586
30/01/2020;19 - 20;2274;635
30/01/2020;20 - 21;2768;728
30/01/2020;21 - 22;3122;840
30/01/2020;22 - 23;3379;932
30/01/2020;23 - 00;3473;966
31/01/2020;00 - 01;3295;963
31/01/2020;01 - 02;3608;957
31/01/2020;02 - 03;3559;935
31/01/2020;03 - 04;3505;946
31/01/2020;04 - 05;3418;956
31/01/2020;05 - 06;3220;933
31/01/2020;06 - 07;3171;954
31/01/2020;07 - 08;3113;958
31/01/2020;08 - 09;2636;939
31/01/2020;09 - 10;2320;901
31/01/2020;10 - 11;2559;876
31/01/2020;11 - 12;2499;855
31/01/2020;12 - 13;2316;793
31/01/2020;13 - 14;1868;765
31/01/2020;14 - 15;1758;714
31/01/2020;15 - 16;1671;615
31/01/2020;16 - 17;1703;499
31/01/2020;17 - 18;1784;512
31/01/2020;18 - 19;1951;676
31/01/2020;19 - 20;1835;717
31/01/2020;20 - 21;2189;688
31/01/2020;21 - 22;1712;670
31/01/2020;22 - 23;2088;645
31/01/2020;23 - 00;2117;567
01/02/2020;00 - 01;3096;719
01/02/2020;01 - 02;2894;802
01/02/2020;02 - 03;2946;814
01/02/2020;03 - 04;2706;827
01/02/2020;04 - 05;2630;854
01/02/2020;05 - 06;2580;886
01/02/2020;06 - 07;3074;898
01/02/2020;07 - 08;3260;876
01/02/2020;08 - 09;3312;756
01/02/2020;09 - 10;3258;819
01/02/2020;10 - 11;3256;799
01/02/2020;11 - 12;3324;770
01/02/2020;12 - 13;3155;670
01/02/2020;13 - 14;3113;613
01/02/2020;14 - 15;3253;665
01/02/2020;15 - 16;3436;797
01/02/2020;16 - 17;3569;855
01/02/2020;17 - 18;3628;880
01/02/2020;18 - 19;3513;904
01/02/2020;19 - 20;3728;953
01/02/2020;20 - 21;3556;977
01/02/2020;21 - 22;3210;1001
01/02/2020;22 - 23;3215;1017
01/02/2020;23 - 00;2865;961
02/02/2020;00 - 01;3060;973
02/02/2020;01 - 02;2965;789
02/02/2020;02 - 03;2818;730
02/02/2020;03 - 04;2675;710
02/02/2020;04 - 05;2546;908
02/02/2020;05 - 06;2297;895
02/02/2020;06 - 07;2099;879
02/02/2020;07 - 08;2536;916
02/02/2020;08 - 09;2365;868
02/02/2020;09 - 10;2099;834
02/02/2020;10 - 11;1979;827
