date;Hours;DK1;DK2
05/04/2020;19 - 20;1473;611
05/04/2020;20 - 21;1215;712
05/04/2020;21 - 22;1192;730
05/04/2020;22 - 23;1312;747
05/04/2020;23 - 00;1451;742
06/04/2020;00 - 01;1437;717
06/04/2020;01 - 02;1217;658
06/04/2020;02 - 03;1076;640
06/04/2020;03 - 04;1307;656
06/04/2020;04 - 05;1474;688
06/04/2020;05 - 06;1473;690
06/04/2020;06 - 07;1445;690
06/04/2020;07 - 08;1778;662
06/04/2020;08 - 09;1787;631
06/04/2020;09 - 10;1844;561
06/04/2020;10 - 11;1614;489
06/04/2020;11 - 12;1478;432
06/04/2020;12 - 13;991;397
06/04/2020;13 - 14;1021;414
06/04/2020;14 - 15;1190;335
06/04/2020;15 - 16;1303;297
06/04/2020;16 - 17;1822;268
06/04/2020;17 - 18;1939;221
06/04/2020;18 - 19;1567;233
06/04/2020;19 - 20;1234;244
06/04/2020;20 - 21;1222;271
06/04/2020;21 - 22;1204;309
06/04/2020;22 - 23;1234;503
06/04/2020;23 - 00;1089;525
07/04/2020;00 - 01;939;619
07/04/2020;01 - 02;919;615
07/04/2020;02 - 03;1105;480
07/04/2020;03 - 04;1310;442
07/04/2020;04 - 05;1474;367
07/04/2020;05 - 06;1459;444
07/04/2020;06 - 07;1527;441
07/04/2020;07 - 08;1432;443
07/04/2020;08 - 09;1288;362
07/04/2020;09 - 10;1110;289
07/04/2020;10 - 11;1000;264
07/04/2020;11 - 12;1030;272
07/04/2020;12 - 13;914;285
07/04/2020;13 - 14;818;306
07/04/2020;14 - 15;777;306
07/04/2020;15 - 16;772;226
07/04/2020;16 - 17;688;176
07/04/2020;17 - 18;577;108
07/04/2020;18 - 19;318;41
07/04/2020;19 - 20;180;19
07/04/2020;20 - 21;149;20
07/04/2020;21 - 22;148;18
07/04/2020;22 - 23;141;19
07/04/2020;23 - 00;150;28
08/04/2020;00 - 01;203;35
08/04/2020;01 - 02;263;35
08/04/2020;02 - 03;349;34
08/04/2020;03 - 04;445;45
08/04/2020;04 - 05;706;81
08/04/2020;05 - 06;968;132
08/04/2020;06 - 07;1198;202
08/04/2020;07 - 08;1319;220
08/04/2020;08 - 09;1145;201
08/04/2020;09 - 10;741;189
08/04/2020;10 - 11;881;255
08/04/2020;11 - 12;920;251
08/04/2020;12 - 13;738;191
08/04/2020;13 - 14;745;163
08/04/2020;14 - 15;772;167
08/04/2020;15 - 16;782;173
08/04/2020;16 - 17;785;151
08/04/2020;17 - 18;774;88
08/04/2020;18 - 19;775;62
08/04/2020;19 - 20;884;96
08/04/2020;20 - 21;595;267
08/04/2020;21 - 22;832;411
08/04/2020;22 - 23;1049;429
08/04/2020;23 - 00;1259;423
09/04/2020;00 - 01;1381;395
09/04/2020;01 - 02;1381;419
09/04/2020;02 - 03;1564;364
09/04/2020;03 - 04;1491;343
09/04/2020;04 - 05;1315;328
09/04/2020;05 - 06;1434;321
09/04/2020;06 - 07;1515;374
09/04/2020;07 - 08;1407;388
09/04/2020;08 - 09;1498;452
09/04/2020;09 - 10;1689;366
09/04/2020;10 - 11;1478;350
09/04/2020;11 - 12;1920;337
09/04/2020;12 - 13;2052;333
09/04/2020;13 - 14;1860;295
09/04/2020;14 - 15;1246;268
09/04/2020;15 - 16;2066;265
09/04/2020;16 - 17;1993;272
09/04/2020;17 - 18;1889;259
09/04/2020;18 - 19;1784;247
09/04/2020;19 - 20;1466;257
09/04/2020;20 - 21;1290;197
09/04/2020;21 - 22;1166;221
09/04/2020;22 - 23;1007;227
09/04/2020;23 - 00;870;177
10/04/2020;00 - 01;737;139
10/04/2020;01 - 02;650;129
10/04/2020;02 - 03;611;115
10/04/2020;03 - 04;608;102
10/04/2020;04 - 05;628;76
10/04/2020;05 - 06;655;51
10/04/2020;06 - 07;636;30
10/04/2020;07 - 08;612;33
10/04/2020;08 - 09;626;48
10/04/2020;09 - 10;934;64
10/04/2020;10 - 11;721;80
10/04/2020;11 - 12;954;116
10/04/2020;12 - 13;777;154
10/04/2020;13 - 14;707;155
10/04/2020;14 - 15;786;165
10/04/2020;15 - 16;662;148
10/04/2020;16 - 17;780;130
10/04/2020;17 - 18;827;108
10/04/2020;18 - 19;637;89
10/04/2020;19 - 20;452;72
10/04/2020;20 - 21;328;65
10/04/2020;21 - 22;262;66
10/04/2020;22 - 23;178;82
10/04/2020;23 - 00;89;103
11/04/2020;00 - 01;60;113
11/04/2020;01 - 02;44;120
11/04/2020;02 - 03;37;77
11/04/2020;03 - 04;29;40
11/04/2020;04 - 05;37;17
11/04/2020;05 - 06;57;12
11/04/2020;06 - 07;104;12
11/04/2020;07 - 08;185;12
11/04/2020;08 - 09;269;12
11/04/2020;09 - 10;324;12
11/04/2020;10 - 11;370;15
11/04/2020;11 - 12;486;20
11/04/2020;12 - 13;604;30
11/04/2020;13 - 14;723;39
11/04/2020;14 - 15;1022;33
11/04/2020;15 - 16;1143;29
11/04/2020;16 - 17;1364;27
11/04/2020;17 - 18;1506;36
11/04/2020;18 - 19;1603;51
11/04/2020;19 - 20;1791;94
11/04/2020;20 - 21;1904;176
11/04/2020;21 - 22;1981;254
11/04/2020;22 - 23;2067;297
11/04/2020;23 - 00;2112;377
12/04/2020;00 - 01;2151;567
12/04/2020;01 - 02;2042;550
12/04/2020;02 - 03;1812;516
12/04/2020;03 - 04;1381;548
12/04/2020;04 - 05;1116;566
12/04/2020;05 - 06;1046;505
12/04/2020;06 - 07;936;421
12/04/2020;07 - 08;658;364
12/04/2020;08 - 09;672;311
12/04/2020;09 - 10;843;265
12/04/2020;10 - 11;1246;233
12/04/2020;11 - 12;1618;258
12/04/2020;12 - 13;1905;262
12/04/2020;13 - 14;1950;262
12/04/2020;14 - 15;1829;293
12/04/2020;15 - 16;2372;354
12/04/2020;16 - 17;2569;420
12/04/2020;17 - 18;2697;480
12/04/2020;18 - 19;2783;460
12/04/2020;19 - 20;2692;497
12/04/2020;20 - 21;2762;598
12/04/2020;21 - 22;2995;651
12/04/2020;22 - 23;3229;728
12/04/2020;23 - 00;3395;727
13/04/2020;00 - 01;2929;687
13/04/2020;01 - 02;2992;804
13/04/2020;02 - 03;3339;865
13/04/2020;03 - 04;3436;944
13/04/2020;04 - 05;3089;889
13/04/2020;05 - 06;2714;927
13/04/2020;06 - 07;2416;879
13/04/2020;07 - 08;2132;870
13/04/2020;08 - 09;2306;886
13/04/2020;09 - 10;2477;839
13/04/2020;10 - 11;2113;767
13/04/2020;11 - 12;1683;592
13/04/2020;12 - 13;1525;530
13/04/2020;13 - 14;1510;333
13/04/2020;14 - 15;1645;299
13/04/2020;15 - 16;1724;274
13/04/2020;16 - 17;1881;453
13/04/2020;17 - 18;2558;673
13/04/2020;18 - 19;2950;739
13/04/2020;19 - 20;2447;708
13/04/2020;20 - 21;2063;533
13/04/2020;21 - 22;2011;439
13/04/2020;22 - 23;2056;273
13/04/2020;23 - 00;1983;251
14/04/2020;00 - 01;1797;305
14/04/2020;01 - 02;1550;379
14/04/2020;02 - 03;1376;469
14/04/2020;03 - 04;1174;409
14/04/2020;04 - 05;1028;368
14/04/2020;05 - 06;810;455
14/04/2020;06 - 07;695;440
14/04/2020;07 - 08;636;349
14/04/2020;08 - 09;663;258
14/04/2020;09 - 10;832;242
14/04/2020;10 - 11;1208;295
14/04/2020;11 - 12;1302;356
14/04/2020;12 - 13;1223;447
14/04/2020;13 - 14;1623;396
14/04/2020;14 - 15;1632;419
14/04/2020;15 - 16;1933;423
14/04/2020;16 - 17;2207;462
14/04/2020;17 - 18;2327;555
14/04/2020;18 - 19;2656;622
14/04/2020;19 - 20;2779;624
14/04/2020;20 - 21;2763;693
14/04/2020;21 - 22;2849;752
14/04/2020;22 - 23;2924;810
14/04/2020;23 - 00;2804;808
15/04/2020;00 - 01;2788;818
15/04/2020;01 - 02;3051;840
15/04/2020;02 - 03;2774;882
15/04/2020;03 - 04;2508;859
15/04/2020;04 - 05;2507;860
15/04/2020;05 - 06;2707;843
15/04/2020;06 - 07;2409;868
15/04/2020;07 - 08;2645;860
15/04/2020;08 - 09;2335;810
15/04/2020;09 - 10;1956;835
15/04/2020;10 - 11;1759;884
15/04/2020;11 - 12;1767;891
15/04/2020;12 - 13;1911;892
15/04/2020;13 - 14;1930;892
15/04/2020;14 - 15;1970;908
15/04/2020;15 - 16;2044;917
15/04/2020;16 - 17;2021;871
15/04/2020;17 - 18;2153;876
15/04/2020;18 - 19;2622;891
15/04/2020;19 - 20;2722;910
15/04/2020;20 - 21;2392;881
15/04/2020;21 - 22;2164;831
15/04/2020;22 - 23;2107;898
15/04/2020;23 - 00;2175;866
16/04/2020;00 - 01;2491;791
16/04/2020;01 - 02;2567;778
16/04/2020;02 - 03;2563;677
16/04/2020;03 - 04;2637;629
16/04/2020;04 - 05;2510;655
16/04/2020;05 - 06;2207;654
16/04/2020;06 - 07;1959;672
16/04/2020;07 - 08;1839;706
16/04/2020;08 - 09;1964;736
16/04/2020;09 - 10;1989;742
16/04/2020;10 - 11;1887;753
16/04/2020;11 - 12;1676;636
16/04/2020;12 - 13;1408;501
16/04/2020;13 - 14;1201;459
16/04/2020;14 - 15;1264;365
16/04/2020;15 - 16;1487;338
16/04/2020;16 - 17;1689;326
16/04/2020;17 - 18;1845;283
16/04/2020;18 - 19;1650;281
16/04/2020;19 - 20;1374;279
16/04/2020;20 - 21;970;154
16/04/2020;21 - 22;770;135
16/04/2020;22 - 23;806;176
16/04/2020;23 - 00;885;209
17/04/2020;00 - 01;758;183
17/04/2020;01 - 02;738;160
17/04/2020;02 - 03;582;105
17/04/2020;03 - 04;457;63
17/04/2020;04 - 05;380;44
17/04/2020;05 - 06;243;38
17/04/2020;06 - 07;226;32
17/04/2020;07 - 08;285;21
17/04/2020;08 - 09;326;16
17/04/2020;09 - 10;329;17
17/04/2020;10 - 11;310;18
17/04/2020;11 - 12;245;24
17/04/2020;12 - 13;173;26
17/04/2020;13 - 14;127;21
17/04/2020;14 - 15;135;24
17/04/2020;15 - 16;210;32
17/04/2020;16 - 17;299;55
17/04/2020;17 - 18;372;78
17/04/2020;18 - 19;527;94
17/04/2020;19 - 20;543;94
17/04/2020;20 - 21;529;99
17/04/2020;21 - 22;463;105
17/04/2020;22 - 23;457;105
17/04/2020;23 - 00;531;110
18/04/2020;00 - 01;494;99
18/04/2020;01 - 02;431;108
18/04/2020;02 - 03;362;64
18/04/2020;03 - 04;313;49
18/04/2020;04 - 05;295;31
18/04/2020;05 - 06;277;26
18/04/2020;06 - 07;293;25
18/04/2020;07 - 08;352;23
18/04/2020;08 - 09;222;21
18/04/2020;09 - 10;196;19
18/04/2020;10 - 11;129;17
18/04/2020;11 - 12;135;20
18/04/2020;12 - 13;208;35
18/04/2020;13 - 14;285;63
18/04/2020;14 - 15;334;115
18/04/2020;15 - 16;488;115
18/04/2020;16 - 17;686;130
18/04/2020;17 - 18;857;134
18/04/2020;18 - 19;870;122
18/04/2020;19 - 20;1037;100
18/04/2020;20 - 21;782;125
18/04/2020;21 - 22;844;190
18/04/2020;22 - 23;726;148
18/04/2020;23 - 00;664;144
19/04/2020;00 - 01;684;146
19/04/2020;01 - 02;657;122
19/04/2020;02 - 03;709;123
19/04/2020;03 - 04;819;106
19/04/2020;04 - 05;817;109
19/04/2020;05 - 06;854;138
19/04/2020;06 - 07;836;133
19/04/2020;07 - 08;679;102
19/04/2020;08 - 09;461;83
19/04/2020;09 - 10;427;69
19/04/2020;10 - 11;516;86
19/04/2020;11 - 12;501;83
19/04/2020;12 - 13;480;79
19/04/2020;13 - 14;429;97
19/04/2020;14 - 15;315;122
19/04/2020;15 - 16;291;127
19/04/2020;16 - 17;231;81
19/04/2020;17 - 18;258;80
19/04/2020;18 - 19;271;72
19/04/2020;19 - 20;307;51
19/04/2020;20 - 21;339;38
19/04/2020;21 - 22;271;50
19/04/2020;22 - 23;210;36
19/04/2020;23 - 00;211;25
20/04/2020;00 - 01;202;25
20/04/2020;01 - 02;135;33
20/04/2020;02 - 03;90;28
20/04/2020;03 - 04;101;48
20/04/2020;04 - 05;119;38
20/04/2020;05 - 06;78;26
20/04/2020;06 - 07;80;26
20/04/2020;07 - 08;111;23
20/04/2020;08 - 09;106;16
20/04/2020;09 - 10;82;15
20/04/2020;10 - 11;89;15
20/04/2020;11 - 12;114;20
20/04/2020;12 - 13;139;32
20/04/2020;13 - 14;177;35
20/04/2020;14 - 15;273;39
20/04/2020;15 - 16;370;62
20/04/2020;16 - 17;476;89
20/04/2020;17 - 18;580;159
20/04/2020;18 - 19;660;173
20/04/2020;19 - 20;668;175
20/04/2020;20 - 21;514;195
20/04/2020;21 - 22;701;236
20/04/2020;22 - 23;807;252
20/04/2020;23 - 00;738;271
21/04/2020;00 - 01;803;279
21/04/2020;01 - 02;717;249
21/04/2020;02 - 03;605;320
21/04/2020;03 - 04;466;460
21/04/2020;04 - 05;427;498
21/04/2020;05 - 06;418;463
21/04/2020;06 - 07;453;420
21/04/2020;07 - 08;515;355
21/04/2020;08 - 09;461;285
21/04/2020;09 - 10;460;305
21/04/2020;10 - 11;562;384
21/04/2020;11 - 12;737;482
21/04/2020;12 - 13;879;586
21/04/2020;13 - 14;980;671
21/04/2020;14 - 15;1110;659
21/04/2020;15 - 16;1238;651
21/04/2020;16 - 17;1246;629
21/04/2020;17 - 18;1290;586
21/04/2020;18 - 19;1288;499
21/04/2020;19 - 20;1031;456
21/04/2020;20 - 21;898;475
21/04/2020;21 - 22;963;451
21/04/2020;22 - 23;1005;478
21/04/2020;23 - 00;762;377
22/04/2020;00 - 01;844;413
22/04/2020;01 - 02;714;349
22/04/2020;02 - 03;607;293
22/04/2020;03 - 04;572;244
22/04/2020;04 - 05;559;177
22/04/2020;05 - 06;473;218
22/04/2020;06 - 07;457;255
22/04/2020;07 - 08;387;283
22/04/2020;08 - 09;301;262
22/04/2020;09 - 10;335;292
22/04/2020;10 - 11;445;353
22/04/2020;11 - 12;576;398
22/04/2020;12 - 13;626;387
22/04/2020;13 - 14;598;307
22/04/2020;14 - 15;578;255
22/04/2020;15 - 16;588;238
22/04/2020;16 - 17;537;226
22/04/2020;17 - 18;506;192
22/04/2020;18 - 19;439;173
22/04/2020;19 - 20;349;141
22/04/2020;20 - 21;329;118
22/04/2020;21 - 22;351;127
22/04/2020;22 - 23;337;124
22/04/2020;23 - 00;307;106
23/04/2020;00 - 01;294;100
23/04/2020;01 - 02;178;68
23/04/2020;02 - 03;181;45
23/04/2020;03 - 04;140;50
23/04/2020;04 - 05;145;37
23/04/2020;05 - 06;173;31
23/04/2020;06 - 07;170;25
23/04/2020;07 - 08;202;22
23/04/2020;08 - 09;169;21
23/04/2020;09 - 10;170;31
23/04/2020;10 - 11;217;26
23/04/2020;11 - 12;214;14
23/04/2020;12 - 13;228;14
23/04/2020;13 - 14;256;19
23/04/2020;14 - 15;317;20
23/04/2020;15 - 16;348;23
23/04/2020;16 - 17;272;25
23/04/2020;17 - 18;358;25
23/04/2020;18 - 19;399;27
23/04/2020;19 - 20;395;25
23/04/2020;20 - 21;366;37
23/04/2020;21 - 22;403;50
23/04/2020;22 - 23;594;64
23/04/2020;23 - 00;687;67
24/04/2020;00 - 01;749;75
24/04/2020;01 - 02;860;76
24/04/2020;02 - 03;888;64
24/04/2020;03 - 04;973;53
24/04/2020;04 - 05;1075;75
24/04/2020;05 - 06;1241;98
24/04/2020;06 - 07;1306;143
24/04/2020;07 - 08;1297;181
24/04/2020;08 - 09;1220;152
24/04/2020;09 - 10;1326;196
24/04/2020;10 - 11;1347;236
24/04/2020;11 - 12;1290;325
24/04/2020;12 - 13;1047;351
24/04/2020;13 - 14;1091;384
24/04/2020;14 - 15;1282;397
24/04/2020;15 - 16;1433;425
24/04/2020;16 - 17;1443;482
24/04/2020;17 - 18;1431;593
24/04/2020;18 - 19;1566;625
24/04/2020;19 - 20;1555;580
24/04/2020;20 - 21;1209;547
24/04/2020;21 - 22;996;578
24/04/2020;22 - 23;877;675
24/04/2020;23 - 00;1029;647
25/04/2020;00 - 01;1238;408
25/04/2020;01 - 02;941;342
25/04/2020;02 - 03;729;269
25/04/2020;03 - 04;700;122
25/04/2020;04 - 05;680;55
25/04/2020;05 - 06;547;39
25/04/2020;06 - 07;451;31
25/04/2020;07 - 08;411;32
25/04/2020;08 - 09;276;31
25/04/2020;09 - 10;310;52
25/04/2020;10 - 11;274;75
25/04/2020;11 - 12;356;139
25/04/2020;12 - 13;420;208
25/04/2020;13 - 14;394;260
25/04/2020;14 - 15;461;291
25/04/2020;15 - 16;521;245
25/04/2020;16 - 17;598;276
25/04/2020;17 - 18;535;215
25/04/2020;18 - 19;497;126
25/04/2020;19 - 20;404;81
25/04/2020;20 - 21;305;41
25/04/2020;21 - 22;279;36
25/04/2020;22 - 23;230;55
25/04/2020;23 - 00;224;67
26/04/2020;00 - 01;278;89
26/04/2020;01 - 02;253;116
26/04/2020;02 - 03;220;120
26/04/2020;03 - 04;215;95
26/04/2020;04 - 05;218;66
26/04/2020;05 - 06;266;87
26/04/2020;06 - 07;257;92
26/04/2020;07 - 08;239;93
26/04/2020;08 - 09;292;108
26/04/2020;09 - 10;313;95
26/04/2020;10 - 11;319;93
26/04/2020;11 - 12;388;108
26/04/2020;12 - 13;301;119
26/04/2020;13 - 14;424;140
26/04/2020;14 - 15;444;116
26/04/2020;15 - 16;456;87
26/04/2020;16 - 17;471;80
26/04/2020;17 - 18;490;99
26/04/2020;18 - 19;456;89
26/04/2020;19 - 20;392;84
26/04/2020;20 - 21;411;82
26/04/2020;21 - 22;370;59
26/04/2020;22 - 23;404;46
26/04/2020;23 - 00;469;37
27/04/2020;00 - 01;551;25
27/04/2020;01 - 02;607;21
27/04/2020;02 - 03;756;24
27/04/2020;03 - 04;759;30
27/04/2020;04 - 05;778;39
27/04/2020;05 - 06;785;66
27/04/2020;06 - 07;696;85
27/04/2020;07 - 08;769;112
27/04/2020;08 - 09;707;109
27/04/2020;09 - 10;597;87
27/04/2020;10 - 11;508;71
27/04/2020;11 - 12;476;63
27/04/2020;12 - 13;394;63
27/04/2020;13 - 14;357;66
27/04/2020;14 - 15;274;86
27/04/2020;15 - 16;261;91
27/04/2020;16 - 17;256;85
27/04/2020;17 - 18;221;73
27/04/2020;18 - 19;198;63
27/04/2020;19 - 20;171;60
27/04/2020;20 - 21;150;59
27/04/2020;21 - 22;119;64
27/04/2020;22 - 23;138;48
27/04/2020;23 - 00;173;22
28/04/2020;00 - 01;157;18
28/04/2020;01 - 02;158;37
28/04/2020;02 - 03;172;95
28/04/2020;03 - 04;230;139
28/04/2020;04 - 05;273;195
28/04/2020;05 - 06;231;233
28/04/2020;06 - 07;246;228
28/04/2020;07 - 08;254;173
28/04/2020;08 - 09;238;134
28/04/2020;09 - 10;244;96
28/04/2020;10 - 11;240;66
28/04/2020;11 - 12;250;64
28/04/2020;12 - 13;240;73
28/04/2020;13 - 14;249;66
28/04/2020;14 - 15;220;68
28/04/2020;15 - 16;248;66
28/04/2020;16 - 17;276;45
28/04/2020;17 - 18;272;33
28/04/2020;18 - 19;290;31
28/04/2020;19 - 20;281;48
28/04/2020;20 - 21;267;47
28/04/2020;21 - 22;327;21
28/04/2020;22 - 23;395;32
28/04/2020;23 - 00;397;51
29/04/2020;00 - 01;422;44
29/04/2020;01 - 02;531;50
29/04/2020;02 - 03;505;66
29/04/2020;03 - 04;494;58
29/04/2020;04 - 05;457;77
29/04/2020;05 - 06;416;82
29/04/2020;06 - 07;370;84
29/04/2020;07 - 08;520;99
29/04/2020;08 - 09;603;153
29/04/2020;09 - 10;650;184
29/04/2020;10 - 11;645;185
29/04/2020;11 - 12;654;217
29/04/2020;12 - 13;742;260
29/04/2020;13 - 14;913;299
29/04/2020;14 - 15;1051;334
29/04/2020;15 - 16;1091;453
29/04/2020;16 - 17;1301;526
29/04/2020;17 - 18;1202;575
29/04/2020;18 - 19;1637;621
29/04/2020;19 - 20;1884;646
29/04/2020;20 - 21;1726;629
29/04/2020;21 - 22;1748;630
29/04/2020;22 - 23;1796;616
29/04/2020;23 - 00;1744;609
30/04/2020;00 - 01;2060;544
30/04/2020;01 - 02;2160;475
30/04/2020;02 - 03;2242;345
30/04/2020;03 - 04;2332;291
30/04/2020;04 - 05;2543;297
30/04/2020;05 - 06;2771;341
30/04/2020;06 - 07;2984;392
30/04/2020;07 - 08;3088;436
30/04/2020;08 - 09;2914;531
30/04/2020;09 - 10;2730;649
30/04/2020;10 - 11;2473;605
30/04/2020;11 - 12;2215;543
30/04/2020;12 - 13;2001;433
30/04/2020;13 - 14;1668;304
30/04/2020;14 - 15;1462;211
30/04/2020;15 - 16;1435;193
30/04/2020;16 - 17;1320;238
30/04/2020;17 - 18;1243;176
30/04/2020;18 - 19;985;108
30/04/2020;19 - 20;801;137
30/04/2020;20 - 21;670;84
30/04/2020;21 - 22;526;52
30/04/2020;22 - 23;401;30
30/04/2020;23 - 00;366;18
01/05/2020;00 - 01;325;39
01/05/2020;01 - 02;458;98
01/05/2020;02 - 03;593;157
01/05/2020;03 - 04;703;130
01/05/2020;04 - 05;781;127
01/05/2020;05 - 06;921;73
01/05/2020;06 - 07;973;50
01/05/2020;07 - 08;851;42
01/05/2020;08 - 09;668;44
01/05/2020;09 - 10;663;59
01/05/2020;10 - 11;674;86
01/05/2020;11 - 12;625;84
01/05/2020;12 - 13;596;76
01/05/2020;13 - 14;588;88
01/05/2020;14 - 15;537;83
01/05/2020;15 - 16;468;56
01/05/2020;16 - 17;339;39
01/05/2020;17 - 18;233;59
01/05/2020;18 - 19;204;51
01/05/2020;19 - 20;169;117
01/05/2020;20 - 21;206;148
01/05/2020;21 - 22;197;87
01/05/2020;22 - 23;214;107
01/05/2020;23 - 00;209;101
02/05/2020;00 - 01;150;135
02/05/2020;01 - 02;77;150
02/05/2020;02 - 03;47;155
02/05/2020;03 - 04;42;142
02/05/2020;04 - 05;37;123
02/05/2020;05 - 06;40;145
02/05/2020;06 - 07;65;118
02/05/2020;07 - 08;66;153
02/05/2020;08 - 09;55;160
02/05/2020;09 - 10;65;169
02/05/2020;10 - 11;76;156
02/05/2020;11 - 12;111;174
02/05/2020;12 - 13;173;192
02/05/2020;13 - 14;293;193
02/05/2020;14 - 15;387;233
02/05/2020;15 - 16;453;203
02/05/2020;16 - 17;547;220
02/05/2020;17 - 18;589;226
02/05/2020;18 - 19;551;246
02/05/2020;19 - 20;561;244
02/05/2020;20 - 21;554;238
02/05/2020;21 - 22;496;268
02/05/2020;22 - 23;479;312
02/05/2020;23 - 00;541;330
03/05/2020;00 - 01;602;364
03/05/2020;01 - 02;721;375
03/05/2020;02 - 03;906;356
03/05/2020;03 - 04;1055;291
03/05/2020;04 - 05;1119;222
03/05/2020;05 - 06;1194;221
03/05/2020;06 - 07;1208;236
03/05/2020;07 - 08;1333;262
03/05/2020;08 - 09;1655;251
03/05/2020;09 - 10;1663;276
03/05/2020;10 - 11;1611;278
03/05/2020;11 - 12;1524;302
03/05/2020;12 - 13;1566;312
03/05/2020;13 - 14;1527;331
03/05/2020;14 - 15;1575;316
03/05/2020;15 - 16;1604;291
03/05/2020;16 - 17;1611;288
03/05/2020;17 - 18;1632;275
03/05/2020;18 - 19;1646;256
03/05/2020;19 - 20;1544;253
03/05/2020;20 - 21;1413;242
03/05/2020;21 - 22;1298;245
03/05/2020;22 - 23;1316;219
03/05/2020;23 - 00;1380;191
04/05/2020;00 - 01;1165;174
04/05/2020;01 - 02;1153;187
04/05/2020;02 - 03;1124;150
04/05/2020;03 - 04;1174;120
04/05/2020;04 - 05;1084;115
04/05/2020;05 - 06;1063;159
04/05/2020;06 - 07;1036;195
04/05/2020;07 - 08;1073;209
04/05/2020;08 - 09;1412;199
04/05/2020;09 - 10;1344;175
04/05/2020;10 - 11;1145;173
04/05/2020;11 - 12;1220;175
04/05/2020;12 - 13;1073;176
04/05/2020;13 - 14;1106;224
04/05/2020;14 - 15;1269;295
04/05/2020;15 - 16;1283;337
04/05/2020;16 - 17;1461;344
04/05/2020;17 - 18;1550;319
04/05/2020;18 - 19;1563;249
04/05/2020;19 - 20;1521;175
04/05/2020;20 - 21;1236;175
04/05/2020;21 - 22;893;181
04/05/2020;22 - 23;1024;187
04/05/2020;23 - 00;1051;190
05/05/2020;00 - 01;826;177
05/05/2020;01 - 02;888;182
05/05/2020;02 - 03;722;220
05/05/2020;03 - 04;870;220
05/05/2020;04 - 05;854;231
05/05/2020;05 - 06;798;243
05/05/2020;06 - 07;662;215
05/05/2020;07 - 08;609;222
05/05/2020;08 - 09;572;256
05/05/2020;09 - 10;674;375
05/05/2020;10 - 11;655;400
05/05/2020;11 - 12;706;422
05/05/2020;12 - 13;716;505
05/05/2020;13 - 14;707;652
05/05/2020;14 - 15;679;700
05/05/2020;15 - 16;670;633
05/05/2020;16 - 17;751;565
05/05/2020;17 - 18;744;499
05/05/2020;18 - 19;728;383
05/05/2020;19 - 20;782;290
05/05/2020;20 - 21;611;193
05/05/2020;21 - 22;628;182
05/05/2020;22 - 23;853;171
05/05/2020;23 - 00;767;176
06/05/2020;00 - 01;694;193
06/05/2020;01 - 02;719;201
06/05/2020;02 - 03;822;224
06/05/2020;03 - 04;834;195
06/05/2020;04 - 05;845;158
06/05/2020;05 - 06;1124;152
06/05/2020;06 - 07;1383;123
06/05/2020;07 - 08;1681;160
06/05/2020;08 - 09;1912;248
06/05/2020;09 - 10;2141;309
06/05/2020;10 - 11;2196;410
06/05/2020;11 - 12;2116;515
06/05/2020;12 - 13;2203;644
06/05/2020;13 - 14;2308;644
06/05/2020;14 - 15;2541;688
06/05/2020;15 - 16;2620;696
06/05/2020;16 - 17;2899;763
06/05/2020;17 - 18;2964;835
06/05/2020;18 - 19;3104;870
06/05/2020;19 - 20;2980;842
06/05/2020;20 - 21;2715;782
06/05/2020;21 - 22;2358;776
06/05/2020;22 - 23;2163;752
06/05/2020;23 - 00;1878;700
07/05/2020;00 - 01;1715;659
07/05/2020;01 - 02;1492;575
07/05/2020;02 - 03;1383;470
07/05/2020;03 - 04;1353;429
07/05/2020;04 - 05;1261;367
07/05/2020;05 - 06;1161;285
07/05/2020;06 - 07;997;278
07/05/2020;07 - 08;953;276
07/05/2020;08 - 09;947;240
07/05/2020;09 - 10;915;216
07/05/2020;10 - 11;874;264
07/05/2020;11 - 12;897;334
07/05/2020;12 - 13;769;388
07/05/2020;13 - 14;601;391
07/05/2020;14 - 15;541;400
07/05/2020;15 - 16;642;349
07/05/2020;16 - 17;863;393
07/05/2020;17 - 18;1017;378
07/05/2020;18 - 19;1211;255
07/05/2020;19 - 20;1471;247
07/05/2020;20 - 21;1377;285
07/05/2020;21 - 22;1134;311
07/05/2020;22 - 23;900;284
07/05/2020;23 - 00;912;231
08/05/2020;00 - 01;998;208
08/05/2020;01 - 02;1082;165
08/05/2020;02 - 03;1084;123
08/05/2020;03 - 04;1171;116
08/05/2020;04 - 05;1244;107
08/05/2020;05 - 06;1317;128
08/05/2020;06 - 07;1288;164
08/05/2020;07 - 08;921;151
08/05/2020;08 - 09;788;157
08/05/2020;09 - 10;853;146
08/05/2020;10 - 11;966;168
08/05/2020;11 - 12;1077;195
08/05/2020;12 - 13;966;211
08/05/2020;13 - 14;1163;238
08/05/2020;14 - 15;1306;293
08/05/2020;15 - 16;1299;297
08/05/2020;16 - 17;1628;347
08/05/2020;17 - 18;1361;354
08/05/2020;18 - 19;1257;362
08/05/2020;19 - 20;1078;381
08/05/2020;20 - 21;858;298
08/05/2020;21 - 22;811;234
08/05/2020;22 - 23;774;177
08/05/2020;23 - 00;740;158
09/05/2020;00 - 01;636;119
09/05/2020;01 - 02;563;86
09/05/2020;02 - 03;506;79
09/05/2020;03 - 04;459;46
09/05/2020;04 - 05;381;26
09/05/2020;05 - 06;356;18
