date,zone,EURperMWH
2021-05-03,NO3,27.802083333333332
2021-05-03,NO4,27.802083333333332
2021-05-03,NO5,48.337916666666665
2021-05-04,NO1,17.887916666666666
2021-05-04,NO2,17.887916666666666
2021-05-04,NO3,9.7325
2021-05-04,NO4,9.7325
2021-05-04,NO5,21.835416666666664
2021-05-05,NO1,48.62708333333333
2021-05-05,NO2,48.62708333333333
2021-05-05,NO3,41.790416666666665
2021-05-05,NO4,41.790416666666665
2021-05-05,NO5,48.723749999999995
2021-05-06,NO1,46.40541666666667
2021-05-06,NO2,56.23541666666667
2021-05-06,NO3,41.481249999999996
2021-05-06,NO4,22.339583333333334
2021-05-06,NO5,46.40541666666667
2021-05-07,NO1,57.05416666666667
2021-05-07,NO2,59.286249999999995
2021-05-07,NO3,48.4
2021-05-07,NO4,21.839166666666667
2021-05-07,NO5,57.05416666666667
2021-05-08,NO1,61.8125
2021-05-08,NO2,61.8125
2021-05-08,NO3,60.02875
2021-05-08,NO4,48.736250000000005
2021-05-08,NO5,61.8125
2021-05-09,NO1,95.65625
2021-05-09,NO2,95.65625
2021-05-09,NO3,50.79666666666666
2021-05-09,NO4,50.79666666666666
2021-05-09,NO5,95.65625
2021-05-10,NO1,97.24041666666666
2021-05-10,NO2,104.17291666666667
2021-05-10,NO3,43.79125
2021-05-10,NO4,28.915000000000003
2021-05-10,NO5,97.24041666666666
2021-05-11,NO1,88.91083333333334
2021-05-11,NO2,88.91083333333334
2021-05-11,NO3,16.36583333333333
2021-05-11,NO4,16.36583333333333
2021-05-11,NO5,88.91083333333334
2021-05-12,NO1,127.71458333333334
2021-05-12,NO2,127.71458333333334
2021-05-12,NO3,115.71625
2021-05-12,NO4,115.71625
2021-05-12,NO5,127.71458333333334
2021-05-13,NO1,50.60041666666667
2021-05-13,NO2,50.60041666666667
2021-05-13,NO3,29.87625
2021-05-13,NO4,25.98125
2021-05-13,NO5,50.60041666666667
2021-05-14,NO1,51.41625
2021-05-14,NO2,51.41625
2021-05-14,NO3,28.55541666666667
2021-05-14,NO4,27.969583333333333
2021-05-14,NO5,51.41625
2021-05-15,NO1,49.620000000000005
2021-05-15,NO2,49.770833333333336
2021-05-15,NO3,21.610833333333332
2021-05-15,NO4,21.314583333333335
2021-05-15,NO5,49.620000000000005
2021-05-16,NO1,35.51166666666666
2021-05-16,NO2,35.51166666666666
2021-05-16,NO3,25.66541666666667
2021-05-16,NO4,22.770416666666666
2021-05-16,NO5,35.51166666666666
2021-05-17,NO1,53.437916666666666
2021-05-17,NO2,53.437916666666666
2021-05-17,NO3,36.27791666666666
2021-05-17,NO4,26.61916666666667
2021-05-17,NO5,53.437916666666666
2021-05-18,NO1,55.4625
2021-05-18,NO2,55.4625
2021-05-18,NO3,33.82041666666667
2021-05-18,NO4,29.577083333333334
2021-05-18,NO5,55.4625
2021-05-19,NO1,54.30125
2021-05-19,NO2,54.3475
2021-05-19,NO3,51.627916666666664
2021-05-19,NO4,27.478333333333335
2021-05-19,NO5,54.30125
2021-05-20,NO1,52.65166666666667
2021-05-20,NO2,52.65166666666667
2021-05-20,NO3,30.60625
2021-05-20,NO4,29.889583333333334
2021-05-20,NO5,52.65166666666667
2021-05-21,NO1,35.37291666666667
2021-05-21,NO2,35.37291666666667
2021-05-21,NO3,24.833333333333332
2021-05-21,NO4,24.203333333333333
2021-05-21,NO5,35.37291666666667
2021-05-22,NO1,18.645
2021-05-22,NO2,18.645
2021-05-22,NO3,19.367083333333333
2021-05-22,NO4,18.97625
2021-05-22,NO5,18.85125
2021-05-23,NO1,25.873333333333335
2021-05-23,NO2,25.92833333333333
2021-05-23,NO3,19.629583333333333
2021-05-23,NO4,18.087500000000002
2021-05-23,NO5,25.873333333333335
2021-05-24,NO1,42.568333333333335
2021-05-24,NO2,42.568333333333335
2021-05-24,NO3,31.26375
2021-05-24,NO4,22.43875
2021-05-24,NO5,42.568333333333335
2021-05-25,NO1,49.66083333333333
2021-05-25,NO2,49.66083333333333
2021-05-25,NO3,34.09666666666667
2021-05-25,NO4,24.288749999999997
2021-05-25,NO5,49.66083333333333
2021-05-26,NO1,50.66458333333333
2021-05-26,NO2,50.66458333333333
2021-05-26,NO3,30.77541666666667
2021-05-26,NO4,22.873333333333335
2021-05-26,NO5,50.66458333333333
2021-05-27,NO1,50.81041666666667
2021-05-27,NO2,50.81041666666667
2021-05-27,NO3,31.078333333333333
2021-05-27,NO4,23.369583333333335
2021-05-27,NO5,50.81041666666667
2021-05-28,NO1,51.50416666666666
2021-05-28,NO2,51.50416666666666
2021-05-28,NO3,32.134166666666665
2021-05-28,NO4,23.275833333333335
2021-05-28,NO5,51.50416666666666
2021-05-29,NO1,46.71208333333333
2021-05-29,NO2,47.501666666666665
2021-05-29,NO3,32.36833333333333
2021-05-29,NO4,22.572916666666668
2021-05-29,NO5,46.71208333333333
2021-05-30,NO1,37.53791666666667
2021-05-30,NO2,37.594166666666666
2021-05-30,NO3,27.50583333333333
2021-05-30,NO4,21.79375
2021-05-30,NO5,37.53791666666667
2021-05-31,NO1,52.80791666666667
2021-05-31,NO2,53.71125
2021-05-31,NO3,35.085
2021-05-31,NO4,22.677916666666665
2021-05-31,NO5,52.80791666666667
2021-06-01,NO1,41.06041666666667
2021-06-01,NO2,41.06041666666667
2021-06-01,NO3,41.06041666666667
2021-06-01,NO4,24.001666666666665
2021-06-01,NO5,41.06041666666667
2021-06-02,NO1,45.59708333333333
2021-06-02,NO2,39.750416666666666
2021-06-02,NO3,43.68666666666667
2021-06-02,NO4,32.670833333333334
2021-06-02,NO5,45.59708333333333
2021-06-03,NO1,36.785000000000004
2021-06-03,NO2,36.785000000000004
2021-06-03,NO3,22.128333333333334
2021-06-03,NO4,22.128333333333334
2021-06-03,NO5,36.785000000000004
2021-06-04,NO1,36.6425
2021-06-04,NO2,32.92125
2021-06-04,NO3,18.868333333333332
2021-06-04,NO4,18.868333333333332
2021-06-04,NO5,36.42
2021-06-05,NO1,62.778333333333336
2021-06-05,NO2,62.778333333333336
2021-06-05,NO3,59.55041666666667
2021-06-05,NO4,59.55041666666667
2021-06-05,NO5,62.778333333333336
2021-06-06,NO1,45.72666666666667
2021-06-06,NO2,54.59375
2021-06-06,NO3,40.84125
2021-06-06,NO4,22.059166666666666
2021-06-06,NO5,45.72666666666667
2021-06-07,NO1,56.35208333333333
2021-06-07,NO2,58.29083333333333
2021-06-07,NO3,46.681666666666665
2021-06-07,NO4,21.38625
2021-06-07,NO5,56.35208333333333
2021-06-08,NO1,60.8125
2021-06-08,NO2,60.8125
2021-06-08,NO3,58.12708333333333
2021-06-08,NO4,55.48416666666666
2021-06-08,NO5,60.8125
2021-06-09,NO1,115.23333333333333
2021-06-09,NO2,115.23333333333333
2021-06-09,NO3,49.79583333333333
2021-06-09,NO4,49.79583333333333
2021-06-09,NO5,115.23333333333333
2021-06-10,NO1,103.96499999999999
2021-06-10,NO2,104.02375
2021-06-10,NO3,51.3375
2021-06-10,NO4,51.3375
2021-06-10,NO5,103.96499999999999
2021-06-11,NO1,78.30708333333334
2021-06-11,NO2,78.30708333333334
2021-06-11,NO3,9.14
2021-06-11,NO4,9.14
2021-06-11,NO5,78.30708333333334
2021-06-12,NO1,165.98291666666668
2021-06-12,NO2,165.98291666666668
2021-06-12,NO3,118.83166666666666
2021-06-12,NO4,118.83166666666666
2021-06-12,NO5,165.98291666666668
2021-06-13,NO1,19.02125
2021-06-13,NO2,21.0025
2021-06-13,NO3,13.99375
2021-06-13,NO4,9.548333333333334
2021-06-13,NO5,19.02125
2021-06-14,NO1,46.86083333333334
2021-06-14,NO2,51.6975
2021-06-14,NO3,28.84958333333333
2021-06-14,NO4,21.201249999999998
2021-06-14,NO5,46.86083333333334
2021-06-15,NO1,46.91041666666666
2021-06-15,NO2,52.06375
2021-06-15,NO3,21.016666666666666
2021-06-15,NO4,19.034583333333334
2021-06-15,NO5,46.91041666666666
2021-06-16,NO1,45.72875
2021-06-16,NO2,50.85125
2021-06-16,NO3,32.3225
2021-06-16,NO4,22.27125
2021-06-16,NO5,45.72875
2021-06-17,NO1,43.09166666666667
2021-06-17,NO2,50.14291666666667
2021-06-17,NO3,29.162916666666664
2021-06-17,NO4,21.698333333333334
2021-06-17,NO5,43.09166666666667
2021-06-18,NO1,41.23666666666667
2021-06-18,NO2,51.26499999999999
2021-06-18,NO3,26.21166666666667
2021-06-18,NO4,21.694166666666664
2021-06-18,NO5,41.23666666666667
2021-06-19,NO1,39.70083333333333
2021-06-19,NO2,53.02791666666667
2021-06-19,NO3,26.824166666666667
2021-06-19,NO4,20.650000000000002
2021-06-19,NO5,39.70083333333333
2021-06-20,NO1,38.712916666666665
2021-06-20,NO2,48.95791666666667
2021-06-20,NO3,26.872500000000002
2021-06-20,NO4,21.057916666666667
2021-06-20,NO5,38.712916666666665
2021-06-21,NO1,42.112500000000004
2021-06-21,NO2,53.09458333333333
2021-06-21,NO3,26.710416666666664
2021-06-21,NO4,18.879583333333333
2021-06-21,NO5,42.112500000000004
2021-06-22,NO1,44.02708333333334
2021-06-22,NO2,54.7725
2021-06-22,NO3,29.809166666666666
2021-06-22,NO4,21.852500000000003
2021-06-22,NO5,44.02708333333334
2021-06-23,NO1,46.04833333333334
2021-06-23,NO2,55.77291666666667
2021-06-23,NO3,31.541666666666668
2021-06-23,NO4,21.90833333333333
2021-06-23,NO5,46.04833333333334
2021-06-24,NO1,46.882083333333334
2021-06-24,NO2,60.709583333333335
2021-06-24,NO3,35.64333333333334
2021-06-24,NO4,21.51625
2021-06-24,NO5,46.882083333333334
2021-06-25,NO1,46.82458333333333
2021-06-25,NO2,60.58833333333333
2021-06-25,NO3,33.156666666666666
2021-06-25,NO4,21.2975
2021-06-25,NO5,46.82458333333333
2021-06-26,NO1,47.513749999999995
2021-06-26,NO2,62.45249999999999
2021-06-26,NO3,33.44291666666667
2021-06-26,NO4,22.620833333333334
2021-06-26,NO5,47.513749999999995
2021-06-27,NO1,47.74583333333334
2021-06-27,NO2,55.96291666666667
2021-06-27,NO3,32.275
2021-06-27,NO4,22.22083333333333
2021-06-27,NO5,47.74583333333334
2021-06-28,NO1,51.788333333333334
2021-06-28,NO2,61.861250000000005
2021-06-28,NO3,35.590833333333336
2021-06-28,NO4,22.463333333333335
2021-06-28,NO5,51.788333333333334
2021-06-29,NO1,51.32125
2021-06-29,NO2,61.17916666666667
2021-06-29,NO3,37.25333333333333
2021-06-29,NO4,22.38291666666667
2021-06-29,NO5,51.32125
2021-06-30,NO1,50.06916666666667
2021-06-30,NO2,61.65291666666667
2021-06-30,NO3,38.02583333333333
2021-06-30,NO4,22.284583333333334
2021-06-30,NO5,50.06916666666667
2021-07-01,NO1,67.41208333333334
2021-07-01,NO2,67.41208333333334
2021-07-01,NO3,67.63458333333334
2021-07-01,NO4,28.36125
2021-07-01,NO5,67.41208333333334
2021-07-02,NO1,40.65625
2021-07-02,NO2,38.371249999999996
2021-07-02,NO3,40.61083333333333
2021-07-02,NO4,35.675000000000004
2021-07-02,NO5,40.65625
2021-07-03,NO1,37.56916666666667
2021-07-03,NO2,37.56916666666667
2021-07-03,NO3,23.16916666666667
2021-07-03,NO4,23.16916666666667
2021-07-03,NO5,37.56916666666667
2021-07-04,NO1,47.20249999999999
2021-07-04,NO2,39.27125
2021-07-04,NO3,19.68
2021-07-04,NO4,19.68
2021-07-04,NO5,40.75666666666667
2021-07-05,NO1,64.7775
2021-07-05,NO2,64.7775
2021-07-05,NO3,64.81875000000001
2021-07-05,NO4,64.81875000000001
2021-07-05,NO5,64.7775
2021-07-06,NO1,52.779583333333335
2021-07-06,NO2,57.637499999999996
2021-07-06,NO3,55.712916666666665
2021-07-06,NO4,20.699583333333333
2021-07-06,NO5,52.779583333333335
2021-07-07,NO1,56.084583333333335
2021-07-07,NO2,57.58541666666667
2021-07-07,NO3,47.48666666666667
2021-07-07,NO4,20.499166666666667
2021-07-07,NO5,56.084583333333335
2021-07-08,NO1,59.51916666666667
2021-07-08,NO2,59.51916666666667
2021-07-08,NO3,51.357499999999995
2021-07-08,NO4,35.27625
2021-07-08,NO5,59.51916666666667
2021-07-09,NO1,108.625
2021-07-09,NO2,108.625
2021-07-09,NO3,43.71958333333333
2021-07-09,NO4,43.71958333333333
2021-07-09,NO5,108.625
2021-07-10,NO1,120.42333333333333
2021-07-10,NO2,122.66708333333334
2021-07-10,NO3,48.569583333333334
2021-07-10,NO4,39.82125
2021-07-10,NO5,120.42333333333333
2021-07-11,NO1,69.69625
2021-07-11,NO2,69.69625
2021-07-11,NO3,11.811666666666667
2021-07-11,NO4,11.811666666666667
2021-07-11,NO5,73.72166666666666
2021-07-12,NO1,170.82125
2021-07-12,NO2,170.82125
2021-07-12,NO3,113.76125
2021-07-12,NO4,113.76125
2021-07-12,NO5,170.82125
2021-07-13,NO1,59.17416666666667
2021-07-13,NO2,59.17416666666667
2021-07-13,NO3,47.23916666666667
2021-07-13,NO4,19.669999999999998
2021-07-13,NO5,59.17416666666667
2021-07-14,NO1,60.49333333333333
2021-07-14,NO2,60.49333333333333
2021-07-14,NO3,57.12833333333333
2021-07-14,NO4,20.65875
2021-07-14,NO5,60.49333333333333
2021-07-15,NO1,60.99625
2021-07-15,NO2,61.2175
2021-07-15,NO3,37.93416666666666
2021-07-15,NO4,20.385
2021-07-15,NO5,60.99625
2021-07-16,NO1,59.42291666666667
2021-07-16,NO2,61.43
2021-07-16,NO3,43.681666666666665
2021-07-16,NO4,20.397499999999997
2021-07-16,NO5,59.42291666666667
2021-07-17,NO1,55.52708333333334
2021-07-17,NO2,55.52708333333334
2021-07-17,NO3,34.6625
2021-07-17,NO4,19.889166666666664
2021-07-17,NO5,55.52708333333334
2021-07-18,NO1,39.89833333333333
2021-07-18,NO2,40.06458333333333
2021-07-18,NO3,28.351249999999997
2021-07-18,NO4,19.030416666666667
2021-07-18,NO5,39.89833333333333
2021-07-19,NO1,58.68875
2021-07-19,NO2,61.24583333333334
2021-07-19,NO3,33.00208333333333
2021-07-19,NO4,19.31833333333333
2021-07-19,NO5,58.68875
2021-07-20,NO1,59.111250000000005
2021-07-20,NO2,60.53916666666667
2021-07-20,NO3,44.59916666666667
2021-07-20,NO4,18.964583333333334
2021-07-20,NO5,59.111250000000005
2021-07-21,NO1,59.024166666666666
2021-07-21,NO2,60.3775
2021-07-21,NO3,45.61875
2021-07-21,NO4,19.59958333333333
2021-07-21,NO5,59.024166666666666
2021-07-22,NO1,58.31916666666667
2021-07-22,NO2,59.467083333333335
2021-07-22,NO3,39.77
2021-07-22,NO4,18.81625
2021-07-22,NO5,58.31916666666667
2021-07-23,NO1,58.87708333333333
2021-07-23,NO2,60.11375
2021-07-23,NO3,48.531666666666666
2021-07-23,NO4,18.926666666666666
2021-07-23,NO5,58.87708333333333
2021-07-24,NO1,57.90958333333333
2021-07-24,NO2,59.64791666666667
2021-07-24,NO3,51.44958333333333
2021-07-24,NO4,18.5575
2021-07-24,NO5,57.90958333333333
2021-07-25,NO1,54.23666666666667
2021-07-25,NO2,54.64208333333334
2021-07-25,NO3,49.00083333333333
2021-07-25,NO4,20.775000000000002
2021-07-25,NO5,54.23666666666667
2021-07-26,NO1,59.09833333333333
2021-07-26,NO2,59.45916666666667
2021-07-26,NO3,48.08208333333334
2021-07-26,NO4,22.70875
2021-07-26,NO5,59.09833333333333
2021-07-27,NO1,58.509166666666665
2021-07-27,NO2,59.65708333333333
2021-07-27,NO3,43.69166666666666
2021-07-27,NO4,26.52625
2021-07-27,NO5,58.509166666666665
2021-07-28,NO1,57.343333333333334
2021-07-28,NO2,58.596666666666664
2021-07-28,NO3,42.2075
2021-07-28,NO4,29.03833333333333
2021-07-28,NO5,57.343333333333334
2021-07-29,NO1,50.06
2021-07-29,NO2,50.06
2021-07-29,NO3,44.69083333333333
2021-07-29,NO4,29.111666666666665
2021-07-29,NO5,50.06
2021-07-30,NO1,53.306666666666665
2021-07-30,NO2,53.42124999999999
2021-07-30,NO3,45.96416666666667
2021-07-30,NO4,23.03333333333333
2021-07-30,NO5,53.306666666666665
2021-07-31,NO1,44.41916666666666
2021-07-31,NO2,44.63833333333333
2021-07-31,NO3,42.220416666666665
2021-07-31,NO4,40.160000000000004
2021-07-31,NO5,44.41916666666666
2021-08-01,NO1,76.6225
2021-08-01,NO2,76.6225
2021-08-01,NO3,76.71625
2021-08-01,NO4,33.024166666666666
2021-08-01,NO5,76.6225
2021-08-02,NO1,55.98791666666667
2021-08-02,NO2,50.643750000000004
2021-08-02,NO3,51.41583333333333
2021-08-02,NO4,51.41583333333333
2021-08-02,NO5,55.98791666666667
2021-08-03,NO1,57.259166666666665
2021-08-03,NO2,57.259166666666665
2021-08-03,NO3,28.500416666666666
2021-08-03,NO4,28.500416666666666
2021-08-03,NO5,57.259166666666665
2021-08-04,NO1,47.59
2021-08-04,NO2,39.54708333333333
2021-08-04,NO3,28.9825
2021-08-04,NO4,28.9825
2021-08-04,NO5,41.69708333333333
2021-08-05,NO1,52.34291666666667
2021-08-05,NO2,52.34291666666667
2021-08-05,NO3,47.865833333333335
2021-08-05,NO4,47.41583333333333
2021-08-05,NO5,52.34291666666667
2021-08-06,NO1,53.873333333333335
2021-08-06,NO2,57.720416666666665
2021-08-06,NO3,53.333333333333336
2021-08-06,NO4,19.5775
2021-08-06,NO5,53.873333333333335
2021-08-07,NO1,57.095
2021-08-07,NO2,58.83375
2021-08-07,NO3,71.64666666666666
2021-08-07,NO4,20.533333333333335
2021-08-07,NO5,57.095
2021-08-08,NO1,40.737500000000004
2021-08-08,NO2,40.737500000000004
2021-08-08,NO3,39.531666666666666
2021-08-08,NO4,23.881666666666664
2021-08-08,NO5,42.666666666666664
2021-08-09,NO1,105.45333333333333
2021-08-09,NO2,105.45333333333333
2021-08-09,NO3,42.99916666666667
2021-08-09,NO4,42.060833333333335
2021-08-09,NO5,105.45333333333333
2021-08-10,NO1,120.92750000000001
2021-08-10,NO2,121.33208333333333
2021-08-10,NO3,47.437083333333334
2021-08-10,NO4,30.59625
2021-08-10,NO5,120.92750000000001
2021-08-11,NO1,123.20958333333334
2021-08-11,NO2,123.20958333333334
2021-08-11,NO3,21.295416666666664
2021-08-11,NO4,21.295416666666664
2021-08-11,NO5,123.20958333333334
2021-08-12,NO1,130.4925
2021-08-12,NO2,130.4925
2021-08-12,NO3,72.52291666666666
2021-08-12,NO4,72.52291666666666
2021-08-12,NO5,130.4925
2021-08-13,NO1,71.49083333333333
2021-08-13,NO2,71.49083333333333
2021-08-13,NO3,71.82541666666667
2021-08-13,NO4,34.25791666666667
2021-08-13,NO5,71.49083333333333
2021-08-14,NO1,67.44208333333333
2021-08-14,NO2,67.44208333333333
2021-08-14,NO3,57.83291666666667
2021-08-14,NO4,33.025
2021-08-14,NO5,67.44208333333333
2021-08-15,NO1,64.89583333333333
2021-08-15,NO2,64.89583333333333
2021-08-15,NO3,56.5275
2021-08-15,NO4,31.41875
2021-08-15,NO5,64.89583333333333
2021-08-16,NO1,69.9025
2021-08-16,NO2,69.9025
2021-08-16,NO3,68.04791666666667
2021-08-16,NO4,42.77291666666667
2021-08-16,NO5,69.9025
2021-08-17,NO1,63.905
2021-08-17,NO2,63.905
2021-08-17,NO3,60.64333333333334
2021-08-17,NO4,57.76125
2021-08-17,NO5,63.905
2021-08-18,NO1,71.35458333333334
2021-08-18,NO2,71.35458333333334
2021-08-18,NO3,49.192499999999995
2021-08-18,NO4,46.260416666666664
2021-08-18,NO5,71.35458333333334
2021-08-19,NO1,74.07458333333334
2021-08-19,NO2,74.07458333333334
2021-08-19,NO3,42.04083333333333
2021-08-19,NO4,41.708333333333336
2021-08-19,NO5,74.07458333333334
2021-08-20,NO1,79.00333333333333
2021-08-20,NO2,79.00333333333333
2021-08-20,NO3,49.806666666666665
2021-08-20,NO4,35.78541666666667
2021-08-20,NO5,79.00333333333333
2021-08-21,NO1,78.18708333333333
2021-08-21,NO2,78.18708333333333
2021-08-21,NO3,51.62
2021-08-21,NO4,36.4
2021-08-21,NO5,78.18708333333333
2021-08-22,NO1,75.25208333333333
2021-08-22,NO2,75.25208333333333
2021-08-22,NO3,52.81916666666667
2021-08-22,NO4,41.25416666666667
2021-08-22,NO5,75.25208333333333
2021-08-23,NO1,78.1075
2021-08-23,NO2,78.1075
2021-08-23,NO3,65.55
2021-08-23,NO4,65.55
2021-08-23,NO5,78.1075
2021-08-24,NO1,80.40375
2021-08-24,NO2,80.40375
2021-08-24,NO3,62.87291666666667
2021-08-24,NO4,62.87291666666667
2021-08-24,NO5,80.40375
2021-08-25,NO1,77.48875
2021-08-25,NO2,77.48875
2021-08-25,NO3,35.72208333333334
2021-08-25,NO4,35.72208333333334
2021-08-25,NO5,77.48875
2021-08-26,NO1,82.8
2021-08-26,NO2,82.8
2021-08-26,NO3,46.14041666666666
2021-08-26,NO4,46.14041666666666
2021-08-26,NO5,82.94041666666666
2021-08-27,NO1,86.0175
2021-08-27,NO2,86.0175
2021-08-27,NO3,49.062083333333334
2021-08-27,NO4,49.062083333333334
2021-08-27,NO5,86.0175
2021-08-28,NO1,83.175
2021-08-28,NO2,83.175
2021-08-28,NO3,52.262499999999996
2021-08-28,NO4,52.262499999999996
2021-08-28,NO5,83.175
2021-08-29,NO1,82.5775
2021-08-29,NO2,82.5775
2021-08-29,NO3,53.34625
2021-08-29,NO4,53.34625
2021-08-29,NO5,82.5775
2021-08-30,NO1,100.92458333333333
2021-08-30,NO2,100.92458333333333
2021-08-30,NO3,57.46666666666667
2021-08-30,NO4,57.46666666666667
2021-08-30,NO5,100.92458333333333
2021-08-31,NO1,106.90166666666666
2021-08-31,NO2,106.90166666666666
2021-08-31,NO3,44.41416666666667
2021-08-31,NO4,44.41416666666667
2021-08-31,NO5,106.90166666666666
2021-09-01,NO1,55.17666666666667
2021-09-01,NO2,55.17666666666667
2021-09-01,NO3,41.32041666666667
2021-09-01,NO4,34.60541666666666
2021-09-01,NO5,55.17666666666667
2021-09-02,NO1,69.35708333333334
2021-09-02,NO2,63.92416666666667
2021-09-02,NO3,62.50208333333333
2021-09-02,NO4,60.11625
2021-09-02,NO5,69.35708333333334
2021-09-03,NO1,55.612500000000004
2021-09-03,NO2,55.612500000000004
2021-09-03,NO3,28.67125
2021-09-03,NO4,28.67125
2021-09-03,NO5,55.612500000000004
2021-09-04,NO1,36.84708333333334
2021-09-04,NO2,36.84708333333334
2021-09-04,NO3,19.7725
2021-09-04,NO4,19.77208333333333
2021-09-04,NO5,36.84708333333334
2021-09-05,NO1,39.956250000000004
2021-09-05,NO2,39.956250000000004
2021-09-05,NO3,31.449583333333333
2021-09-05,NO4,27.7375
2021-09-05,NO5,45.43875
2021-09-06,NO1,54.373333333333335
2021-09-06,NO2,57.68541666666667
2021-09-06,NO3,54.23499999999999
2021-09-06,NO4,20.762083333333333
2021-09-06,NO5,54.373333333333335
2021-09-07,NO1,57.68875
2021-09-07,NO2,58.017500000000005
2021-09-07,NO3,54.38375
2021-09-07,NO4,24.620416666666667
2021-09-07,NO5,57.68875
2021-09-08,NO1,61.482916666666675
2021-09-08,NO2,61.482916666666675
2021-09-08,NO3,64.72666666666667
2021-09-08,NO4,25.848333333333333
2021-09-08,NO5,61.482916666666675
2021-09-09,NO1,106.01916666666666
2021-09-09,NO2,106.01916666666666
2021-09-09,NO3,52.80625
2021-09-09,NO4,52.80625
2021-09-09,NO5,106.01916666666666
2021-09-10,NO1,113.72666666666667
2021-09-10,NO2,120.32416666666667
2021-09-10,NO3,49.23666666666667
2021-09-10,NO4,26.493750000000002
2021-09-10,NO5,113.72666666666667
2021-09-11,NO1,83.81083333333333
2021-09-11,NO2,83.81083333333333
2021-09-11,NO3,13.139583333333334
2021-09-11,NO4,13.139583333333334
2021-09-11,NO5,83.81083333333333
2021-09-12,NO1,131.26666666666668
2021-09-12,NO2,131.26666666666668
2021-09-12,NO3,41.4225
2021-09-12,NO4,41.4225
2021-09-12,NO5,131.26666666666668
2021-09-13,NO1,103.71291666666667
2021-09-13,NO2,103.71291666666667
2021-09-13,NO3,49.28125
2021-09-13,NO4,49.28125
2021-09-13,NO5,103.71291666666667
2021-09-14,NO1,115.38125000000001
2021-09-14,NO2,115.38125000000001
2021-09-14,NO3,56.70375000000001
2021-09-14,NO4,56.70375000000001
2021-09-14,NO5,115.38125000000001
2021-09-15,NO1,113.83666666666666
2021-09-15,NO2,113.83666666666666
2021-09-15,NO3,63.47416666666667
2021-09-15,NO4,63.47416666666667
2021-09-15,NO5,113.83666666666666
2021-09-16,NO1,121.60791666666667
2021-09-16,NO2,121.60791666666667
2021-09-16,NO3,62.964166666666664
2021-09-16,NO4,58.947916666666664
2021-09-16,NO5,121.60791666666667
2021-09-17,NO1,121.11083333333333
2021-09-17,NO2,121.11083333333333
2021-09-17,NO3,60.61875
2021-09-17,NO4,56.04916666666667
2021-09-17,NO5,121.11083333333333
2021-09-18,NO1,111.85708333333334
2021-09-18,NO2,111.85708333333334
2021-09-18,NO3,59.39875
2021-09-18,NO4,50.27041666666667
2021-09-18,NO5,111.85708333333334
2021-09-19,NO1,91.64375
2021-09-19,NO2,91.64375
2021-09-19,NO3,63.34375
2021-09-19,NO4,48.43958333333333
2021-09-19,NO5,91.64375
2021-09-20,NO1,113.78250000000001
2021-09-20,NO2,113.78250000000001
2021-09-20,NO3,64.11791666666666
2021-09-20,NO4,49.0975
2021-09-20,NO5,113.78250000000001
2021-09-21,NO1,117.55541666666666
2021-09-21,NO2,117.55541666666666
2021-09-21,NO3,60.0275
2021-09-21,NO4,45.26208333333333
2021-09-21,NO5,117.55541666666666
2021-09-22,NO1,113.35916666666667
2021-09-22,NO2,113.35916666666667
2021-09-22,NO3,55.17583333333334
2021-09-22,NO4,43.9475
2021-09-22,NO5,113.35916666666667
2021-09-23,NO1,98.04083333333334
2021-09-23,NO2,98.04083333333334
2021-09-23,NO3,55.77458333333333
2021-09-23,NO4,52.52875
2021-09-23,NO5,98.04083333333334
2021-09-24,NO1,98.77083333333333
2021-09-24,NO2,98.77083333333333
2021-09-24,NO3,50.93666666666667
2021-09-24,NO4,50.64458333333334
2021-09-24,NO5,98.77083333333333
2021-09-25,NO1,107.24958333333332
2021-09-25,NO2,107.24958333333332
2021-09-25,NO3,53.11291666666667
2021-09-25,NO4,53.11291666666667
2021-09-25,NO5,107.24958333333332
2021-09-26,NO1,107.05041666666666
2021-09-26,NO2,107.05041666666666
2021-09-26,NO3,56.796666666666674
2021-09-26,NO4,56.796666666666674
2021-09-26,NO5,107.05041666666666
2021-09-27,NO1,107.68
2021-09-27,NO2,107.68
2021-09-27,NO3,52.2525
2021-09-27,NO4,52.2525
2021-09-27,NO5,107.68
2021-09-28,NO1,109.50375000000001
2021-09-28,NO2,109.50375000000001
2021-09-28,NO3,52.00833333333333
2021-09-28,NO4,52.00833333333333
2021-09-28,NO5,109.50375000000001
2021-09-29,NO1,103.89541666666668
2021-09-29,NO2,103.89541666666668
2021-09-29,NO3,52.63708333333333
2021-09-29,NO4,52.63708333333333
2021-09-29,NO5,103.89541666666668
2021-09-30,NO1,93.635
2021-09-30,NO2,93.635
2021-09-30,NO3,49.90416666666667
2021-09-30,NO4,49.90416666666667
2021-09-30,NO5,93.635
2021-10-01,NO1,42.02333333333333
2021-10-01,NO2,42.02333333333333
2021-10-01,NO3,39.13125
2021-10-01,NO4,35.660833333333336
2021-10-01,NO5,42.02333333333333
2021-10-02,NO1,72.40083333333332
2021-10-02,NO2,72.15333333333334
2021-10-02,NO3,54.86666666666667
2021-10-02,NO4,48.793749999999996
2021-10-02,NO5,72.40083333333332
2021-10-03,NO1,43.80375
2021-10-03,NO2,43.54583333333333
2021-10-03,NO3,26.231666666666666
2021-10-03,NO4,26.231666666666666
2021-10-03,NO5,43.80375
2021-10-04,NO1,40.8425
